Date,KOSEF 국고채10년
2018-08-31,119495.0
2018-09-03,119700.0
2018-09-04,119785.0
2018-09-05,119895.0
2018-09-06,120400.0
2018-09-07,120130.0
2018-09-10,120200.0
2018-09-11,120150.0
2018-09-12,120105.0
2018-09-13,120215.0
2018-09-14,119805.0
2018-09-17,119565.0
2018-09-18,119285.0
2018-09-19,119240.0
2018-09-20,118850.0
2018-09-21,118825.0
2018-09-27,119255.0
2018-09-28,119420.0
2018-10-01,119260.0
2018-10-02,119105.0
2018-10-04,118700.0
2018-10-05,118545.0
2018-10-08,118455.0
2018-10-10,118800.0
2018-10-11,119230.0
2018-10-12,119045.0
2018-10-15,119130.0
2018-10-16,119340.0
2018-10-17,119675.0
2018-10-18,120060.0
2018-10-19,119815.0
2018-10-22,119595.0
2018-10-23,119935.0
2018-10-24,120100.0
2018-10-25,120565.0
2018-10-26,120785.0
2018-10-29,121220.0
2018-10-30,121070.0
2018-10-31,120655.0
2018-11-01,120685.0
2018-11-02,120350.0
2018-11-05,120380.0
2018-11-06,120350.0
2018-11-07,120630.0
2018-11-08,120710.0
2018-11-09,120880.0
2018-11-12,121200.0
2018-11-13,121080.0
2018-11-14,121310.0
2018-11-15,121010.0
2018-11-16,121045.0
2018-11-19,121360.0
2018-11-20,121310.0
2018-11-21,121210.0
2018-11-22,121290.0
2018-11-23,121580.0
2018-11-26,121685.0
2018-11-27,121810.0
2018-11-28,121800.0
2018-11-29,122130.0
2018-11-30,122310.0
2018-12-03,122095.0
2018-12-04,122395.0
2018-12-05,122745.0
2018-12-06,123500.0
2018-12-07,123455.0
2018-12-10,123480.0
2018-12-11,123405.0
2018-12-12,123175.0
2018-12-13,123055.0
2018-12-14,123190.0
2018-12-17,123375.0
2018-12-18,123415.0
2018-12-19,123910.0
2018-12-20,124080.0
2018-12-21,123675.0
2018-12-24,123450.0
2018-12-26,123630.0
2018-12-27,121385.0
2018-12-28,121370.0
2019-01-02,121355.0
2019-01-03,121395.0
2019-01-04,121105.0
2019-01-07,121155.0
2019-01-08,121005.0
2019-01-09,120830.0
2019-01-10,121205.0
2019-01-11,121035.0
2019-01-14,121130.0
2019-01-15,121330.0
2019-01-16,121265.0
2019-01-17,121285.0
2019-01-18,120980.0
2019-01-21,120855.0
2019-01-22,120990.0
2019-01-23,121125.0
2019-01-24,121195.0
2019-01-25,121005.0
2019-01-28,120870.0
2019-01-29,120730.0
2019-01-30,120545.0
2019-01-31,120840.0
2019-02-01,121160.0
2019-02-07,121190.0
2019-02-08,121405.0
2019-02-11,121590.0
2019-02-12,121370.0
2019-02-13,121230.0
2019-02-14,121295.0
2019-02-15,121540.0
2019-02-18,121340.0
2019-02-19,121295.0
2019-02-20,121275.0
2019-02-21,121120.0
2019-02-22,121150.0
2019-02-25,121150.0
2019-02-26,121125.0
2019-02-27,121335.0
2019-02-28,121395.0
2019-03-04,121020.0
2019-03-05,120980.0
2019-03-06,121090.0
2019-03-07,121320.0
2019-03-08,121585.0
2019-03-11,121505.0
2019-03-12,121400.0
2019-03-13,121705.0
2019-03-14,121620.0
2019-03-15,121500.0
2019-03-18,121415.0
2019-03-19,121600.0
