Date,파워 200
2018-10-10,29350.0
2018-10-11,28150.0
2018-10-12,28440.0
2018-10-15,28240.0
2018-10-16,28200.0
2018-10-17,28545.0
2018-10-18,28290.0
2018-10-19,28415.0
2018-10-22,28440.0
2018-10-23,27795.0
2018-10-24,27675.0
2018-10-25,27225.0
2018-10-26,26800.0
2018-10-29,26550.0
2018-10-30,26700.0
2018-10-31,26880.0
2018-11-01,26715.0
2018-11-02,27680.0
2018-11-05,27425.0
2018-11-06,27585.0
2018-11-07,27455.0
2018-11-08,27700.0
2018-11-09,27545.0
2018-11-12,27600.0
2018-11-13,27400.0
2018-11-14,27325.0
2018-11-15,27575.0
2018-11-16,27580.0
2018-11-19,27675.0
2018-11-20,27410.0
2018-11-21,27270.0
2018-11-22,27240.0
2018-11-23,27065.0
2018-11-26,27445.0
2018-11-27,27645.0
2018-11-28,27800.0
2018-11-29,27870.0
2018-11-30,27650.0
2018-12-03,28070.0
2018-12-04,27765.0
2018-12-05,27600.0
2018-12-06,27190.0
2018-12-07,27290.0
2018-12-10,27015.0
2018-12-11,26940.0
2018-12-12,27315.0
2018-12-13,27475.0
2018-12-14,27035.0
2018-12-17,27100.0
2018-12-18,27005.0
2018-12-19,27185.0
2018-12-20,26920.0
2018-12-21,26925.0
2018-12-24,26945.0
2018-12-26,26555.0
2018-12-27,26905.0
2018-12-28,27120.0
2019-01-02,26695.0
2019-01-03,26420.0
2019-01-04,26670.0
2019-01-07,27035.0
2019-01-08,26865.0
2019-01-09,27395.0
2019-01-10,27390.0
2019-01-11,27575.0
2019-01-14,27340.0
2019-01-15,27875.0
2019-01-16,28005.0
2019-01-17,28070.0
2019-01-18,28280.0
2019-01-21,28310.0
2019-01-22,28165.0
2019-01-23,28305.0
2019-01-24,28570.0
2019-01-25,29110.0
2019-01-28,29070.0
2019-01-29,29235.0
2019-01-30,29580.0
2019-01-31,29625.0
2019-02-01,29500.0
2019-02-07,29525.0
2019-02-08,29105.0
2019-02-11,29195.0
2019-02-12,29315.0
2019-02-13,29470.0
2019-02-14,29730.0
2019-02-15,29365.0
2019-02-18,29575.0
2019-02-19,29460.0
2019-02-20,29775.0
2019-02-21,29800.0
2019-02-22,29800.0
2019-02-25,29865.0
2019-02-26,29745.0
2019-02-27,29860.0
2019-02-28,29385.0
2019-03-04,29200.0
2019-03-05,28975.0
2019-03-06,28925.0
2019-03-07,28800.0
2019-03-08,28405.0
2019-03-11,28405.0
2019-03-12,28705.0
2019-03-13,28510.0
2019-03-14,28610.0
2019-03-15,28905.0
2019-03-18,28955.0
2019-03-19,28900.0
