Date,KOSEF 미국달러선물
2018-10-02,11550.0
2018-10-04,11655.0
2018-10-05,11660.0
2018-10-08,11700.0
2018-10-10,11715.0
2018-10-11,11810.0
2018-10-12,11665.0
2018-10-15,11720.0
2018-10-16,11655.0
2018-10-17,11630.0
2018-10-18,11715.0
2018-10-19,11690.0
2018-10-22,11665.0
2018-10-23,11745.0
2018-10-24,11700.0
2018-10-25,11760.0
2018-10-26,11800.0
2018-10-29,11795.0
2018-10-30,11765.0
2018-10-31,11790.0
2018-11-01,11775.0
2018-11-02,11605.0
2018-11-05,11620.0
2018-11-06,11620.0
2018-11-07,11615.0
2018-11-08,11550.0
2018-11-09,11670.0
2018-11-12,11730.0
2018-11-13,11720.0
2018-11-14,11720.0
2018-11-15,11685.0
2018-11-16,11665.0
2018-11-19,11675.0
2018-11-20,11650.0
2018-11-21,11700.0
2018-11-22,11685.0
2018-11-23,11700.0
2018-11-26,11680.0
2018-11-27,11690.0
2018-11-28,11660.0
2018-11-29,11585.0
2018-11-30,11615.0
2018-12-03,11500.0
2018-12-04,11450.0
2018-12-05,11535.0
2018-12-06,11610.0
2018-12-07,11595.0
2018-12-10,11670.0
2018-12-11,11700.0
2018-12-12,11675.0
2018-12-13,11635.0
2018-12-14,11710.0
2018-12-17,11720.0
2018-12-18,11695.0
2018-12-19,11635.0
2018-12-20,11690.0
2018-12-21,11645.0
2018-12-24,11670.0
2018-12-26,11675.0
2018-12-27,11630.0
2018-12-28,11600.0
2019-01-02,11620.0
2019-01-03,11710.0
2019-01-04,11675.0
2019-01-07,11615.0
2019-01-08,11665.0
2019-01-09,11650.0
2019-01-10,11615.0
2019-01-11,11585.0
2019-01-14,11660.0
2019-01-15,11635.0
2019-01-16,11630.0
2019-01-17,11640.0
2019-01-18,11645.0
2019-01-21,11705.0
2019-01-22,11730.0
2019-01-23,11710.0
2019-01-24,11725.0
2019-01-25,11645.0
2019-01-28,11615.0
2019-01-29,11595.0
2019-01-30,11600.0
2019-01-31,11575.0
2019-02-01,11635.0
2019-02-07,11685.0
2019-02-08,11680.0
2019-02-11,11695.0
2019-02-12,11680.0
2019-02-13,11665.0
2019-02-14,11695.0
2019-02-15,11725.0
2019-02-18,11710.0
2019-02-19,11730.0
2019-02-20,11690.0
2019-02-21,11700.0
2019-02-22,11705.0
2019-02-25,11670.0
2019-02-26,11630.0
2019-02-27,11635.0
2019-02-28,11705.0
2019-03-04,11710.0
2019-03-05,11715.0
2019-03-06,11745.0
2019-03-07,11745.0
2019-03-08,11820.0
2019-03-11,11810.0
2019-03-12,11755.0
2019-03-13,11790.0
2019-03-14,11825.0
2019-03-15,11845.0
2019-03-18,11795.0
2019-03-19,11780.0
