Date,TREX 200
2018-10-10,29105.0
2018-10-11,27920.0
2018-10-12,28225.0
2018-10-15,28030.0
2018-10-16,27980.0
2018-10-17,28320.0
2018-10-18,28080.0
2018-10-19,28170.0
2018-10-22,28235.0
2018-10-23,27590.0
2018-10-24,27475.0
2018-10-25,27025.0
2018-10-26,26620.0
2018-10-29,26360.0
2018-10-30,26590.0
2018-10-31,26735.0
2018-11-01,26580.0
2018-11-02,27545.0
2018-11-05,27285.0
2018-11-06,27450.0
2018-11-07,27320.0
2018-11-08,27550.0
2018-11-09,27395.0
2018-11-12,27460.0
2018-11-13,27260.0
2018-11-14,27195.0
2018-11-15,27430.0
2018-11-16,27435.0
2018-11-19,27535.0
2018-11-20,27255.0
2018-11-21,27125.0
2018-11-22,27100.0
2018-11-23,26925.0
2018-11-26,27300.0
2018-11-27,27500.0
2018-11-28,27650.0
2018-11-29,27710.0
2018-11-30,27490.0
2018-12-03,27905.0
2018-12-04,27600.0
2018-12-05,27445.0
2018-12-06,27040.0
2018-12-07,27140.0
2018-12-10,26875.0
2018-12-11,26800.0
2018-12-12,27185.0
2018-12-13,27355.0
2018-12-14,26900.0
2018-12-17,26965.0
2018-12-18,26870.0
2018-12-19,27040.0
2018-12-20,26785.0
2018-12-21,26775.0
2018-12-24,26780.0
2018-12-26,26425.0
2018-12-27,26765.0
2018-12-28,26940.0
2019-01-02,26550.0
2019-01-03,26270.0
2019-01-04,26490.0
2019-01-07,26870.0
2019-01-08,26690.0
2019-01-09,27245.0
2019-01-10,27240.0
2019-01-11,27430.0
2019-01-14,27180.0
2019-01-15,27715.0
2019-01-16,27845.0
2019-01-17,27915.0
2019-01-18,28130.0
2019-01-21,28150.0
2019-01-22,27995.0
2019-01-23,28135.0
2019-01-24,28385.0
2019-01-25,28915.0
2019-01-28,28900.0
2019-01-29,29025.0
2019-01-30,29375.0
2019-01-31,29380.0
2019-02-01,29315.0
2019-02-07,29310.0
2019-02-08,28915.0
2019-02-11,29000.0
2019-02-12,29100.0
2019-02-13,29260.0
2019-02-14,29540.0
2019-02-15,29165.0
2019-02-18,29385.0
2019-02-19,29250.0
2019-02-20,29590.0
2019-02-21,29590.0
2019-02-22,29610.0
2019-02-25,29660.0
2019-02-26,29560.0
2019-02-27,29650.0
2019-02-28,29185.0
2019-03-04,29010.0
2019-03-05,28790.0
2019-03-06,28725.0
2019-03-07,28625.0
2019-03-08,28235.0
2019-03-11,28245.0
2019-03-12,28515.0
2019-03-13,28310.0
2019-03-14,28420.0
2019-03-15,28710.0
2019-03-18,28750.0
2019-03-19,28730.0
