Date,TIGER 반도체
2018-10-05,21215.0
2018-10-08,21165.0
2018-10-10,20695.0
2018-10-11,19700.0
2018-10-12,20200.0
2018-10-15,19855.0
2018-10-16,20400.0
2018-10-17,20710.0
2018-10-18,20395.0
2018-10-19,20505.0
2018-10-22,20510.0
2018-10-23,20020.0
2018-10-24,19695.0
2018-10-25,19345.0
2018-10-26,19285.0
2018-10-29,18905.0
2018-10-30,19505.0
2018-10-31,19635.0
2018-11-01,19500.0
2018-11-02,20535.0
2018-11-05,20100.0
2018-11-06,19735.0
2018-11-07,19470.0
2018-11-08,19900.0
2018-11-09,20060.0
2018-11-12,20160.0
2018-11-13,19600.0
2018-11-14,19300.0
2018-11-15,19510.0
2018-11-16,19700.0
2018-11-19,19590.0
2018-11-20,18760.0
2018-11-21,18910.0
2018-11-22,18840.0
2018-11-23,18760.0
2018-11-26,19065.0
2018-11-27,19155.0
2018-11-28,19325.0
2018-11-29,19380.0
2018-11-30,19145.0
2018-12-03,19485.0
2018-12-04,19205.0
2018-12-05,18990.0
2018-12-06,18380.0
2018-12-07,18420.0
2018-12-10,17730.0
2018-12-11,17730.0
2018-12-12,18055.0
2018-12-13,18210.0
2018-12-14,17630.0
2018-12-17,17570.0
2018-12-18,17255.0
2018-12-19,17465.0
2018-12-20,17020.0
2018-12-21,17120.0
2018-12-24,17360.0
2018-12-26,17000.0
2018-12-27,17485.0
2018-12-28,17690.0
2019-01-02,17480.0
2019-01-03,16770.0
2019-01-04,16490.0
2019-01-07,16740.0
2019-01-08,16800.0
2019-01-09,17735.0
2019-01-10,17905.0
2019-01-11,17990.0
2019-01-14,17600.0
2019-01-15,17880.0
2019-01-16,17980.0
2019-01-17,18335.0
2019-01-18,18375.0
2019-01-21,18980.0
2019-01-22,18755.0
2019-01-23,18855.0
2019-01-24,19315.0
2019-01-25,19945.0
2019-01-28,19920.0
2019-01-29,20220.0
2019-01-30,20700.0
2019-01-31,20495.0
2019-02-01,20525.0
2019-02-07,21175.0
2019-02-08,20575.0
2019-02-11,20520.0
2019-02-12,20995.0
2019-02-13,21645.0
2019-02-14,22045.0
2019-02-15,21355.0
2019-02-18,21550.0
2019-02-19,21520.0
2019-02-20,21945.0
2019-02-21,22000.0
2019-02-22,21830.0
2019-02-25,22385.0
2019-02-26,22145.0
2019-02-27,22030.0
2019-02-28,21135.0
2019-03-04,21365.0
2019-03-05,21110.0
2019-03-06,21020.0
2019-03-07,20835.0
2019-03-08,20600.0
2019-03-11,20905.0
2019-03-12,21475.0
2019-03-13,21655.0
2019-03-14,21890.0
2019-03-15,21805.0
2019-03-18,21880.0
2019-03-19,21655.0
