Date,KBSTAR 5대그룹주
2018-10-04,5520.0
2018-10-05,5500.0
2018-10-08,5455.0
2018-10-10,5375.0
2018-10-11,5175.0
2018-10-12,5275.0
2018-10-15,5210.0
2018-10-16,5240.0
2018-10-17,5295.0
2018-10-18,5250.0
2018-10-19,5290.0
2018-10-22,5280.0
2018-10-23,5135.0
2018-10-24,5135.0
2018-10-25,5045.0
2018-10-26,4980.0
2018-10-29,4950.0
2018-10-30,5015.0
2018-10-31,5055.0
2018-11-01,5050.0
2018-11-02,5195.0
2018-11-05,5110.0
2018-11-06,5160.0
2018-11-07,5140.0
2018-11-08,5165.0
2018-11-09,5115.0
2018-11-12,5065.0
2018-11-13,5055.0
2018-11-14,5030.0
2018-11-15,5080.0
2018-11-16,5090.0
2018-11-19,5100.0
2018-11-20,5035.0
2018-11-21,5010.0
2018-11-22,4950.0
2018-11-23,4915.0
2018-11-26,4955.0
2018-11-27,5035.0
2018-11-28,5055.0
2018-11-29,5070.0
2018-11-30,5080.0
2018-12-03,5190.0
2018-12-04,5125.0
2018-12-05,5085.0
2018-12-06,5025.0
2018-12-07,5015.0
2018-12-10,4960.0
2018-12-11,4980.0
2018-12-12,5095.0
2018-12-13,5140.0
2018-12-14,5050.0
2018-12-17,5045.0
2018-12-18,4995.0
2018-12-19,5050.0
2018-12-20,4980.0
2018-12-21,5000.0
2018-12-24,5010.0
2018-12-26,4945.0
2018-12-27,5030.0
2018-12-28,5060.0
2019-01-02,4955.0
2019-01-03,4930.0
2019-01-04,4985.0
2019-01-07,5045.0
2019-01-08,5020.0
2019-01-09,5165.0
2019-01-10,5180.0
2019-01-11,5195.0
2019-01-14,5155.0
2019-01-15,5260.0
2019-01-16,5300.0
2019-01-17,5315.0
2019-01-18,5340.0
2019-01-21,5345.0
2019-01-22,5325.0
2019-01-23,5365.0
2019-01-24,5400.0
2019-01-25,5520.0
2019-01-28,5505.0
2019-01-29,5525.0
2019-01-30,5590.0
2019-01-31,5565.0
2019-02-01,5550.0
2019-02-07,5555.0
2019-02-08,5465.0
2019-02-11,5500.0
2019-02-12,5550.0
2019-02-13,5545.0
2019-02-14,5580.0
2019-02-15,5505.0
2019-02-18,5565.0
2019-02-19,5550.0
2019-02-20,5595.0
2019-02-21,5595.0
2019-02-22,5600.0
2019-02-25,5580.0
2019-02-26,5585.0
2019-02-27,5615.0
2019-02-28,5535.0
2019-03-04,5455.0
2019-03-05,5400.0
2019-03-06,5420.0
2019-03-07,5365.0
2019-03-08,5325.0
2019-03-11,5305.0
2019-03-12,5375.0
2019-03-13,5325.0
2019-03-14,5335.0
2019-03-15,5385.0
2019-03-18,5420.0
2019-03-19,5405.0
