Date,TIGER 200커버드콜5%OTM
2018-09-28,13345.0
2018-10-01,13340.0
2018-10-02,13195.0
2018-10-04,13010.0
2018-10-05,12890.0
2018-10-08,12890.0
2018-10-10,12825.0
2018-10-11,12370.0
2018-10-12,12405.0
2018-10-15,12360.0
2018-10-16,12345.0
2018-10-17,12485.0
2018-10-18,12395.0
2018-10-19,12390.0
2018-10-22,12430.0
2018-10-23,12315.0
2018-10-24,12145.0
2018-10-25,11955.0
2018-10-26,11735.0
2018-10-29,11665.0
2018-10-30,11735.0
2018-10-31,11810.0
2018-11-01,11765.0
2018-11-02,12020.0
2018-11-05,12040.0
2018-11-06,12115.0
2018-11-07,12095.0
2018-11-08,12170.0
2018-11-09,12175.0
2018-11-12,12165.0
2018-11-13,12075.0
2018-11-14,12045.0
2018-11-15,12130.0
2018-11-16,12130.0
2018-11-19,12165.0
2018-11-20,12075.0
2018-11-21,12025.0
2018-11-22,12010.0
2018-11-23,11940.0
2018-11-26,12075.0
2018-11-27,12160.0
2018-11-28,12200.0
2018-11-29,12220.0
2018-11-30,12165.0
2018-12-03,12330.0
2018-12-04,12240.0
2018-12-05,12165.0
2018-12-06,11975.0
2018-12-07,12045.0
2018-12-10,11860.0
2018-12-11,11875.0
2018-12-12,12020.0
2018-12-13,12110.0
2018-12-14,11885.0
2018-12-17,11930.0
2018-12-18,11920.0
2018-12-19,11930.0
2018-12-20,11825.0
2018-12-21,11845.0
2018-12-24,11880.0
2018-12-26,11700.0
2018-12-27,11755.0
2018-12-28,11950.0
2019-01-02,11805.0
2019-01-03,11710.0
2019-01-04,11760.0
2019-01-07,11930.0
2019-01-08,11890.0
2019-01-09,12055.0
2019-01-10,12125.0
2019-01-11,12080.0
2019-01-14,12105.0
2019-01-15,12255.0
2019-01-16,12260.0
2019-01-17,12310.0
2019-01-18,12345.0
2019-01-21,12390.0
2019-01-22,12380.0
2019-01-23,12380.0
2019-01-24,12505.0
2019-01-25,12590.0
2019-01-28,12590.0
2019-01-29,12610.0
2019-01-30,12630.0
2019-01-31,12650.0
2019-02-01,12670.0
2019-02-07,12700.0
2019-02-08,12680.0
2019-02-11,12685.0
2019-02-12,12695.0
2019-02-13,12710.0
2019-02-14,12710.0
2019-02-15,12605.0
2019-02-18,12585.0
2019-02-19,12545.0
2019-02-20,12725.0
2019-02-21,12705.0
2019-02-22,12660.0
2019-02-25,12720.0
2019-02-26,12730.0
2019-02-27,12740.0
2019-02-28,12540.0
2019-03-04,12510.0
2019-03-05,12350.0
2019-03-06,12330.0
2019-03-07,12270.0
2019-03-08,12140.0
2019-03-11,12135.0
2019-03-12,12230.0
2019-03-13,12160.0
2019-03-14,12120.0
2019-03-15,12300.0
2019-03-18,12325.0
2019-03-19,12315.0
