Date,KOSEF KRX100
2018-12-07,4375.0
2018-12-10,4320.0
2018-12-11,4310.0
2018-12-12,4370.0
2018-12-13,4380.0
2018-12-14,4310.0
2018-12-17,4325.0
2018-12-18,4305.0
2018-12-19,4345.0
2018-12-20,4300.0
2018-12-21,4305.0
2018-12-24,4290.0
2018-12-26,4250.0
2018-12-27,4300.0
2018-12-28,4325.0
2019-01-02,4265.0
2019-01-03,4225.0
2019-01-04,4260.0
2019-01-07,4315.0
2019-01-08,4285.0
2019-01-09,4375.0
2019-01-10,4380.0
2019-01-11,4405.0
2019-01-14,4365.0
2019-01-15,4450.0
2019-01-16,4480.0
2019-01-17,4495.0
2019-01-18,4520.0
2019-01-21,4525.0
2019-01-22,4500.0
2019-01-23,4515.0
2019-01-24,4565.0
2019-01-25,4645.0
2019-01-28,4645.0
2019-01-29,4675.0
2019-01-30,4725.0
2019-01-31,4725.0
2019-02-01,4720.0
2019-02-07,4720.0
2019-02-08,4650.0
2019-02-11,4655.0
2019-02-12,4685.0
2019-02-13,4700.0
2019-02-14,4730.0
2019-02-15,4685.0
2019-02-18,4720.0
2019-02-19,4705.0
2019-02-20,4765.0
2019-02-21,4760.0
2019-02-22,4760.0
2019-02-25,4765.0
2019-02-26,4755.0
2019-02-27,4770.0
2019-02-28,4705.0
2019-03-04,4670.0
2019-03-05,4630.0
2019-03-06,4625.0
2019-03-07,4610.0
2019-03-08,4550.0
2019-03-11,4550.0
2019-03-12,4595.0
2019-03-13,4570.0
2019-03-14,4575.0
2019-03-15,4625.0
2019-03-18,4625.0
2019-03-19,4620.0
