Date,KODEX 에너지화학
2018-10-08,12035.0
2018-10-10,11920.0
2018-10-11,11450.0
2018-10-12,11635.0
2018-10-15,11680.0
2018-10-16,11640.0
2018-10-17,11870.0
2018-10-18,11760.0
2018-10-19,11690.0
2018-10-22,11835.0
2018-10-23,11465.0
2018-10-24,11520.0
2018-10-25,11695.0
2018-10-26,11220.0
2018-10-29,11080.0
2018-10-30,11185.0
2018-10-31,11525.0
2018-11-01,11270.0
2018-11-02,11755.0
2018-11-05,11660.0
2018-11-06,11585.0
2018-11-07,11450.0
2018-11-08,11505.0
2018-11-09,11375.0
2018-11-12,11375.0
2018-11-13,11370.0
2018-11-14,11270.0
2018-11-15,11390.0
2018-11-16,11390.0
2018-11-19,11505.0
2018-11-20,11440.0
2018-11-21,11470.0
2018-11-22,11430.0
2018-11-23,11265.0
2018-11-26,11290.0
2018-11-27,11390.0
2018-11-28,11340.0
2018-11-29,11380.0
2018-11-30,11455.0
2018-12-03,11875.0
2018-12-04,11690.0
2018-12-05,11570.0
2018-12-06,11390.0
2018-12-07,11325.0
2018-12-10,11065.0
2018-12-11,11095.0
2018-12-12,11205.0
2018-12-13,11290.0
2018-12-14,11265.0
2018-12-17,11285.0
2018-12-18,11035.0
2018-12-19,11210.0
2018-12-20,11140.0
2018-12-21,11290.0
2018-12-24,11300.0
2018-12-26,11220.0
2018-12-27,11350.0
2018-12-28,11360.0
2019-01-02,10985.0
2019-01-03,10705.0
2019-01-04,10705.0
2019-01-07,11085.0
2019-01-08,11085.0
2019-01-09,11270.0
2019-01-10,11275.0
2019-01-11,11360.0
2019-01-14,11270.0
2019-01-15,11385.0
2019-01-16,11455.0
2019-01-17,11505.0
2019-01-18,11620.0
2019-01-21,11735.0
2019-01-22,11680.0
2019-01-23,11700.0
2019-01-24,11640.0
2019-01-25,11845.0
2019-01-28,11855.0
2019-01-29,11965.0
2019-01-30,12075.0
2019-01-31,12065.0
2019-02-01,12040.0
2019-02-07,12065.0
2019-02-08,11895.0
2019-02-11,11900.0
2019-02-12,11885.0
2019-02-13,12045.0
2019-02-14,12105.0
2019-02-15,12050.0
2019-02-18,12370.0
2019-02-19,12360.0
2019-02-20,12545.0
2019-02-21,12420.0
2019-02-22,12280.0
2019-02-25,12350.0
2019-02-26,12270.0
2019-02-27,12460.0
2019-02-28,12360.0
2019-03-04,12250.0
2019-03-05,12130.0
2019-03-06,12160.0
2019-03-07,11945.0
2019-03-08,11865.0
2019-03-11,11730.0
2019-03-12,11885.0
2019-03-13,11815.0
2019-03-14,11980.0
2019-03-15,12090.0
2019-03-18,12050.0
2019-03-19,12075.0
