Date,KODEX 골드선물(H)
2019-02-11,9565.0
2019-02-12,9540.0
2019-02-13,9570.0
2019-02-14,9530.0
2019-02-15,9550.0
2019-02-18,9635.0
2019-02-19,9645.0
2019-02-20,9755.0
2019-02-21,9750.0
2019-02-22,9640.0
2019-02-25,9700.0
2019-02-26,9665.0
2019-02-27,9660.0
2019-02-28,9575.0
2019-03-04,9405.0
2019-03-05,9340.0
2019-03-06,9370.0
2019-03-07,9350.0
2019-03-08,9400.0
2019-03-11,9450.0
2019-03-12,9420.0
2019-03-13,9495.0
2019-03-14,9465.0
2019-03-15,9460.0
2019-03-18,9450.0
2019-03-19,9490.0
