Date,KODEX China H
2018-10-08,19790.0
2018-10-10,19790.0
2018-10-11,19065.0
2018-10-12,19495.0
2018-10-15,19175.0
2018-10-16,19140.0
2018-10-17,19490.0
2018-10-18,19090.0
2018-10-19,19435.0
2018-10-22,19780.0
2018-10-23,19380.0
2018-10-24,19305.0
2018-10-25,19200.0
2018-10-26,19160.0
2018-10-29,18955.0
2018-10-30,18995.0
2018-10-31,19145.0
2018-11-01,19375.0
2018-11-02,20010.0
2018-11-05,19630.0
2018-11-06,19770.0
2018-11-07,19880.0
2018-11-08,19980.0
2018-11-09,19610.0
2018-11-12,19850.0
2018-11-13,19640.0
2018-11-14,19685.0
2018-11-15,19805.0
2018-11-16,19880.0
2018-11-19,19910.0
2018-11-20,19630.0
2018-11-21,19705.0
2018-11-22,19715.0
2018-11-23,19550.0
2018-11-26,19750.0
2018-11-27,19780.0
2018-11-28,19960.0
2018-11-29,19785.0
2018-11-30,19920.0
2018-12-03,20280.0
2018-12-04,20065.0
2018-12-05,20060.0
2018-12-06,19605.0
2018-12-07,19550.0
2018-12-10,19350.0
2018-12-11,19395.0
2018-12-12,19630.0
2018-12-13,19770.0
2018-12-14,19670.0
2018-12-17,19680.0
2018-12-18,19245.0
2018-12-19,19165.0
2018-12-20,18900.0
2018-12-21,18940.0
2018-12-24,18880.0
2018-12-26,19040.0
2018-12-27,18590.0
2018-12-28,18655.0
2019-01-02,18345.0
2019-01-03,18430.0
2019-01-04,18645.0
2019-01-07,18865.0
2019-01-08,18970.0
2019-01-09,19440.0
2019-01-10,19395.0
2019-01-11,19405.0
2019-01-14,19235.0
2019-01-15,19605.0
2019-01-16,19580.0
2019-01-17,19730.0
2019-01-18,19775.0
2019-01-21,19980.0
2019-01-22,19905.0
2019-01-23,19945.0
2019-01-24,20030.0
2019-01-25,20175.0
2019-01-28,20230.0
2019-01-29,20160.0
2019-01-30,20235.0
2019-01-31,20335.0
2019-02-01,20595.0
2019-02-07,20595.0
2019-02-08,20405.0
2019-02-11,20540.0
2019-02-12,20600.0
2019-02-13,20850.0
2019-02-14,20860.0
2019-02-15,20575.0
2019-02-18,20840.0
2019-02-19,20920.0
2019-02-20,20920.0
2019-02-21,21115.0
2019-02-22,21115.0
2019-02-25,21530.0
2019-02-26,21495.0
2019-02-27,21500.0
2019-02-28,21245.0
2019-03-04,21740.0
2019-03-05,21565.0
2019-03-06,21670.0
2019-03-07,21505.0
2019-03-08,21185.0
2019-03-11,21120.0
2019-03-12,21470.0
2019-03-13,21480.0
2019-03-14,21550.0
2019-03-15,21750.0
2019-03-18,21895.0
2019-03-19,21765.0
