Date,파워 중기국고채
2018-10-04,100365.0
2018-10-05,100340.0
2018-10-08,100325.0
2018-10-10,100345.0
2018-10-11,100500.0
2018-10-12,100430.0
2018-10-15,100430.0
2018-10-16,100430.0
2018-10-17,100455.0
2018-10-18,100550.0
2018-10-19,100550.0
2018-10-22,100550.0
2018-10-23,100560.0
2018-10-24,100545.0
2018-10-25,100605.0
2018-10-26,100615.0
2018-10-29,100720.0
2018-10-30,100720.0
2018-10-31,100740.0
2018-11-01,100740.0
2018-11-02,100660.0
2018-11-05,100660.0
2018-11-06,100660.0
2018-11-07,100690.0
2018-11-08,100710.0
2018-11-09,100715.0
2018-11-12,100765.0
2018-11-13,100765.0
2018-11-14,100790.0
2018-11-15,100790.0
2018-11-16,100790.0
2018-11-19,100790.0
2018-11-20,100790.0
2018-11-21,100790.0
2018-11-22,100850.0
2018-11-23,100905.0
2018-11-26,100840.0
2018-11-27,100885.0
2018-11-28,100885.0
2018-11-29,100960.0
2018-11-30,100960.0
2018-12-03,100940.0
2018-12-04,100990.0
2018-12-05,100990.0
2018-12-06,100695.0
2018-12-07,100695.0
2018-12-10,100725.0
2018-12-11,100750.0
2018-12-12,100750.0
2018-12-13,100750.0
2018-12-14,100740.0
2018-12-17,100745.0
2018-12-18,100770.0
2018-12-19,100840.0
2018-12-20,100840.0
2018-12-21,100770.0
2018-12-24,100770.0
2018-12-26,100865.0
2018-12-27,100865.0
2018-12-28,100860.0
2019-01-02,100865.0
2019-01-03,100900.0
2019-01-04,100900.0
2019-01-07,100900.0
2019-01-08,100820.0
2019-01-09,100825.0
2019-01-10,100895.0
2019-01-11,100900.0
2019-01-14,100905.0
2019-01-15,100920.0
2019-01-16,100920.0
2019-01-17,100925.0
2019-01-18,100925.0
2019-01-21,100925.0
2019-01-22,100925.0
2019-01-23,100945.0
2019-01-24,100945.0
2019-01-25,100945.0
2019-01-28,100945.0
2019-01-29,100945.0
2019-01-30,100945.0
2019-01-31,100970.0
2019-02-01,100980.0
2019-02-07,100990.0
2019-02-08,101055.0
2019-02-11,101080.0
2019-02-12,101080.0
2019-02-13,101080.0
2019-02-14,101095.0
2019-02-15,101100.0
2019-02-18,101140.0
2019-02-19,101110.0
2019-02-20,101100.0
2019-02-21,101090.0
2019-02-22,101085.0
2019-02-25,101105.0
2019-02-26,101115.0
2019-02-27,101075.0
2019-02-28,101065.0
2019-03-04,101060.0
2019-03-05,101060.0
2019-03-06,101060.0
2019-03-07,100780.0
2019-03-08,100840.0
2019-03-11,100840.0
2019-03-12,100840.0
2019-03-13,100850.0
2019-03-14,100870.0
2019-03-15,100870.0
2019-03-18,100870.0
2019-03-19,100815.0
