Date,TIGER 200 금융
2018-12-11,7000.0
2018-12-12,7115.0
2018-12-13,7190.0
2018-12-14,7205.0
2018-12-17,7210.0
2018-12-18,7240.0
2018-12-19,7295.0
2018-12-20,7275.0
2018-12-21,7305.0
2018-12-24,7320.0
2018-12-26,7170.0
2018-12-27,7215.0
2018-12-28,7275.0
2019-01-02,7155.0
2019-01-03,7190.0
2019-01-04,7140.0
2019-01-07,7140.0
2019-01-08,7110.0
2019-01-09,7180.0
2019-01-10,7120.0
2019-01-11,7115.0
2019-01-14,7055.0
2019-01-15,7260.0
2019-01-16,7375.0
2019-01-17,7435.0
2019-01-18,7380.0
2019-01-21,7340.0
2019-01-22,7325.0
2019-01-23,7325.0
2019-01-24,7455.0
2019-01-25,7510.0
2019-01-28,7475.0
2019-01-29,7470.0
2019-01-30,7540.0
2019-01-31,7610.0
2019-02-01,7675.0
2019-02-07,7685.0
2019-02-08,7645.0
2019-02-11,7560.0
2019-02-12,7535.0
2019-02-13,7630.0
2019-02-14,7715.0
2019-02-15,7615.0
2019-02-18,7660.0
2019-02-19,7590.0
2019-02-20,7630.0
2019-02-21,7620.0
2019-02-22,7595.0
2019-02-25,7665.0
2019-02-26,7565.0
2019-02-27,7560.0
2019-02-28,7585.0
2019-03-04,7440.0
2019-03-05,7410.0
2019-03-06,7425.0
2019-03-07,7360.0
2019-03-08,7240.0
2019-03-11,7340.0
2019-03-12,7375.0
2019-03-13,7345.0
2019-03-14,7425.0
2019-03-15,7575.0
2019-03-18,7595.0
2019-03-19,7580.0
