Date,TIGER 국채3년
2018-10-08,108930.0
2018-10-10,108980.0
2018-10-11,109215.0
2018-10-12,109050.0
2018-10-15,109130.0
2018-10-16,109165.0
2018-10-17,109125.0
2018-10-18,109325.0
2018-10-19,109375.0
2018-10-22,109375.0
2018-10-23,109330.0
2018-10-24,109335.0
2018-10-25,109440.0
2018-10-26,109475.0
2018-10-29,109660.0
2018-10-30,109630.0
2018-10-31,109605.0
2018-11-01,109615.0
2018-11-02,109515.0
2018-11-05,109460.0
2018-11-06,109540.0
2018-11-07,109455.0
2018-11-08,109530.0
2018-11-09,109650.0
2018-11-12,109690.0
2018-11-13,109625.0
2018-11-14,109735.0
2018-11-15,109700.0
2018-11-16,109655.0
2018-11-19,109740.0
2018-11-20,109750.0
2018-11-21,109720.0
2018-11-22,109720.0
2018-11-23,109865.0
2018-11-26,109815.0
2018-11-27,109840.0
2018-11-28,109875.0
2018-11-29,109965.0
2018-11-30,110005.0
2018-12-03,109900.0
2018-12-04,109940.0
2018-12-05,109995.0
2018-12-06,109535.0
2018-12-07,109545.0
2018-12-10,109570.0
2018-12-11,109590.0
2018-12-12,109530.0
2018-12-13,109560.0
2018-12-14,109535.0
2018-12-17,109590.0
2018-12-18,109660.0
2018-12-19,109720.0
2018-12-20,109700.0
2018-12-21,109570.0
2018-12-24,109495.0
2018-12-26,109635.0
2018-12-27,109650.0
2018-12-28,109665.0
2019-01-02,109685.0
2019-01-03,109760.0
2019-01-04,109750.0
2019-01-07,109765.0
2019-01-08,109685.0
2019-01-09,109665.0
2019-01-10,109760.0
2019-01-11,109795.0
2019-01-14,109800.0
2019-01-15,109825.0
2019-01-16,109795.0
2019-01-17,109825.0
2019-01-18,109785.0
2019-01-21,109765.0
2019-01-22,109815.0
2019-01-23,109815.0
2019-01-24,109830.0
2019-01-25,109820.0
2019-01-28,109740.0
2019-01-29,109800.0
2019-01-30,109790.0
2019-01-31,109865.0
2019-02-01,109895.0
2019-02-07,109895.0
2019-02-08,109970.0
2019-02-11,109995.0
2019-02-12,109960.0
2019-02-13,109930.0
2019-02-14,109950.0
2019-02-15,110020.0
2019-02-18,109960.0
2019-02-19,109950.0
2019-02-20,109945.0
2019-02-21,109930.0
2019-02-22,109935.0
2019-02-25,109945.0
2019-02-26,109940.0
2019-02-27,109990.0
2019-02-28,109985.0
2019-03-04,109905.0
2019-03-05,109895.0
2019-03-06,109950.0
2019-03-07,109635.0
2019-03-08,109700.0
2019-03-11,109670.0
2019-03-12,109655.0
2019-03-13,109720.0
2019-03-14,109740.0
2019-03-15,109695.0
2019-03-18,109675.0
2019-03-19,109675.0
