Date,KINDEX 단기통안채
2018-10-10,101335.0
2018-10-11,101350.0
2018-10-12,101355.0
2018-10-15,101355.0
2018-10-16,101360.0
2018-10-17,101360.0
2018-10-18,101375.0
2018-10-19,101380.0
2018-10-22,101385.0
2018-10-23,101390.0
2018-10-24,101395.0
2018-10-25,101405.0
2018-10-26,101410.0
2018-10-29,101410.0
2018-10-30,101425.0
2018-10-31,101420.0
2018-11-01,101440.0
2018-11-02,101445.0
2018-11-05,101450.0
2018-11-06,101460.0
2018-11-07,101465.0
2018-11-08,101480.0
2018-11-09,101485.0
2018-11-12,101490.0
2018-11-13,101495.0
2018-11-14,101500.0
2018-11-15,101510.0
2018-11-16,101515.0
2018-11-19,101510.0
2018-11-20,101520.0
2018-11-21,101515.0
2018-11-22,101535.0
2018-11-23,101540.0
2018-11-26,101540.0
2018-11-27,101535.0
2018-11-28,101545.0
2018-11-29,101555.0
2018-11-30,101545.0
2018-12-03,101565.0
2018-12-04,101575.0
2018-12-05,101575.0
2018-12-06,101590.0
2018-12-07,101595.0
2018-12-10,101605.0
2018-12-11,101610.0
2018-12-12,101615.0
2018-12-13,101630.0
2018-12-14,101630.0
2018-12-17,101630.0
2018-12-18,101645.0
2018-12-19,101650.0
2018-12-20,101665.0
2018-12-21,101675.0
2018-12-24,101675.0
2018-12-26,101685.0
2018-12-27,100105.0
2018-12-28,100105.0
2019-01-02,100120.0
2019-01-03,100135.0
2019-01-04,100140.0
2019-01-07,100150.0
2019-01-08,100155.0
2019-01-09,100155.0
2019-01-10,100170.0
2019-01-11,100175.0
2019-01-14,100180.0
2019-01-15,100185.0
2019-01-16,100185.0
2019-01-17,100205.0
2019-01-18,100210.0
2019-01-21,100215.0
2019-01-22,100215.0
2019-01-23,100220.0
2019-01-24,100230.0
2019-01-25,100235.0
2019-01-28,100240.0
2019-01-29,100240.0
2019-01-30,100250.0
2019-01-31,100275.0
2019-02-01,100270.0
2019-02-07,100295.0
2019-02-08,100300.0
2019-02-11,100310.0
2019-02-12,100310.0
2019-02-13,100315.0
2019-02-14,100330.0
2019-02-15,100335.0
2019-02-18,100340.0
2019-02-19,100340.0
2019-02-20,100350.0
2019-02-21,100360.0
2019-02-22,100365.0
2019-02-25,100370.0
2019-02-26,100375.0
2019-02-27,100395.0
2019-02-28,100395.0
2019-03-04,100405.0
2019-03-05,100405.0
2019-03-06,100410.0
2019-03-07,100425.0
2019-03-08,100430.0
2019-03-11,100440.0
2019-03-12,100445.0
2019-03-13,100440.0
2019-03-14,100460.0
2019-03-15,100465.0
2019-03-18,100470.0
2019-03-19,100475.0
