Date,KOSEF 통안채1년
2018-10-01,102040.0
2018-10-02,102045.0
2018-10-04,102055.0
2018-10-05,102055.0
2018-10-08,102050.0
2018-10-10,102065.0
2018-10-11,102105.0
2018-10-12,102095.0
2018-10-15,102110.0
2018-10-16,102105.0
2018-10-17,102100.0
2018-10-18,102145.0
2018-10-19,102160.0
2018-10-22,102285.0
2018-10-23,102165.0
2018-10-24,102150.0
2018-10-25,102170.0
2018-10-26,102170.0
2018-10-29,102170.0
2018-10-30,102205.0
2018-10-31,102210.0
2018-11-01,102220.0
2018-11-02,102230.0
2018-11-05,102225.0
2018-11-06,102240.0
2018-11-07,102245.0
2018-11-08,102250.0
2018-11-09,102260.0
2018-11-12,102255.0
2018-11-13,102265.0
2018-11-14,102270.0
2018-11-15,102290.0
2018-11-16,102270.0
2018-11-19,102280.0
2018-11-20,102290.0
2018-11-21,102280.0
2018-11-22,102305.0
2018-11-23,102305.0
2018-11-26,102310.0
2018-11-27,102330.0
2018-11-28,102330.0
2018-11-29,102355.0
2018-11-30,102365.0
2018-12-03,102365.0
2018-12-04,102370.0
2018-12-05,102375.0
2018-12-06,102400.0
2018-12-07,102410.0
2018-12-10,102435.0
2018-12-11,102445.0
2018-12-12,102460.0
2018-12-13,102465.0
2018-12-14,102470.0
2018-12-17,102475.0
2018-12-18,102495.0
2018-12-19,102510.0
2018-12-20,102530.0
2018-12-21,102530.0
2018-12-24,102505.0
2018-12-26,102525.0
2018-12-27,100855.0
2018-12-28,100850.0
2019-01-02,100885.0
2019-01-03,100935.0
2019-01-04,100935.0
2019-01-07,100955.0
2019-01-08,100950.0
2019-01-09,100940.0
2019-01-10,100965.0
2019-01-11,100965.0
2019-01-14,100950.0
2019-01-15,100955.0
2019-01-16,100970.0
2019-01-17,100980.0
2019-01-18,100980.0
2019-01-21,100975.0
2019-01-22,100990.0
2019-01-23,100985.0
2019-01-24,101005.0
2019-01-25,101000.0
2019-01-28,101010.0
2019-01-29,100995.0
2019-01-30,101010.0
2019-01-31,101030.0
2019-02-01,101040.0
2019-02-07,101065.0
2019-02-08,101080.0
2019-02-11,101085.0
2019-02-12,101085.0
2019-02-13,101090.0
2019-02-14,101105.0
2019-02-15,101110.0
2019-02-18,101110.0
2019-02-19,101105.0
2019-02-20,101105.0
2019-02-21,101110.0
2019-02-22,101115.0
2019-02-25,101115.0
2019-02-26,101120.0
2019-02-27,101145.0
2019-02-28,101160.0
2019-03-04,101155.0
2019-03-05,101155.0
2019-03-06,101160.0
2019-03-07,101180.0
2019-03-08,101195.0
2019-03-11,101195.0
2019-03-12,101200.0
2019-03-13,101215.0
2019-03-14,101215.0
2019-03-15,101220.0
2019-03-18,101225.0
2019-03-19,101230.0
