Date,KODEX 반도체
2018-10-05,20870.0
2018-10-08,20840.0
2018-10-10,20350.0
2018-10-11,19300.0
2018-10-12,19930.0
2018-10-15,19520.0
2018-10-16,20025.0
2018-10-17,20400.0
2018-10-18,20115.0
2018-10-19,20450.0
2018-10-22,20285.0
2018-10-23,19640.0
2018-10-24,19400.0
2018-10-25,18970.0
2018-10-26,18885.0
2018-10-29,18585.0
2018-10-30,19275.0
2018-10-31,19320.0
2018-11-01,19200.0
2018-11-02,20220.0
2018-11-05,19720.0
2018-11-06,19560.0
2018-11-07,19125.0
2018-11-08,19530.0
2018-11-09,19675.0
2018-11-12,19825.0
2018-11-13,19280.0
2018-11-14,19000.0
2018-11-15,19220.0
2018-11-16,19200.0
2018-11-19,19185.0
2018-11-20,18470.0
2018-11-21,18650.0
2018-11-22,18520.0
2018-11-23,18420.0
2018-11-26,18730.0
2018-11-27,18835.0
2018-11-28,19070.0
2018-11-29,18985.0
2018-11-30,18825.0
2018-12-03,19180.0
2018-12-04,18935.0
2018-12-05,18680.0
2018-12-06,18080.0
2018-12-07,18090.0
2018-12-10,17435.0
2018-12-11,17415.0
2018-12-12,17745.0
2018-12-13,17965.0
2018-12-14,17335.0
2018-12-17,17320.0
2018-12-18,16960.0
2018-12-19,17080.0
2018-12-20,16670.0
2018-12-21,16920.0
2018-12-24,17065.0
2018-12-26,16775.0
2018-12-27,17155.0
2018-12-28,17380.0
2019-01-02,17170.0
2019-01-03,16485.0
2019-01-04,16150.0
2019-01-07,16445.0
2019-01-08,16470.0
2019-01-09,17370.0
2019-01-10,17650.0
2019-01-11,17675.0
2019-01-14,17325.0
2019-01-15,17595.0
2019-01-16,17815.0
2019-01-17,17955.0
2019-01-18,18045.0
2019-01-21,18605.0
2019-01-22,18450.0
2019-01-23,18520.0
2019-01-24,18980.0
2019-01-25,19565.0
2019-01-28,19515.0
2019-01-29,19870.0
2019-01-30,20410.0
2019-01-31,20125.0
2019-02-01,20165.0
2019-02-07,20815.0
2019-02-08,20285.0
2019-02-11,20220.0
2019-02-12,20545.0
2019-02-13,21200.0
2019-02-14,21620.0
2019-02-15,20940.0
2019-02-18,21190.0
2019-02-19,21150.0
2019-02-20,21560.0
2019-02-21,21530.0
2019-02-22,21510.0
2019-02-25,22010.0
2019-02-26,21750.0
2019-02-27,21600.0
2019-02-28,20915.0
2019-03-04,21045.0
2019-03-05,20725.0
2019-03-06,20575.0
2019-03-07,20390.0
2019-03-08,20175.0
2019-03-11,20580.0
2019-03-12,21060.0
2019-03-13,21235.0
2019-03-14,21510.0
2019-03-15,21335.0
2019-03-18,21410.0
2019-03-19,21285.0
