Date,KODEX 증권
2019-03-05,6590.0
2019-03-06,6605.0
2019-03-07,6540.0
2019-03-08,6415.0
2019-03-11,6420.0
2019-03-12,6475.0
2019-03-13,6470.0
2019-03-14,6550.0
2019-03-15,6660.0
2019-03-18,6750.0
2019-03-19,6710.0
