Date,KOSEF 200
2018-10-10,29130.0
2018-10-11,27930.0
2018-10-12,28220.0
2018-10-15,28035.0
2018-10-16,27980.0
2018-10-17,28330.0
2018-10-18,28080.0
2018-10-19,28175.0
2018-10-22,28235.0
2018-10-23,27590.0
2018-10-24,27470.0
2018-10-25,26980.0
2018-10-26,26580.0
2018-10-29,26330.0
2018-10-30,26550.0
2018-10-31,26715.0
2018-11-01,26530.0
2018-11-02,27525.0
2018-11-05,27255.0
2018-11-06,27425.0
2018-11-07,27310.0
2018-11-08,27525.0
2018-11-09,27375.0
2018-11-12,27450.0
2018-11-13,27245.0
2018-11-14,27155.0
2018-11-15,27445.0
2018-11-16,27420.0
2018-11-19,27525.0
2018-11-20,27255.0
2018-11-21,27120.0
2018-11-22,27085.0
2018-11-23,26905.0
2018-11-26,27275.0
2018-11-27,27485.0
2018-11-28,27640.0
2018-11-29,27710.0
2018-11-30,27435.0
2018-12-03,27905.0
2018-12-04,27610.0
2018-12-05,27450.0
2018-12-06,27035.0
2018-12-07,27155.0
2018-12-10,26860.0
2018-12-11,26785.0
2018-12-12,27175.0
2018-12-13,27320.0
2018-12-14,26885.0
2018-12-17,26955.0
2018-12-18,26850.0
2018-12-19,27010.0
2018-12-20,26740.0
2018-12-21,26750.0
2018-12-24,26750.0
2018-12-26,26405.0
2018-12-27,26760.0
2018-12-28,26915.0
2019-01-02,26560.0
2019-01-03,26280.0
2019-01-04,26510.0
2019-01-07,26860.0
2019-01-08,26690.0
2019-01-09,27240.0
2019-01-10,27240.0
2019-01-11,27435.0
2019-01-14,27200.0
2019-01-15,27715.0
2019-01-16,27870.0
2019-01-17,27935.0
2019-01-18,28140.0
2019-01-21,28160.0
2019-01-22,28020.0
2019-01-23,28160.0
2019-01-24,28400.0
2019-01-25,28930.0
2019-01-28,28920.0
2019-01-29,29065.0
2019-01-30,29435.0
2019-01-31,29420.0
2019-02-01,29340.0
2019-02-07,29355.0
2019-02-08,28955.0
2019-02-11,28985.0
2019-02-12,29160.0
2019-02-13,29290.0
2019-02-14,29570.0
2019-02-15,29165.0
2019-02-18,29410.0
2019-02-19,29285.0
2019-02-20,29610.0
2019-02-21,29620.0
2019-02-22,29630.0
2019-02-25,29690.0
2019-02-26,29585.0
2019-02-27,29680.0
2019-02-28,29190.0
2019-03-04,29040.0
2019-03-05,28825.0
2019-03-06,28750.0
2019-03-07,28650.0
2019-03-08,28275.0
2019-03-11,28280.0
2019-03-12,28600.0
2019-03-13,28350.0
2019-03-14,28450.0
2019-03-15,28740.0
2019-03-18,28790.0
2019-03-19,28755.0
