Date,KOSEF 코스피100
2018-10-05,22330.0
2018-10-08,22245.0
2018-10-10,22115.0
2018-10-11,21145.0
2018-10-12,21475.0
2018-10-15,21305.0
2018-10-16,21270.0
2018-10-17,21520.0
2018-10-18,21325.0
2018-10-19,21415.0
2018-10-22,21485.0
2018-10-23,20965.0
2018-10-24,20860.0
2018-10-25,20500.0
2018-10-26,20235.0
2018-10-29,20060.0
2018-10-30,20225.0
2018-10-31,20360.0
2018-11-01,20265.0
2018-11-02,21005.0
2018-11-05,20815.0
2018-11-06,20915.0
2018-11-07,20825.0
2018-11-08,20965.0
2018-11-09,20910.0
2018-11-12,20925.0
2018-11-13,20765.0
2018-11-14,20700.0
2018-11-15,20900.0
2018-11-16,20890.0
2018-11-19,20910.0
2018-11-20,20690.0
2018-11-21,20565.0
2018-11-22,20550.0
2018-11-23,20430.0
2018-11-26,20685.0
2018-11-27,20880.0
2018-11-28,20985.0
2018-11-29,21045.0
2018-11-30,20800.0
2018-12-03,21175.0
2018-12-04,20950.0
2018-12-05,20810.0
2018-12-06,20465.0
2018-12-07,20560.0
2018-12-10,20325.0
2018-12-11,20275.0
2018-12-12,20565.0
2018-12-13,20625.0
2018-12-14,20290.0
2018-12-17,20360.0
2018-12-18,20275.0
2018-12-19,20435.0
2018-12-20,20245.0
2018-12-21,20205.0
2018-12-24,20240.0
2018-12-26,19965.0
2018-12-27,20230.0
2018-12-28,20345.0
2019-01-02,20055.0
2019-01-03,19865.0
2019-01-04,20020.0
2019-01-07,20305.0
2019-01-08,20160.0
2019-01-09,20625.0
2019-01-10,20635.0
2019-01-11,20755.0
2019-01-14,20590.0
2019-01-15,20985.0
2019-01-16,21100.0
2019-01-17,21180.0
2019-01-18,21295.0
2019-01-21,21350.0
2019-01-22,21240.0
2019-01-23,21310.0
2019-01-24,21560.0
2019-01-25,21965.0
2019-01-28,21955.0
2019-01-29,22085.0
2019-01-30,22315.0
2019-01-31,22315.0
2019-02-01,22295.0
2019-02-07,22280.0
2019-02-08,21935.0
2019-02-11,21990.0
2019-02-12,22130.0
2019-02-13,22215.0
2019-02-14,22530.0
2019-02-15,22120.0
2019-02-18,22265.0
2019-02-19,22180.0
2019-02-20,22445.0
2019-02-21,22485.0
2019-02-22,22455.0
2019-02-25,22520.0
2019-02-26,22415.0
2019-02-27,22495.0
2019-02-28,22120.0
2019-03-04,21955.0
2019-03-05,21830.0
2019-03-06,21795.0
2019-03-07,21730.0
2019-03-08,21425.0
2019-03-11,21430.0
2019-03-12,21640.0
2019-03-13,21480.0
2019-03-14,21520.0
2019-03-15,21790.0
2019-03-18,21785.0
2019-03-19,21785.0
