Date,KBSTAR 우량업종
2018-12-14,10320.0
2018-12-17,10380.0
2018-12-18,10290.0
2018-12-19,10440.0
2018-12-20,10330.0
2018-12-21,10335.0
2018-12-24,10290.0
2018-12-26,10125.0
2018-12-27,10230.0
2018-12-28,10330.0
2019-01-02,10125.0
2019-01-03,10055.0
2019-01-04,10170.0
2019-01-07,10285.0
2019-01-08,10200.0
2019-01-09,10380.0
2019-01-10,10395.0
2019-01-11,10375.0
2019-01-14,10300.0
2019-01-15,10530.0
2019-01-16,10630.0
2019-01-17,10625.0
2019-01-18,10680.0
2019-01-21,10695.0
2019-01-22,10665.0
2019-01-23,10710.0
2019-01-24,10805.0
2019-01-25,10915.0
2019-01-28,10925.0
2019-01-29,10930.0
2019-01-30,11050.0
2019-01-31,11045.0
2019-02-01,11015.0
2019-02-07,11070.0
2019-02-08,10955.0
2019-02-11,10975.0
2019-02-12,11000.0
2019-02-13,11060.0
2019-02-14,11035.0
2019-02-15,10970.0
2019-02-18,11090.0
2019-02-19,11090.0
2019-02-20,11095.0
2019-02-21,11090.0
2019-02-22,11080.0
2019-02-25,11115.0
2019-02-26,11090.0
2019-02-27,11175.0
2019-02-28,11045.0
2019-03-04,10900.0
2019-03-05,10840.0
2019-03-06,10820.0
2019-03-07,10730.0
2019-03-08,10530.0
2019-03-11,10545.0
2019-03-12,10610.0
2019-03-13,10610.0
2019-03-14,10620.0
2019-03-15,10770.0
2019-03-18,10765.0
2019-03-19,10790.0
