Date,ARIRANG 바벨 채권
2018-09-18,112845.0
2018-09-19,112810.0
2018-09-20,112670.0
2018-09-21,112670.0
2018-09-27,112655.0
2018-09-28,112825.0
2018-10-01,112805.0
2018-10-02,112805.0
2018-10-04,112605.0
2018-10-05,112605.0
2018-10-08,112605.0
2018-10-10,112690.0
2018-10-11,112850.0
2018-10-12,112810.0
2018-10-15,112850.0
2018-10-16,112850.0
2018-10-17,112955.0
2018-10-18,113110.0
2018-10-19,113085.0
2018-10-22,113085.0
2018-10-23,113120.0
2018-10-24,113100.0
2018-10-25,113255.0
2018-10-26,113305.0
2018-10-29,113480.0
2018-10-30,113475.0
2018-10-31,113405.0
2018-11-01,113365.0
2018-11-02,113285.0
2018-11-05,113285.0
2018-11-06,113275.0
2018-11-07,113325.0
2018-11-08,113340.0
2018-11-09,113435.0
2018-11-12,113520.0
2018-11-13,113520.0
2018-11-14,113590.0
2018-11-15,113550.0
2018-11-16,113550.0
2018-11-19,113580.0
2018-11-20,113665.0
2018-11-21,113635.0
2018-11-22,113635.0
2018-11-23,113790.0
2018-11-26,113700.0
2018-11-27,113825.0
2018-11-28,113825.0
2018-11-29,113980.0
2018-11-30,114035.0
2018-12-03,113935.0
2018-12-04,114050.0
2018-12-05,114150.0
2018-12-06,114365.0
2018-12-07,114365.0
2018-12-10,114415.0
2018-12-11,114410.0
2018-12-12,114250.0
2018-12-13,114350.0
2018-12-14,114350.0
2018-12-17,114380.0
2018-12-18,114430.0
2018-12-19,114660.0
2018-12-20,114660.0
2018-12-21,114550.0
2018-12-24,114415.0
2018-12-26,114590.0
2018-12-27,114590.0
2018-12-28,114605.0
2019-01-02,114725.0
2019-01-03,114650.0
2019-01-04,114500.0
2019-01-07,114470.0
2019-01-08,114550.0
2019-01-09,114405.0
2019-01-10,114605.0
2019-01-11,114545.0
2019-01-14,114545.0
2019-01-15,114560.0
2019-01-16,114565.0
2019-01-17,114565.0
2019-01-18,114540.0
2019-01-21,114480.0
2019-01-22,114490.0
2019-01-23,114550.0
2019-01-24,114550.0
2019-01-25,114550.0
2019-01-28,114540.0
2019-01-29,114475.0
2019-01-30,114425.0
2019-01-31,114600.0
2019-02-01,114700.0
2019-02-07,114665.0
2019-02-08,114800.0
2019-02-11,114835.0
2019-02-12,114745.0
2019-02-13,114710.0
2019-02-14,114700.0
2019-02-15,114815.0
2019-02-18,114715.0
2019-02-19,114725.0
2019-02-20,114725.0
2019-02-21,114750.0
2019-02-22,114700.0
2019-02-25,114700.0
2019-02-26,114720.0
2019-02-27,114785.0
2019-02-28,114795.0
2019-03-04,114670.0
2019-03-05,114675.0
2019-03-06,114720.0
2019-03-07,114785.0
2019-03-08,114890.0
2019-03-11,114860.0
2019-03-12,114825.0
2019-03-13,114925.0
2019-03-14,114910.0
2019-03-15,114865.0
2019-03-18,114865.0
2019-03-19,114920.0
