Date,KOSEF 고배당
2018-12-04,7790.0
2018-12-05,7850.0
2018-12-06,7805.0
2018-12-07,7740.0
2018-12-10,7690.0
2018-12-11,7690.0
2018-12-12,7770.0
2018-12-13,7800.0
2018-12-14,7820.0
2018-12-17,7765.0
2018-12-18,7780.0
2018-12-19,7910.0
2018-12-20,7935.0
2018-12-21,7895.0
2018-12-24,7955.0
2018-12-26,7915.0
2018-12-27,7940.0
2018-12-28,7870.0
2019-01-02,7675.0
2019-01-03,7620.0
2019-01-04,7610.0
2019-01-07,7635.0
2019-01-08,7640.0
2019-01-09,7660.0
2019-01-10,7670.0
2019-01-11,7690.0
2019-01-14,7675.0
2019-01-15,7795.0
2019-01-16,7810.0
2019-01-17,7820.0
2019-01-18,7895.0
2019-01-21,7890.0
2019-01-22,7915.0
2019-01-23,7970.0
2019-01-24,8065.0
2019-01-25,8075.0
2019-01-28,8055.0
2019-01-29,8100.0
2019-01-30,8230.0
2019-01-31,8285.0
2019-02-01,8290.0
2019-02-07,8355.0
2019-02-08,8345.0
2019-02-11,8310.0
2019-02-12,8375.0
2019-02-13,8455.0
2019-02-14,8525.0
2019-02-15,8455.0
2019-02-18,8535.0
2019-02-19,8555.0
2019-02-20,8560.0
2019-02-21,8565.0
2019-02-22,8630.0
2019-02-25,8675.0
2019-02-26,8605.0
2019-02-27,8685.0
2019-02-28,8625.0
2019-03-04,8640.0
2019-03-05,8650.0
2019-03-06,8640.0
2019-03-07,8600.0
2019-03-08,8510.0
2019-03-11,8550.0
2019-03-12,8640.0
2019-03-13,8655.0
2019-03-14,8715.0
2019-03-15,8835.0
2019-03-18,8870.0
2019-03-19,8890.0
