Date,KINDEX 중기국고채
2018-10-04,105180.0
2018-10-05,105175.0
2018-10-08,105115.0
2018-10-10,105255.0
2018-10-11,105450.0
2018-10-12,105315.0
2018-10-15,105335.0
2018-10-16,105370.0
2018-10-17,105460.0
2018-10-18,105595.0
2018-10-19,105585.0
2018-10-22,105535.0
2018-10-23,105615.0
2018-10-24,105585.0
2018-10-25,105695.0
2018-10-26,105745.0
2018-10-29,105935.0
2018-10-30,105865.0
2018-10-31,105815.0
2018-11-01,105775.0
2018-11-02,105680.0
2018-11-05,105705.0
2018-11-06,105745.0
2018-11-07,105780.0
2018-11-08,105810.0
2018-11-09,105800.0
2018-11-12,105900.0
2018-11-13,105870.0
2018-11-14,105910.0
2018-11-15,105875.0
2018-11-16,105885.0
2018-11-19,105925.0
2018-11-20,105925.0
2018-11-21,105935.0
2018-11-22,105950.0
2018-11-23,106035.0
2018-11-26,106035.0
2018-11-27,106070.0
2018-11-28,106060.0
2018-11-29,106140.0
2018-11-30,106170.0
2018-12-03,106110.0
2018-12-04,106140.0
2018-12-05,106180.0
2018-12-06,105735.0
2018-12-07,105785.0
2018-12-10,105770.0
2018-12-11,105770.0
2018-12-12,105770.0
2018-12-13,105760.0
2018-12-14,105770.0
2018-12-17,105795.0
2018-12-18,105840.0
2018-12-19,105915.0
2018-12-20,105900.0
2018-12-21,105765.0
2018-12-24,105695.0
2018-12-26,105825.0
2018-12-27,105850.0
2018-12-28,105875.0
2019-01-02,105915.0
2019-01-03,105970.0
2019-01-04,105970.0
2019-01-07,105945.0
2019-01-08,105945.0
2019-01-09,105885.0
2019-01-10,105970.0
2019-01-11,105970.0
2019-01-14,105980.0
2019-01-15,106010.0
2019-01-16,105945.0
2019-01-17,106010.0
2019-01-18,105955.0
2019-01-21,105935.0
2019-01-22,105940.0
2019-01-23,106020.0
2019-01-24,106055.0
2019-01-25,106000.0
2019-01-28,106000.0
2019-01-29,105980.0
2019-01-30,105970.0
2019-01-31,106080.0
2019-02-01,106075.0
2019-02-07,106080.0
2019-02-08,106150.0
2019-02-11,106140.0
2019-02-12,106130.0
2019-02-13,106115.0
2019-02-14,106105.0
2019-02-15,106210.0
2019-02-18,106145.0
2019-02-19,106140.0
2019-02-20,106135.0
2019-02-21,106115.0
2019-02-22,106130.0
2019-02-25,106130.0
2019-02-26,106115.0
2019-02-27,106155.0
2019-02-28,106160.0
2019-03-04,106080.0
2019-03-05,106110.0
2019-03-06,106140.0
2019-03-07,105815.0
2019-03-08,105870.0
2019-03-11,105870.0
2019-03-12,105840.0
2019-03-13,105905.0
2019-03-14,105900.0
2019-03-15,105875.0
2019-03-18,105880.0
2019-03-19,105830.0
