Date,KTOP 코스피50
2018-10-08,19735.0
2018-10-10,19695.0
2018-10-11,18920.0
2018-10-12,19140.0
2018-10-15,18870.0
2018-10-16,18820.0
2018-10-17,19110.0
2018-10-18,18990.0
2018-10-19,19080.0
2018-10-22,19045.0
2018-10-23,18600.0
2018-10-24,18480.0
2018-10-25,18170.0
2018-10-26,17960.0
2018-10-29,17920.0
2018-10-30,18180.0
2018-10-31,18170.0
2018-11-01,18095.0
2018-11-02,18660.0
2018-11-05,18390.0
2018-11-06,18475.0
2018-11-07,18610.0
2018-11-08,18695.0
2018-11-09,18565.0
2018-11-12,18555.0
2018-11-13,18430.0
2018-11-14,18340.0
2018-11-15,18575.0
2018-11-16,18505.0
2018-11-19,18505.0
2018-11-20,18335.0
2018-11-21,18190.0
2018-11-22,18135.0
2018-11-23,18015.0
2018-11-26,18300.0
2018-11-27,18435.0
2018-11-28,18540.0
2018-11-29,18570.0
2018-11-30,18430.0
2018-12-03,18710.0
2018-12-04,18490.0
2018-12-05,18390.0
2018-12-06,18105.0
2018-12-07,18215.0
2018-12-10,17970.0
2018-12-11,17935.0
2018-12-12,18120.0
2018-12-13,18190.0
2018-12-14,17900.0
2018-12-17,17965.0
2018-12-18,17880.0
2018-12-19,17985.0
2018-12-20,17800.0
2018-12-21,17810.0
2018-12-24,17855.0
2018-12-26,17645.0
2018-12-27,17770.0
2018-12-28,17925.0
2019-01-02,17670.0
2019-01-03,17495.0
2019-01-04,17690.0
2019-01-07,17885.0
2019-01-08,17745.0
2019-01-09,18160.0
2019-01-10,18265.0
2019-01-11,18320.0
2019-01-14,18190.0
2019-01-15,18490.0
2019-01-16,18670.0
2019-01-17,18710.0
2019-01-18,18795.0
2019-01-21,18830.0
2019-01-22,18755.0
2019-01-23,18850.0
2019-01-24,19005.0
2019-01-25,19445.0
2019-01-28,19450.0
2019-01-29,19580.0
2019-01-30,19760.0
2019-01-31,19755.0
2019-02-01,19780.0
2019-02-07,19780.0
2019-02-08,19440.0
2019-02-11,19495.0
2019-02-12,19590.0
2019-02-13,19645.0
2019-02-14,19970.0
2019-02-15,19660.0
2019-02-18,19760.0
2019-02-19,19615.0
2019-02-20,19930.0
2019-02-21,19880.0
2019-02-22,19915.0
2019-02-25,19960.0
2019-02-26,19830.0
2019-02-27,19900.0
2019-02-28,19665.0
2019-03-04,19500.0
2019-03-05,19300.0
2019-03-06,19275.0
2019-03-07,19260.0
2019-03-08,19050.0
2019-03-11,19000.0
2019-03-12,19195.0
2019-03-13,19025.0
2019-03-14,19025.0
2019-03-15,19200.0
2019-03-18,19280.0
2019-03-19,19190.0
