Date,마이티 코스피100
2018-10-08,22070.0
2018-10-10,21920.0
2018-10-11,21045.0
2018-10-12,21200.0
2018-10-15,21095.0
2018-10-16,21085.0
2018-10-17,21360.0
2018-10-18,21150.0
2018-10-19,21230.0
2018-10-22,21230.0
2018-10-23,20740.0
2018-10-24,20715.0
2018-10-25,20715.0
2018-10-26,19955.0
2018-10-29,19960.0
2018-10-30,20010.0
2018-10-31,20000.0
2018-11-01,20185.0
2018-11-02,20705.0
2018-11-05,20565.0
2018-11-06,20595.0
2018-11-07,20595.0
2018-11-08,20755.0
2018-11-09,20725.0
2018-11-12,20705.0
2018-11-13,20580.0
2018-11-14,20480.0
2018-11-15,20620.0
2018-11-16,20620.0
2018-11-19,20635.0
2018-11-20,20515.0
2018-11-21,20405.0
2018-11-22,20365.0
2018-11-23,20245.0
2018-11-26,20380.0
2018-11-27,20595.0
2018-11-28,20710.0
2018-11-29,20770.0
2018-11-30,20700.0
2018-12-03,20910.0
2018-12-04,20725.0
2018-12-05,20625.0
2018-12-06,20305.0
2018-12-07,20310.0
2018-12-10,20150.0
2018-12-11,20130.0
2018-12-12,20320.0
2018-12-13,20395.0
2018-12-14,20120.0
2018-12-17,20120.0
2018-12-18,20110.0
2018-12-19,20300.0
2018-12-20,20060.0
2018-12-21,20035.0
2018-12-24,20035.0
2018-12-26,19825.0
2018-12-27,19980.0
2018-12-28,20175.0
2019-01-02,19905.0
2019-01-03,19710.0
2019-01-04,19760.0
2019-01-07,20045.0
2019-01-08,20015.0
2019-01-09,20320.0
2019-01-10,20350.0
2019-01-11,20485.0
2019-01-14,20415.0
2019-01-15,20650.0
2019-01-16,20815.0
2019-01-17,20895.0
2019-01-18,21020.0
2019-01-21,21050.0
2019-01-22,21050.0
2019-01-23,21050.0
2019-01-24,21380.0
2019-01-25,21650.0
2019-01-28,21740.0
2019-01-29,21885.0
2019-01-30,22170.0
2019-01-31,22170.0
2019-02-01,22110.0
2019-02-07,22085.0
2019-02-08,21765.0
2019-02-11,21765.0
2019-02-12,21850.0
2019-02-13,22020.0
2019-02-14,22175.0
2019-02-15,21955.0
2019-02-18,21985.0
2019-02-19,21985.0
2019-02-20,22130.0
2019-02-21,22305.0
2019-02-22,22180.0
2019-02-25,22230.0
2019-02-26,22230.0
2019-02-27,22230.0
2019-02-28,22005.0
2019-03-04,21835.0
2019-03-05,21635.0
2019-03-06,21605.0
2019-03-07,21550.0
2019-03-08,21305.0
2019-03-11,21250.0
2019-03-12,21395.0
2019-03-13,21240.0
2019-03-14,21240.0
2019-03-15,21485.0
2019-03-18,21500.0
2019-03-19,21500.0
