Date,TREX 중소형가치
2019-01-22,8030.0
2019-01-23,8075.0
2019-01-24,8100.0
2019-01-25,8150.0
2019-01-28,8155.0
2019-01-29,8125.0
2019-01-30,8160.0
2019-01-31,8235.0
2019-02-01,8200.0
2019-02-07,8275.0
2019-02-08,8255.0
2019-02-11,8235.0
2019-02-12,8230.0
2019-02-13,8275.0
2019-02-14,8275.0
2019-02-15,8265.0
2019-02-18,8330.0
2019-02-19,8330.0
2019-02-20,8370.0
2019-02-21,8365.0
2019-02-22,8360.0
2019-02-25,8390.0
2019-02-26,8395.0
2019-02-27,8435.0
2019-02-28,8300.0
2019-03-04,8385.0
2019-03-05,8310.0
2019-03-06,8315.0
2019-03-07,8300.0
2019-03-08,8200.0
2019-03-11,8200.0
2019-03-12,8310.0
2019-03-13,8315.0
2019-03-14,8410.0
2019-03-15,8415.0
2019-03-18,8470.0
2019-03-19,8440.0
