Date,TIGER 라틴35
2018-10-11,3810.0
2018-10-12,3810.0
2018-10-15,3870.0
2018-10-16,3895.0
2018-10-17,4000.0
2018-10-18,3990.0
2018-10-19,3920.0
2018-10-22,3880.0
2018-10-23,3930.0
2018-10-24,3875.0
2018-10-25,3780.0
2018-10-26,3940.0
2018-10-29,4050.0
2018-10-30,3805.0
2018-10-31,3965.0
2018-11-01,3980.0
2018-11-02,4015.0
2018-11-05,4045.0
2018-11-06,4045.0
2018-11-07,4025.0
2018-11-08,3955.0
2018-11-09,3850.0
2018-11-12,3835.0
2018-11-13,3770.0
2018-11-14,3650.0
2018-11-15,3670.0
2018-11-16,3825.0
2018-11-19,3890.0
2018-11-20,3855.0
2018-11-21,3750.0
2018-11-22,3775.0
2018-11-23,3775.0
2018-11-26,3750.0
2018-11-27,3640.0
2018-11-28,3735.0
2018-11-29,3800.0
2018-11-30,3810.0
2018-12-03,3830.0
2018-12-04,3825.0
2018-12-05,3755.0
2018-12-06,3755.0
2018-12-07,3795.0
2018-12-10,3755.0
2018-12-11,3685.0
2018-12-12,3700.0
2018-12-13,3775.0
2018-12-14,3775.0
2018-12-17,3755.0
2018-12-18,3705.0
2018-12-19,3700.0
2018-12-20,3665.0
2018-12-21,3665.0
2018-12-24,3600.0
2018-12-26,3590.0
2018-12-27,3590.0
2018-12-28,3610.0
2019-01-02,3665.0
2019-01-03,3875.0
2019-01-04,3860.0
2019-01-07,3910.0
2019-01-08,3910.0
2019-01-09,3990.0
2019-01-10,4065.0
2019-01-11,4015.0
2019-01-14,4020.0
2019-01-15,4045.0
2019-01-16,4045.0
2019-01-17,4020.0
2019-01-18,4060.0
2019-01-21,4090.0
2019-01-22,4100.0
2019-01-23,4025.0
2019-01-24,4080.0
2019-01-25,4120.0
2019-01-28,4090.0
2019-01-29,3990.0
2019-01-30,4040.0
2019-01-31,4070.0
2019-02-01,4145.0
2019-02-07,4080.0
2019-02-08,3985.0
2019-02-11,4060.0
2019-02-12,4010.0
2019-02-13,4075.0
2019-02-14,4050.0
2019-02-15,4075.0
2019-02-18,4095.0
2019-02-19,4105.0
2019-02-20,4110.0
2019-02-21,4110.0
2019-02-22,4110.0
2019-02-25,4100.0
2019-02-26,4105.0
2019-02-27,4050.0
2019-02-28,4055.0
2019-03-04,3975.0
2019-03-05,3980.0
2019-03-06,4005.0
2019-03-07,3925.0
2019-03-08,3925.0
2019-03-11,3940.0
2019-03-12,4025.0
2019-03-13,4040.0
2019-03-14,4070.0
2019-03-15,4055.0
2019-03-18,4095.0
2019-03-19,4150.0
