Date,TREX 펀더멘탈 200
2018-10-05,30055.0
2018-10-08,29815.0
2018-10-10,29565.0
2018-10-11,28360.0
2018-10-12,28630.0
2018-10-15,28460.0
2018-10-16,28445.0
2018-10-17,28860.0
2018-10-18,28590.0
2018-10-19,28635.0
2018-10-22,28815.0
2018-10-23,28065.0
2018-10-24,28220.0
2018-10-25,27635.0
2018-10-26,27340.0
2018-10-29,27145.0
2018-10-30,27200.0
2018-10-31,27400.0
2018-11-01,27220.0
2018-11-02,28020.0
2018-11-05,27705.0
2018-11-06,27880.0
2018-11-07,27830.0
2018-11-08,28095.0
2018-11-09,28045.0
2018-11-12,28080.0
2018-11-13,27975.0
2018-11-14,27815.0
2018-11-15,28050.0
2018-11-16,28125.0
2018-11-19,28145.0
2018-11-20,27945.0
2018-11-21,27865.0
2018-11-22,27705.0
2018-11-23,27515.0
2018-11-26,27755.0
2018-11-27,28065.0
2018-11-28,28220.0
2018-11-29,28265.0
2018-11-30,28165.0
2018-12-03,28550.0
2018-12-04,28300.0
2018-12-05,28135.0
2018-12-06,27860.0
2018-12-07,27930.0
2018-12-10,27670.0
2018-12-11,27685.0
2018-12-12,28140.0
2018-12-13,28340.0
2018-12-14,28045.0
2018-12-17,28140.0
2018-12-18,28020.0
2018-12-19,28230.0
2018-12-20,28030.0
2018-12-21,28020.0
2018-12-24,27995.0
2018-12-26,27555.0
2018-12-27,27905.0
2018-12-28,28035.0
2019-01-02,27670.0
2019-01-03,27570.0
2019-01-04,27810.0
2019-01-07,28095.0
2019-01-08,27970.0
2019-01-09,28420.0
2019-01-10,28440.0
2019-01-11,28555.0
2019-01-14,28365.0
2019-01-15,28900.0
2019-01-16,29085.0
2019-01-17,29215.0
2019-01-18,29375.0
2019-01-21,29300.0
2019-01-22,29190.0
2019-01-23,29355.0
2019-01-24,29515.0
2019-01-25,29890.0
2019-01-28,29895.0
2019-01-29,29990.0
2019-01-30,30265.0
2019-01-31,30335.0
2019-02-01,30225.0
2019-02-07,30240.0
2019-02-08,29875.0
2019-02-11,29955.0
2019-02-12,30105.0
2019-02-13,30130.0
2019-02-14,30185.0
2019-02-15,29965.0
2019-02-18,30130.0
2019-02-19,30010.0
2019-02-20,30290.0
2019-02-21,30345.0
2019-02-22,30415.0
2019-02-25,30435.0
2019-02-26,30370.0
2019-02-27,30545.0
2019-02-28,30160.0
2019-03-04,29910.0
2019-03-05,29695.0
2019-03-06,29705.0
2019-03-07,29575.0
2019-03-08,29165.0
2019-03-11,29190.0
2019-03-12,29535.0
2019-03-13,29350.0
2019-03-14,29395.0
2019-03-15,29760.0
2019-03-18,29790.0
2019-03-19,29710.0
