Date,KBSTAR 수출주
2018-12-14,8890.0
2018-12-17,8910.0
2018-12-18,8865.0
2018-12-19,8880.0
2018-12-20,8795.0
2018-12-21,8795.0
2018-12-24,8755.0
2018-12-26,8595.0
2018-12-27,8770.0
2018-12-28,8800.0
2019-01-02,8615.0
2019-01-03,8515.0
2019-01-04,8625.0
2019-01-07,8785.0
2019-01-08,8695.0
2019-01-09,8940.0
2019-01-10,8940.0
2019-01-11,8965.0
2019-01-14,8920.0
2019-01-15,9075.0
2019-01-16,9110.0
2019-01-17,9085.0
2019-01-18,9170.0
2019-01-21,9230.0
2019-01-22,9165.0
2019-01-23,9195.0
2019-01-24,9175.0
2019-01-25,9285.0
2019-01-28,9315.0
2019-01-29,9330.0
2019-01-30,9425.0
2019-01-31,9385.0
2019-02-01,9320.0
2019-02-07,9335.0
2019-02-08,9195.0
2019-02-11,9215.0
2019-02-12,9260.0
2019-02-13,9275.0
2019-02-14,9220.0
2019-02-15,9190.0
2019-02-18,9280.0
2019-02-19,9300.0
2019-02-20,9350.0
2019-02-21,9365.0
2019-02-22,9390.0
2019-02-25,9395.0
2019-02-26,9445.0
2019-02-27,9460.0
2019-02-28,9360.0
2019-03-04,9260.0
2019-03-05,9155.0
2019-03-06,9210.0
2019-03-07,9080.0
2019-03-08,8955.0
2019-03-11,8945.0
2019-03-12,9020.0
2019-03-13,8985.0
2019-03-14,9050.0
2019-03-15,9110.0
2019-03-18,9150.0
2019-03-19,9080.0
