Date,TIGER LG그룹+펀더멘털
2018-09-28,7850.0
2018-10-01,7880.0
2018-10-02,7770.0
2018-10-04,7615.0
2018-10-05,7570.0
2018-10-08,7485.0
2018-10-10,7345.0
2018-10-11,7030.0
2018-10-12,7190.0
2018-10-15,7200.0
2018-10-16,7205.0
2018-10-17,7280.0
2018-10-18,7240.0
2018-10-19,7275.0
2018-10-22,7390.0
2018-10-23,7170.0
2018-10-24,7155.0
2018-10-25,7130.0
2018-10-26,6915.0
2018-10-29,6825.0
2018-10-30,6890.0
2018-10-31,7000.0
2018-11-01,6980.0
2018-11-02,7225.0
2018-11-05,7155.0
2018-11-06,7055.0
2018-11-07,7015.0
2018-11-08,7060.0
2018-11-09,7130.0
2018-11-12,7120.0
2018-11-13,7070.0
2018-11-14,7025.0
2018-11-15,7145.0
2018-11-16,7205.0
2018-11-19,7200.0
2018-11-20,7195.0
2018-11-21,7160.0
2018-11-22,7130.0
2018-11-23,7005.0
2018-11-26,7145.0
2018-11-27,7225.0
2018-11-28,7385.0
2018-11-29,7400.0
2018-11-30,7405.0
2018-12-03,7575.0
2018-12-04,7425.0
2018-12-05,7430.0
2018-12-06,7230.0
2018-12-07,7270.0
2018-12-10,7165.0
2018-12-11,7210.0
2018-12-12,7315.0
2018-12-13,7400.0
2018-12-14,7405.0
2018-12-17,7440.0
2018-12-18,7310.0
2018-12-19,7350.0
2018-12-20,7235.0
2018-12-21,7245.0
2018-12-24,7255.0
2018-12-26,7150.0
2018-12-27,7295.0
2018-12-28,7340.0
2019-01-02,7225.0
2019-01-03,7170.0
2019-01-04,7180.0
2019-01-07,7320.0
2019-01-08,7375.0
2019-01-09,7445.0
2019-01-10,7470.0
2019-01-11,7520.0
2019-01-14,7515.0
2019-01-15,7585.0
2019-01-16,7705.0
2019-01-17,7640.0
2019-01-18,7750.0
2019-01-21,7740.0
2019-01-22,7630.0
2019-01-23,7715.0
2019-01-24,7690.0
2019-01-25,7860.0
2019-01-28,7840.0
2019-01-29,7795.0
2019-01-30,7765.0
2019-01-31,7635.0
2019-02-01,7650.0
2019-02-07,7650.0
2019-02-08,7610.0
2019-02-11,7680.0
2019-02-12,7750.0
2019-02-13,7730.0
2019-02-14,7810.0
2019-02-15,7805.0
2019-02-18,7910.0
2019-02-19,7900.0
2019-02-20,7930.0
2019-02-21,7985.0
2019-02-22,7980.0
2019-02-25,7990.0
2019-02-26,7950.0
2019-02-27,8040.0
2019-02-28,8000.0
2019-03-04,7955.0
2019-03-05,7860.0
2019-03-06,7925.0
2019-03-07,7970.0
2019-03-08,7885.0
2019-03-11,7850.0
2019-03-12,7900.0
2019-03-13,7910.0
2019-03-14,8010.0
2019-03-15,8060.0
2019-03-18,7985.0
2019-03-19,7920.0
