Date,TIGER 구리실물
2018-10-10,6750.0
2018-10-11,6775.0
2018-10-12,6680.0
2018-10-15,6860.0
2018-10-16,6775.0
2018-10-17,6650.0
2018-10-18,6735.0
2018-10-19,6680.0
2018-10-22,6755.0
2018-10-23,6755.0
2018-10-24,6755.0
2018-10-25,6720.0
2018-10-26,6700.0
2018-10-29,6730.0
2018-10-30,6775.0
2018-10-31,6705.0
2018-11-01,6595.0
2018-11-02,6610.0
2018-11-05,6660.0
2018-11-06,6700.0
2018-11-07,6655.0
2018-11-08,6605.0
2018-11-09,6595.0
2018-11-12,6640.0
2018-11-13,6645.0
2018-11-14,6650.0
2018-11-15,6630.0
2018-11-16,6715.0
2018-11-19,6650.0
2018-11-20,6695.0
2018-11-21,6755.0
2018-11-22,6750.0
2018-11-23,6735.0
2018-11-26,6695.0
2018-11-27,6740.0
2018-11-28,6725.0
2018-11-29,6610.0
2018-11-30,6760.0
2018-12-03,6760.0
2018-12-04,6685.0
2018-12-05,6705.0
2018-12-06,6545.0
2018-12-07,6585.0
2018-12-10,6620.0
2018-12-11,6635.0
2018-12-12,6670.0
2018-12-13,6665.0
2018-12-14,6670.0
2018-12-17,6600.0
2018-12-18,6555.0
2018-12-19,6560.0
2018-12-20,6365.0
2018-12-21,6490.0
2018-12-24,6475.0
2018-12-26,6360.0
2018-12-27,6340.0
2018-12-28,6390.0
2019-01-02,6425.0
2019-01-03,6315.0
2019-01-04,6320.0
2019-01-07,6280.0
2019-01-08,6340.0
2019-01-09,6395.0
2019-01-10,6435.0
2019-01-11,6355.0
2019-01-14,6325.0
2019-01-15,6345.0
2019-01-16,6365.0
2019-01-17,6380.0
2019-01-18,6445.0
2019-01-21,6475.0
2019-01-22,6350.0
2019-01-23,6445.0
2019-01-24,6425.0
2019-01-25,6400.0
2019-01-28,6290.0
2019-01-29,6455.0
2019-01-30,6450.0
2019-01-31,6505.0
2019-02-01,6565.0
2019-02-07,6640.0
2019-02-08,6700.0
2019-02-11,6595.0
2019-02-12,6630.0
2019-02-13,6600.0
2019-02-14,6650.0
2019-02-15,6655.0
2019-02-18,6705.0
2019-02-19,6775.0
2019-02-20,6815.0
2019-02-21,6915.0
2019-02-22,6890.0
2019-02-25,6965.0
2019-02-26,6975.0
2019-02-27,6925.0
2019-02-28,6980.0
2019-03-04,7005.0
2019-03-05,6975.0
2019-03-06,7025.0
2019-03-07,6990.0
2019-03-08,7000.0
2019-03-11,6990.0
2019-03-12,6990.0
2019-03-13,7000.0
2019-03-14,7030.0
2019-03-15,7030.0
2019-03-18,7015.0
2019-03-19,7010.0
