Date,TIGER 모멘텀
2018-10-04,23495.0
2018-10-05,23285.0
2018-10-08,23045.0
2018-10-10,22430.0
2018-10-11,21190.0
2018-10-12,21925.0
2018-10-15,21760.0
2018-10-16,21755.0
2018-10-17,21925.0
2018-10-18,21940.0
2018-10-19,21845.0
2018-10-22,22100.0
2018-10-23,21360.0
2018-10-24,21160.0
2018-10-25,20800.0
2018-10-26,20395.0
2018-10-29,19885.0
2018-10-30,19910.0
2018-10-31,19925.0
2018-11-01,19930.0
2018-11-02,20620.0
2018-11-05,20505.0
2018-11-06,20755.0
2018-11-07,20565.0
2018-11-08,20880.0
2018-11-09,20645.0
2018-11-12,20655.0
2018-11-13,20755.0
2018-11-14,20870.0
2018-11-15,21375.0
2018-11-16,21315.0
2018-11-19,21620.0
2018-11-20,21440.0
2018-11-21,21550.0
2018-11-22,21520.0
2018-11-23,21435.0
2018-11-26,21715.0
2018-11-27,21635.0
2018-11-28,21675.0
2018-11-29,21610.0
2018-11-30,21565.0
2018-12-03,21740.0
2018-12-04,21720.0
2018-12-05,21665.0
2018-12-06,21180.0
2018-12-07,21210.0
2018-12-10,20995.0
2018-12-11,20875.0
2018-12-12,21180.0
2018-12-13,21350.0
2018-12-14,21100.0
2018-12-17,21185.0
2018-12-18,21030.0
2018-12-19,21065.0
2018-12-20,20935.0
2018-12-21,21000.0
2018-12-24,20850.0
2018-12-26,20640.0
2018-12-27,21055.0
2018-12-28,21210.0
2019-01-02,20685.0
2019-01-03,20390.0
2019-01-04,20640.0
2019-01-07,20895.0
2019-01-08,20835.0
2019-01-09,21085.0
2019-01-10,21010.0
2019-01-11,20990.0
2019-01-14,20915.0
2019-01-15,21125.0
2019-01-16,21160.0
2019-01-17,20990.0
2019-01-18,21135.0
2019-01-21,21055.0
2019-01-22,21020.0
2019-01-23,21200.0
2019-01-24,21160.0
2019-01-25,21145.0
2019-01-28,21110.0
2019-01-29,20970.0
2019-01-30,21030.0
2019-01-31,21015.0
2019-02-01,21040.0
2019-02-07,21190.0
2019-02-08,21030.0
2019-02-11,21005.0
2019-02-12,20925.0
2019-02-13,21215.0
2019-02-14,21375.0
2019-02-15,21220.0
2019-02-18,21450.0
2019-02-19,21500.0
2019-02-20,21580.0
2019-02-21,21505.0
2019-02-22,21495.0
2019-02-25,21685.0
2019-02-26,21785.0
2019-02-27,21735.0
2019-02-28,21435.0
2019-03-04,21540.0
2019-03-05,21465.0
2019-03-06,21485.0
2019-03-07,21515.0
2019-03-08,21220.0
2019-03-11,21380.0
2019-03-12,21530.0
2019-03-13,21545.0
2019-03-14,21515.0
2019-03-15,21840.0
2019-03-18,22170.0
2019-03-19,22035.0
