Date,KODEX 구리선물(H)
2018-10-01,5575.0
2018-10-02,5580.0
2018-10-04,5680.0
2018-10-05,5580.0
2018-10-08,5530.0
2018-10-10,5600.0
2018-10-11,5480.0
2018-10-12,5635.0
2018-10-15,5625.0
2018-10-16,5570.0
2018-10-17,5555.0
2018-10-18,5535.0
2018-10-19,5520.0
2018-10-22,5600.0
2018-10-23,5530.0
2018-10-24,5565.0
2018-10-25,5495.0
2018-10-26,5485.0
2018-10-29,5470.0
2018-10-30,5455.0
2018-10-31,5350.0
2018-11-01,5300.0
2018-11-02,5505.0
2018-11-05,5555.0
2018-11-06,5505.0
2018-11-07,5510.0
2018-11-08,5500.0
2018-11-09,5450.0
2018-11-12,5405.0
2018-11-13,5410.0
2018-11-14,5375.0
2018-11-15,5485.0
2018-11-16,5515.0
2018-11-19,5535.0
2018-11-20,5525.0
2018-11-21,5510.0
2018-11-22,5580.0
2018-11-23,5535.0
2018-11-26,5545.0
2018-11-27,5505.0
2018-11-28,5495.0
2018-11-29,5580.0
2018-11-30,5550.0
2018-12-03,5665.0
2018-12-04,5605.0
2018-12-05,5490.0
2018-12-06,5480.0
2018-12-07,5460.0
2018-12-10,5430.0
2018-12-11,5465.0
2018-12-12,5525.0
2018-12-13,5525.0
2018-12-14,5485.0
2018-12-17,5515.0
2018-12-18,5440.0
2018-12-19,5355.0
2018-12-20,5340.0
2018-12-21,5365.0
2018-12-24,5325.0
2018-12-26,5280.0
2018-12-27,5345.0
2018-12-28,5340.0
2019-01-02,5265.0
2019-01-03,5230.0
2019-01-04,5155.0
2019-01-07,5270.0
2019-01-08,5230.0
2019-01-09,5310.0
2019-01-10,5310.0
2019-01-11,5270.0
2019-01-14,5230.0
2019-01-15,5275.0
2019-01-16,5300.0
2019-01-17,5330.0
2019-01-18,5370.0
2019-01-21,5375.0
2019-01-22,5320.0
2019-01-23,5315.0
2019-01-24,5295.0
2019-01-25,5325.0
2019-01-28,5400.0
2019-01-29,5375.0
2019-01-30,5410.0
2019-01-31,5495.0
2019-02-01,5480.0
2019-02-07,5605.0
2019-02-08,5600.0
2019-02-11,5555.0
2019-02-12,5530.0
2019-02-13,5540.0
2019-02-14,5525.0
2019-02-15,5495.0
2019-02-18,5605.0
2019-02-19,5620.0
2019-02-20,5745.0
2019-02-21,5770.0
2019-02-22,5750.0
2019-02-25,5860.0
2019-02-26,5850.0
2019-02-27,5810.0
2019-02-28,5825.0
2019-03-04,5825.0
2019-03-05,5825.0
2019-03-06,5815.0
2019-03-07,5795.0
2019-03-08,5770.0
2019-03-11,5735.0
2019-03-12,5815.0
2019-03-13,5800.0
2019-03-14,5800.0
2019-03-15,5760.0
2019-03-18,5800.0
2019-03-19,5795.0
