Date,TIGER 원유선물Enhanced(H)
2018-10-04,5820.0
2018-10-05,5755.0
2018-10-08,5660.0
2018-10-10,5745.0
2018-10-11,5520.0
2018-10-12,5510.0
2018-10-15,5495.0
2018-10-16,5490.0
2018-10-17,5520.0
2018-10-18,5355.0
2018-10-19,5275.0
2018-10-22,5335.0
2018-10-23,5295.0
2018-10-24,5115.0
2018-10-25,5085.0
2018-10-26,5100.0
2018-10-29,5150.0
2018-10-30,5155.0
2018-10-31,5105.0
2018-11-01,4990.0
2018-11-02,4900.0
2018-11-05,4825.0
2018-11-06,4825.0
2018-11-07,4745.0
2018-11-08,4750.0
2018-11-09,4675.0
2018-11-12,4695.0
2018-11-13,4550.0
2018-11-14,4255.0
2018-11-15,4320.0
2018-11-16,4375.0
2018-11-19,4380.0
2018-11-20,4350.0
2018-11-21,4150.0
2018-11-22,4165.0
2018-11-23,4060.0
2018-11-26,3910.0
2018-11-27,3925.0
2018-11-28,3990.0
2018-11-29,3855.0
2018-11-30,3925.0
2018-12-03,4095.0
2018-12-04,4085.0
2018-12-05,4015.0
2018-12-06,3990.0
2018-12-07,3905.0
2018-12-10,4010.0
2018-12-11,3900.0
2018-12-12,3990.0
2018-12-13,3925.0
2018-12-14,3975.0
2018-12-17,3920.0
2018-12-18,3750.0
2018-12-19,3565.0
2018-12-20,3575.0
2018-12-21,3510.0
2018-12-24,3480.0
2018-12-26,3255.0
2018-12-27,3495.0
2018-12-28,3490.0
2019-01-02,3405.0
2019-01-03,3470.0
2019-01-04,3590.0
2019-01-07,3690.0
2019-01-08,3675.0
2019-01-09,3810.0
2019-01-10,3880.0
2019-01-11,3925.0
2019-01-14,3830.0
2019-01-15,3840.0
2019-01-16,3885.0
2019-01-17,3885.0
2019-01-18,3930.0
2019-01-21,3970.0
2019-01-22,3920.0
2019-01-23,3960.0
2019-01-24,3900.0
2019-01-25,3970.0
2019-01-28,3915.0
2019-01-29,3875.0
2019-01-30,3950.0
2019-01-31,3985.0
2019-02-01,3950.0
2019-02-07,4025.0
2019-02-08,3925.0
2019-02-11,3935.0
2019-02-12,3960.0
2019-02-13,4025.0
2019-02-14,4075.0
2019-02-15,4095.0
2019-02-18,4185.0
2019-02-19,4195.0
2019-02-20,4190.0
2019-02-21,4215.0
2019-02-22,4220.0
2019-02-25,4225.0
2019-02-26,4085.0
2019-02-27,4155.0
2019-02-28,4190.0
2019-03-04,4160.0
2019-03-05,4170.0
2019-03-06,4175.0
2019-03-07,4180.0
2019-03-08,4160.0
2019-03-11,4170.0
2019-03-12,4195.0
2019-03-13,4220.0
2019-03-14,4270.0
2019-03-15,4275.0
2019-03-18,4270.0
2019-03-19,4285.0
