Date,KODEX 은행
2018-10-10,8570.0
2018-10-11,8140.0
2018-10-12,8105.0
2018-10-15,8125.0
2018-10-16,8085.0
2018-10-17,8160.0
2018-10-18,8090.0
2018-10-19,8070.0
2018-10-22,8250.0
2018-10-23,8060.0
2018-10-24,8205.0
2018-10-25,8020.0
2018-10-26,7990.0
2018-10-29,8005.0
2018-10-30,7665.0
2018-10-31,7670.0
2018-11-01,7650.0
2018-11-02,7800.0
2018-11-05,7710.0
2018-11-06,7735.0
2018-11-07,7705.0
2018-11-08,7750.0
2018-11-09,7735.0
2018-11-12,7780.0
2018-11-13,7745.0
2018-11-14,7710.0
2018-11-15,7710.0
2018-11-16,7720.0
2018-11-19,7685.0
2018-11-20,7700.0
2018-11-21,7700.0
2018-11-22,7705.0
2018-11-23,7670.0
2018-11-26,7715.0
2018-11-27,7775.0
2018-11-28,7680.0
2018-11-29,7735.0
2018-11-30,7570.0
2018-12-03,7570.0
2018-12-04,7580.0
2018-12-05,7590.0
2018-12-06,7530.0
2018-12-07,7515.0
2018-12-10,7345.0
2018-12-11,7325.0
2018-12-12,7430.0
2018-12-13,7470.0
2018-12-14,7530.0
2018-12-17,7575.0
2018-12-18,7650.0
2018-12-19,7615.0
2018-12-20,7660.0
2018-12-21,7730.0
2018-12-24,7710.0
2018-12-26,7585.0
2018-12-27,7600.0
2018-12-28,7655.0
2019-01-02,7560.0
2019-01-03,7540.0
2019-01-04,7490.0
2019-01-07,7380.0
2019-01-08,7395.0
2019-01-09,7460.0
2019-01-10,7410.0
2019-01-11,7390.0
2019-01-14,7345.0
2019-01-15,7540.0
2019-01-16,7665.0
2019-01-17,7710.0
2019-01-18,7665.0
2019-01-21,7625.0
2019-01-22,7565.0
2019-01-23,7560.0
2019-01-24,7675.0
2019-01-25,7715.0
2019-01-28,7715.0
2019-01-29,7740.0
2019-01-30,7765.0
2019-01-31,7900.0
2019-02-01,7985.0
2019-02-07,8005.0
2019-02-08,7995.0
2019-02-11,7910.0
2019-02-12,7800.0
2019-02-13,7935.0
2019-02-14,8015.0
2019-02-15,7955.0
2019-02-18,7985.0
2019-02-19,7885.0
2019-02-20,7875.0
2019-02-21,7840.0
2019-02-22,7820.0
2019-02-25,7880.0
2019-02-26,7770.0
2019-02-27,7730.0
2019-02-28,7765.0
2019-03-04,7615.0
2019-03-05,7590.0
2019-03-06,7580.0
2019-03-07,7570.0
2019-03-08,7445.0
2019-03-11,7555.0
2019-03-12,7620.0
2019-03-13,7590.0
2019-03-14,7640.0
2019-03-15,7770.0
2019-03-18,7785.0
2019-03-19,7760.0
