Date,KBSTAR 중기우량회사채
2018-09-11,102580.0
2018-09-12,102635.0
2018-09-13,102585.0
2018-09-14,102455.0
2018-09-17,102495.0
2018-09-18,102470.0
2018-09-19,102370.0
2018-09-20,102300.0
2018-09-21,102375.0
2018-09-27,102440.0
2018-09-28,102420.0
2018-10-01,102420.0
2018-10-02,102460.0
2018-10-04,102340.0
2018-10-05,102335.0
2018-10-08,102310.0
2018-10-10,102340.0
2018-10-11,102505.0
2018-10-12,102445.0
2018-10-15,102465.0
2018-10-16,102465.0
2018-10-17,102530.0
2018-10-18,102635.0
2018-10-19,102625.0
2018-10-22,102575.0
2018-10-23,102655.0
2018-10-24,102610.0
2018-10-25,102700.0
2018-10-26,102685.0
2018-10-29,102820.0
2018-10-30,102745.0
2018-10-31,102720.0
2018-11-01,102655.0
2018-11-02,102565.0
2018-11-05,102650.0
2018-11-06,102665.0
2018-11-07,102665.0
2018-11-08,102710.0
2018-11-09,102725.0
2018-11-12,102735.0
2018-11-13,102710.0
2018-11-14,102835.0
2018-11-15,102795.0
2018-11-16,102815.0
2018-11-19,102850.0
2018-11-20,102865.0
2018-11-21,102870.0
2018-11-22,102895.0
2018-11-23,102970.0
2018-11-26,102975.0
2018-11-27,103035.0
2018-11-28,103030.0
2018-11-29,103125.0
2018-11-30,103135.0
2018-12-03,103085.0
2018-12-04,103085.0
2018-12-05,103140.0
2018-12-06,102855.0
2018-12-07,102875.0
2018-12-10,102870.0
2018-12-11,102900.0
2018-12-12,102895.0
2018-12-13,102920.0
2018-12-14,102935.0
2018-12-17,102955.0
2018-12-18,102990.0
2018-12-19,103030.0
2018-12-20,103015.0
2018-12-21,102945.0
2018-12-24,102935.0
2018-12-26,102995.0
2018-12-27,103025.0
2018-12-28,102985.0
2019-01-02,103080.0
2019-01-03,103120.0
2019-01-04,103055.0
2019-01-07,103065.0
2019-01-08,103060.0
2019-01-09,103110.0
2019-01-10,103165.0
2019-01-11,103190.0
2019-01-14,103195.0
2019-01-15,103205.0
2019-01-16,103185.0
2019-01-17,103250.0
2019-01-18,103240.0
2019-01-21,103235.0
2019-01-22,103215.0
2019-01-23,103285.0
2019-01-24,103305.0
2019-01-25,103240.0
2019-01-28,103400.0
2019-01-29,103260.0
2019-01-30,103255.0
2019-01-31,103340.0
2019-02-01,103365.0
2019-02-07,103400.0
2019-02-08,103445.0
2019-02-11,103470.0
2019-02-12,103455.0
2019-02-13,103440.0
2019-02-14,103460.0
2019-02-15,103510.0
2019-02-18,103485.0
2019-02-19,103500.0
2019-02-20,103495.0
2019-02-21,103495.0
2019-02-22,103500.0
2019-02-25,103500.0
2019-02-26,103495.0
2019-02-27,103620.0
2019-02-28,103525.0
2019-03-04,103420.0
2019-03-05,103495.0
2019-03-06,103520.0
2019-03-07,103245.0
2019-03-08,103280.0
2019-03-11,103275.0
2019-03-12,103275.0
2019-03-13,103335.0
2019-03-14,103355.0
2019-03-15,103325.0
2019-03-18,103270.0
2019-03-19,103330.0
