Date,KINDEX 삼성그룹섹터가중
2019-02-08,10000.0
2019-02-11,10015.0
2019-02-12,10095.0
2019-02-13,10140.0
2019-02-14,10250.0
2019-02-15,10135.0
2019-02-18,10210.0
2019-02-19,10235.0
2019-02-20,10345.0
2019-02-21,10290.0
2019-02-22,10235.0
2019-02-25,10300.0
2019-02-26,10215.0
2019-02-27,10270.0
2019-02-28,10155.0
2019-03-04,10055.0
2019-03-05,9970.0
2019-03-06,9910.0
2019-03-07,9855.0
2019-03-08,9745.0
2019-03-11,9690.0
2019-03-12,9800.0
2019-03-13,9755.0
2019-03-14,9670.0
2019-03-15,9680.0
2019-03-18,9675.0
2019-03-19,9715.0
