Date,TIGER 베타플러스
2018-10-05,13200.0
2018-10-08,13130.0
2018-10-10,13090.0
2018-10-11,12425.0
2018-10-12,12615.0
2018-10-15,12530.0
2018-10-16,12485.0
2018-10-17,12565.0
2018-10-18,12450.0
2018-10-19,12340.0
2018-10-22,12340.0
2018-10-23,12110.0
2018-10-24,12225.0
2018-10-25,12020.0
2018-10-26,11790.0
2018-10-29,11630.0
2018-10-30,11630.0
2018-10-31,11700.0
2018-11-01,11700.0
2018-11-02,12160.0
2018-11-05,12070.0
2018-11-06,12125.0
2018-11-07,12100.0
2018-11-08,12140.0
2018-11-09,12085.0
2018-11-12,12120.0
2018-11-13,12090.0
2018-11-14,12040.0
2018-11-15,12115.0
2018-11-16,12130.0
2018-11-19,12200.0
2018-11-20,12085.0
2018-11-21,11965.0
2018-11-22,11980.0
2018-11-23,11945.0
2018-11-26,12055.0
2018-11-27,12155.0
2018-11-28,12180.0
2018-11-29,12230.0
2018-11-30,12105.0
2018-12-03,12365.0
2018-12-04,12210.0
2018-12-05,12125.0
2018-12-06,11825.0
2018-12-07,11865.0
2018-12-10,11770.0
2018-12-11,11750.0
2018-12-12,11880.0
2018-12-13,11950.0
2018-12-14,11855.0
2018-12-17,11930.0
2018-12-18,11920.0
2018-12-19,11965.0
2018-12-20,11890.0
2018-12-21,11785.0
2018-12-24,11780.0
2018-12-26,11665.0
2018-12-27,11835.0
2018-12-28,11960.0
2019-01-02,11755.0
2019-01-03,11720.0
2019-01-04,11750.0
2019-01-07,11900.0
2019-01-08,11815.0
2019-01-09,12040.0
2019-01-10,12060.0
2019-01-11,12130.0
2019-01-14,12015.0
2019-01-15,12240.0
2019-01-16,12300.0
2019-01-17,12320.0
2019-01-18,12385.0
2019-01-21,12360.0
2019-01-22,12360.0
2019-01-23,12405.0
2019-01-24,12485.0
2019-01-25,12585.0
2019-01-28,12845.0
2019-01-29,12845.0
2019-01-30,13070.0
2019-01-31,13065.0
2019-02-01,12985.0
2019-02-07,12995.0
2019-02-08,12765.0
2019-02-11,12780.0
2019-02-12,12855.0
2019-02-13,12955.0
2019-02-14,12985.0
2019-02-15,13010.0
2019-02-18,13060.0
2019-02-19,13035.0
2019-02-20,13105.0
2019-02-21,13170.0
2019-02-22,13145.0
2019-02-25,13115.0
2019-02-26,13110.0
2019-02-27,13095.0
2019-02-28,12920.0
2019-03-04,12920.0
2019-03-05,12815.0
2019-03-06,12815.0
2019-03-07,12780.0
2019-03-08,12620.0
2019-03-11,12560.0
2019-03-12,12745.0
2019-03-13,12655.0
2019-03-14,12725.0
2019-03-15,12810.0
2019-03-18,12835.0
2019-03-19,12815.0
