Date,KODEX 국채선물10년
2018-08-28,66120.0
2018-08-29,66115.0
2018-08-30,66060.0
2018-08-31,66330.0
2018-09-03,66470.0
2018-09-04,66470.0
2018-09-05,66440.0
2018-09-06,66835.0
2018-09-07,66625.0
2018-09-10,66620.0
2018-09-11,66670.0
2018-09-12,66695.0
2018-09-13,66630.0
2018-09-14,66445.0
2018-09-17,66370.0
2018-09-18,66355.0
2018-09-19,66130.0
2018-09-20,65795.0
2018-09-21,65795.0
2018-09-27,65995.0
2018-09-28,66105.0
2018-10-01,66050.0
2018-10-02,66155.0
2018-10-04,65715.0
2018-10-05,65670.0
2018-10-08,65710.0
2018-10-10,65930.0
2018-10-11,66150.0
2018-10-12,66000.0
2018-10-15,66080.0
2018-10-16,66150.0
2018-10-17,66345.0
2018-10-18,66570.0
2018-10-19,66445.0
2018-10-22,66340.0
2018-10-23,66475.0
2018-10-24,66535.0
2018-10-25,66755.0
2018-10-26,67020.0
2018-10-29,67200.0
2018-10-30,67140.0
2018-10-31,66930.0
2018-11-01,66850.0
2018-11-02,66740.0
2018-11-05,66770.0
2018-11-06,66745.0
2018-11-07,66575.0
2018-11-08,66825.0
2018-11-09,67005.0
2018-11-12,67125.0
2018-11-13,67110.0
2018-11-14,67270.0
2018-11-15,67080.0
2018-11-16,67060.0
2018-11-19,67250.0
2018-11-20,67225.0
2018-11-21,67185.0
2018-11-22,67215.0
2018-11-23,67430.0
2018-11-26,67430.0
2018-11-27,67535.0
2018-11-28,67520.0
2018-11-29,67765.0
2018-11-30,67880.0
2018-12-03,67650.0
2018-12-04,67830.0
2018-12-05,68075.0
2018-12-06,68510.0
2018-12-07,68470.0
2018-12-10,68445.0
2018-12-11,68435.0
2018-12-12,68295.0
2018-12-13,68220.0
2018-12-14,68290.0
2018-12-17,68315.0
2018-12-18,68435.0
2018-12-19,68695.0
2018-12-20,68705.0
2018-12-21,68495.0
2018-12-24,68390.0
2018-12-26,68620.0
2018-12-27,68665.0
2018-12-28,68630.0
2019-01-02,68645.0
2019-01-03,68630.0
2019-01-04,68450.0
2019-01-07,68475.0
2019-01-08,68420.0
2019-01-09,68280.0
2019-01-10,68460.0
2019-01-11,68370.0
2019-01-14,68525.0
2019-01-15,68585.0
2019-01-16,68520.0
2019-01-17,68560.0
2019-01-18,68375.0
2019-01-21,68255.0
2019-01-22,68415.0
2019-01-23,68505.0
2019-01-24,68435.0
2019-01-25,68370.0
2019-01-28,68300.0
2019-01-29,68200.0
2019-01-30,68075.0
2019-01-31,68365.0
2019-02-01,68490.0
2019-02-07,68445.0
2019-02-08,68610.0
2019-02-11,68760.0
2019-02-12,68550.0
2019-02-13,68550.0
2019-02-14,68525.0
2019-02-15,68675.0
2019-02-18,68500.0
2019-02-19,68505.0
2019-02-20,68525.0
2019-02-21,68425.0
2019-02-22,68430.0
2019-02-25,68415.0
2019-02-26,68430.0
2019-02-27,68540.0
2019-02-28,68550.0
2019-03-04,68310.0
2019-03-05,68335.0
2019-03-06,68380.0
2019-03-07,68505.0
2019-03-08,68695.0
2019-03-11,68630.0
2019-03-12,68605.0
2019-03-13,68740.0
2019-03-14,68615.0
2019-03-15,68590.0
2019-03-18,68520.0
2019-03-19,68615.0
