Date,TIGER 200
2018-09-19,29705.0
2018-09-20,29960.0
2018-09-21,30110.0
2018-09-27,30310.0
2018-09-28,30135.0
2018-10-01,30120.0
2018-10-02,29770.0
2018-10-04,29290.0
2018-10-05,29250.0
2018-10-08,29115.0
2018-10-10,28920.0
2018-10-11,27720.0
2018-10-12,27995.0
2018-10-15,27840.0
2018-10-16,27785.0
2018-10-17,28115.0
2018-10-18,27880.0
2018-10-19,27985.0
2018-10-22,28035.0
2018-10-23,27370.0
2018-10-24,27255.0
2018-10-25,26840.0
2018-10-26,26405.0
2018-10-29,26170.0
2018-10-30,26260.0
2018-10-31,26365.0
2018-11-01,26265.0
2018-11-02,27240.0
2018-11-05,26975.0
2018-11-06,27150.0
2018-11-07,27030.0
2018-11-08,27250.0
2018-11-09,27090.0
2018-11-12,27170.0
2018-11-13,26955.0
2018-11-14,26905.0
2018-11-15,27155.0
2018-11-16,27140.0
2018-11-19,27240.0
2018-11-20,26955.0
2018-11-21,26840.0
2018-11-22,26820.0
2018-11-23,26620.0
2018-11-26,26995.0
2018-11-27,27195.0
2018-11-28,27360.0
2018-11-29,27415.0
2018-11-30,27155.0
2018-12-03,27610.0
2018-12-04,27305.0
2018-12-05,27150.0
2018-12-06,26745.0
2018-12-07,26845.0
2018-12-10,26585.0
2018-12-11,26525.0
2018-12-12,26870.0
2018-12-13,27045.0
2018-12-14,26615.0
2018-12-17,26665.0
2018-12-18,26565.0
2018-12-19,26760.0
2018-12-20,26490.0
2018-12-21,26485.0
2018-12-24,26500.0
2018-12-26,26120.0
2018-12-27,26480.0
2018-12-28,26580.0
2019-01-02,26270.0
2019-01-03,26005.0
2019-01-04,26225.0
2019-01-07,26605.0
2019-01-08,26405.0
2019-01-09,26960.0
2019-01-10,26955.0
2019-01-11,27130.0
2019-01-14,26895.0
2019-01-15,27425.0
2019-01-16,27540.0
2019-01-17,27625.0
2019-01-18,27825.0
2019-01-21,27850.0
2019-01-22,27700.0
2019-01-23,27835.0
2019-01-24,28065.0
2019-01-25,28590.0
2019-01-28,28580.0
2019-01-29,28710.0
2019-01-30,28965.0
2019-01-31,28940.0
2019-02-01,28890.0
2019-02-07,28895.0
2019-02-08,28510.0
2019-02-11,28535.0
2019-02-12,28720.0
2019-02-13,28845.0
2019-02-14,29105.0
2019-02-15,28745.0
2019-02-18,28955.0
2019-02-19,28825.0
2019-02-20,29155.0
2019-02-21,29160.0
2019-02-22,29170.0
2019-02-25,29235.0
2019-02-26,29145.0
2019-02-27,29230.0
2019-02-28,28780.0
2019-03-04,28590.0
2019-03-05,28385.0
2019-03-06,28305.0
2019-03-07,28210.0
2019-03-08,27830.0
2019-03-11,27850.0
2019-03-12,28125.0
2019-03-13,27925.0
2019-03-14,28030.0
2019-03-15,28330.0
2019-03-18,28355.0
2019-03-19,28325.0
