,Mom
1988-10-24,-0.007480895306789978
1988-10-25,-0.013305720509174616
1988-10-26,0.003484339749804574
1988-10-27,0.005186206722877607
1988-10-28,0.002068373482273045
1988-10-29,-0.006271964113709894
1988-10-31,-0.007113622540229295
1988-11-01,0.011159950693309226
1988-11-02,0.0009546273851893852
1988-11-03,-0.0007963091037926535
1988-11-04,0.00396626839759631
1988-11-05,-0.0009159809122336129
1988-11-07,0.0017741760698526442
1988-11-08,0.006786515144507644
1988-11-09,-0.0031058578594215184
1988-11-10,0.0039462822401937075
1988-11-11,-0.003398924201036708
1988-11-12,-0.002099748508389173
1988-11-14,-0.005429304996732196
1988-11-15,0.006261974605761767
1988-11-16,-0.004078944024799688
1988-11-17,0.009343034036416847
1988-11-18,0.006819504379221322
1988-11-19,0.003832017078902724
1988-11-21,0.007598300749851281
1988-11-22,0.003263951204969409
1988-11-23,0.008320787036393919
1988-11-24,-0.018162222471653354
1988-11-25,-0.01487672871205668
1988-11-26,-0.00086232176487937
1988-11-28,-0.002423652748555837
1988-11-29,-0.007419812127772794
1988-11-30,-0.0018166442890010953
1988-12-01,0.005424992420352152
1988-12-02,0.0035022105788184293
1988-12-03,-0.0012332640172990621
1988-12-05,0.007901141261904793
1988-12-06,0.009991613212266624
1988-12-07,0.013146485635587742
1988-12-08,0.004563337705271206
1988-12-09,-0.002600027760525425
1988-12-10,0.003976661976302572
1988-12-12,0.010182331597768265
1988-12-13,0.0010769539880830323
1988-12-14,0.010194040187617496
1988-12-15,-0.0011332911247098716
1988-12-16,0.0059645646113660545
1988-12-17,0.00138068820532607
1988-12-19,-0.012744001895393047
1988-12-20,-0.011776106037124652
1988-12-21,-0.005007358512143836
1988-12-22,-0.010187018058226745
1988-12-23,-0.002671307670284796
1988-12-24,0.011606590908430477
1988-12-26,0.00791574846366539
1989-01-04,0.017648405956140173
1989-01-05,0.002601019527654672
1989-01-06,0.004457504867969685
1989-01-07,-0.021370344716492386
1989-01-09,-0.012215773595887602
1989-01-10,-0.0033032290295662682
1989-01-11,0.0019767226267318697
1989-01-12,0.005264802692939359
1989-01-13,0.003910967074415696
1989-01-14,0.014958127839134732
1989-01-16,-0.009490414845517464
1989-01-17,-0.0013645595710426645
1989-01-18,-0.008789588473628108
1989-01-19,0.0007055636369906035
1989-01-20,-0.0016972818049104561
1989-01-21,-0.004802427805597495
1989-01-23,0.0015040803938774746
1989-01-24,-0.0021827218159655186
1989-01-25,0.005798076752819973
1989-01-26,-0.003150852206552834
1989-01-27,0.0014522080423192002
1989-01-28,-0.005059323861255034
1989-01-30,-0.0073850628719916815
1989-01-31,-0.006710324661422926
1989-02-01,0.006268504439196781
1989-02-02,-0.007532130438441104
1989-02-03,-0.00811343852830004
1989-02-04,-0.006248756791777299
1989-02-08,-0.011005382420142063
1989-02-09,0.010529463147951508
1989-02-10,-0.0031087631380882497
1989-02-11,-0.008654077513734539
1989-02-13,-0.003237595239136125
1989-02-14,-0.001591817874481923
1989-02-15,0.002588535281613907
1989-02-16,-0.005598679586784031
1989-02-17,0.0021252698902311917
1989-02-18,0.0012590633177092959
1989-02-20,0.00995907800982047
1989-02-21,0.0016687377966035735
1989-02-22,-0.00695403394554648
1989-02-23,-0.0016391653945158995
1989-02-24,3.136115125913948e-05
1989-02-25,0.0041330675269352635
1989-02-27,-0.0016396537556258198
1989-02-28,0.002456606542800734
1989-03-02,0.000547944601705699
1989-03-03,-0.0030939628097497447
1989-03-04,-0.002918489821161798
1989-03-06,0.009496801940582382
1989-03-07,0.004993095455581426
1989-03-08,0.009704748261281933
1989-03-09,-0.00624087222559357
1989-03-11,0.0007277332352513995
1989-03-13,-0.005356814186665794
1989-03-14,-0.002908698061559186
1989-03-15,-0.005275658821349918
1989-03-16,-0.01378414989313223
1989-03-17,-0.0058156537562532255
1989-03-18,0.002227044327914131
1989-03-20,0.0016659611522515487
1989-03-21,0.0013551663368874868
1989-03-22,-0.0024586050386823863
1989-03-23,-0.002473575087768227
1989-03-24,-0.00527267206611494
1989-03-25,-0.002005211463208872
1989-03-27,-0.0005679666906747683
1989-03-28,0.00243706306085059
1989-03-29,-0.0033917622619026797
1989-03-30,-0.032444799329146165
1989-03-31,-0.0025872246846538015
1989-04-01,0.005757076299263007
1989-04-03,0.0052490256849115815
1989-04-04,-0.013392092618255878
1989-04-06,-0.010203468770735217
1989-04-07,-0.012862972693190363
1989-04-08,-0.004545508953026087
1989-04-10,-0.0008347681201143001
1989-04-11,-0.005261141933017095
1989-04-12,-0.008205919291718523
1989-04-13,0.0019242352606988235
1989-04-14,-0.0007815271085647706
1989-04-15,-0.004583537522194679
1989-04-17,0.00221870587459839
1989-04-18,-0.0012658395981140756
1989-04-19,0.0017769506552498266
1989-04-20,-0.00251306353786251
1989-04-21,0.0029554828948515775
1989-04-22,0.004610811134969239
1989-04-24,0.017527989616574174
1989-04-25,0.0040000593835745136
1989-04-26,0.005680499843717157
1989-04-27,0.004043816302550418
1989-04-28,-0.001795601579970641
1989-04-29,0.0003291721013045834
1989-05-01,0.0012220683285632322
1989-05-02,-7.820919432160144e-06
1989-05-03,0.002201083481029693
1989-05-04,-0.0013159014354028461
1989-05-06,-0.00976248352418423
1989-05-08,-0.005788730155804642
1989-05-09,-0.0012395249858943302
1989-05-10,-0.00038624428780872997
1989-05-11,-0.0015123492252302555
1989-05-13,-0.002452491328959243
1989-05-15,-0.0001651289006047319
1989-05-16,0.0029293502549579205
1989-05-17,0.0017779064097202687
1989-05-18,0.004426947378150185
1989-05-19,0.006230837768954328
1989-05-20,0.0011041743459115376
1989-05-22,0.003190802025396144
1989-05-23,0.0012623916802916874
1989-05-24,-0.0015479744742354752
1989-05-25,0.0005889540770403034
1989-05-26,0.0005262068308208949
1989-05-27,-0.0012395947787102412
1989-05-29,0.00013348525392381603
1989-05-30,-0.003063445855786361
1989-05-31,-0.0002594807463716644
1989-06-01,0.0054598731164864
1989-06-02,0.002227912065861596
1989-06-03,-0.0012333213994356264
1989-06-05,0.003649363627445657
1989-06-07,-0.0006701928974214705
1989-06-08,0.00024976007890999824
1989-06-09,-0.012155298822360699
1989-06-10,-0.006747760689121843
1989-06-12,0.0024941945586376083
1989-06-13,0.005853463277018659
1989-06-14,-0.0028200279520837774
1989-06-15,-0.004059704863163763
1989-06-16,-0.004162268728070056
1989-06-17,-0.0023342576837558564
1989-06-19,0.0020390535731565924
1989-06-20,0.001707236372016422
1989-06-21,0.004184912413255897
1989-06-22,-0.0022489830053756925
1989-06-23,-0.0013973905599910363
1989-06-24,0.003736558934521258
1989-06-26,-0.0008737400250253885
1989-06-27,0.002002543748667174
1989-06-28,-0.002362401388593189
1989-06-29,0.004059295618766752
1989-06-30,-0.001595959405238245
1989-07-01,0.0016156819287343992
1989-07-03,0.007215054269584815
1989-07-04,-0.0034646008454766713
1989-07-05,-0.001131562277201379
1989-07-06,-0.0008080186731125368
1989-07-07,-0.000680965950270963
1989-07-08,-0.0028298682031096846
1989-07-10,0.0016242863001121703
1989-07-11,0.001083021230665105
1989-07-12,-0.006997435003852892
1989-07-13,0.002467544390552097
1989-07-14,-0.0010372950233395954
1989-07-15,0.0027292790227826293
1989-07-18,-0.0031004445220375043
1989-07-19,0.002107738049089287
1989-07-20,-0.0034015577328894396
1989-07-21,0.0001749734374490706
1989-07-22,-0.0010185401936187877
1989-07-24,0.002744098100983959
1989-07-25,-0.0022947736144542496
1989-07-26,-0.0010557111798027525
1989-07-27,0.0016942130672849345
1989-07-28,0.004319799594357126
1989-07-29,-0.002497095648348744
1989-07-31,0.0030984334974845608
1989-08-01,-0.0009012480891625648
1989-08-02,0.0004860781334760445
1989-08-03,-0.003993243602637324
1989-08-04,-0.0009501680743034899
1989-08-05,0.0025458121373902604
1989-08-07,0.0003151673507525241
1989-08-08,0.003416958563397444
1989-08-09,-0.00429046324462392
1989-08-10,-0.002841680290786945
1989-08-11,-0.006192232037484965
1989-08-12,-0.004734837569552206
1989-08-14,-0.0018830594404625803
1989-08-16,-0.0017891293010289695
1989-08-17,-0.0027367076815251793
1989-08-18,-0.0006240368023508621
1989-08-19,0.0029758126481255736
1989-08-21,-0.005428770981124324
1989-08-22,-0.0007765140164840995
1989-08-23,0.0017071541204715084
1989-08-24,0.012733715588110955
1989-08-25,-0.010799664716920914
1989-08-26,-0.0007415118072477134
1989-08-28,0.001124771944741807
1989-08-29,0.007749091596913407
1989-08-30,0.0029167220824920753
1989-08-31,-0.009201029860725834
1989-09-01,0.01005692564094365
1989-09-02,-0.0028712787256915994
1989-09-04,-0.00200874938539637
1989-09-05,-0.006529434216487802
1989-09-06,-0.000461592480848318
1989-09-07,-0.00033323191025685234
1989-09-08,0.00970264347072018
1989-09-09,0.0027612257133646277
1989-09-11,0.0020513830888958026
1989-09-12,-0.0014868380185288875
1989-09-16,-0.0012102139563153497
1989-09-18,-0.0015438874668757523
1989-09-19,-0.0006971478899298403
1989-09-20,-0.007862921759906109
1989-09-21,0.0013763688068203184
1989-09-22,-0.0021547066333995647
1989-09-23,0.0015857614038839926
1989-09-25,0.0011387287549464793
1989-09-26,-0.0016814294545812727
1989-09-27,-0.003536115136457154
1989-09-28,0.004201729685722579
1989-09-29,0.002613369475920793
1989-09-30,-0.002523054026076054
1989-10-04,0.0023559025097861126
1989-10-05,-5.013579840081658e-05
1989-10-06,0.0011908383737718065
1989-10-07,0.0031878356606082283
1989-10-10,0.005364688487721527
1989-10-11,0.0006104661717553157
1989-10-12,0.001202666688409294
1989-10-13,0.011061512352670921
1989-10-14,0.0022604288326910065
1989-10-16,-0.0012202206177964244
1989-10-17,-2.6048058070829482e-05
1989-10-18,-0.004075955269925664
1989-10-19,-0.0011645673803274362
1989-10-20,0.0020975180244802846
1989-10-21,-0.002978196778012268
1989-10-23,-0.0008224858118315937
1989-10-24,0.004886452627689259
1989-10-25,0.00010254601721599015
1989-10-26,0.0006562245562129003
1989-10-27,0.0008301683601290421
1989-10-28,0.002983567310638198
1989-10-30,-0.002873697736368007
1989-10-31,-0.002055587725965811
1989-11-01,-0.00042782085958758534
1989-11-02,0.00040959120089832483
1989-11-03,2.5429154211055807e-05
1989-11-04,-0.003122147047896935
1989-11-06,-0.00048619176484154033
1989-11-07,0.0004588089278602112
1989-11-08,0.004007372251394437
1989-11-09,0.0075009809848621545
1989-11-10,0.011590113038201384
1989-11-11,0.0019259876897383243
1989-11-13,0.002607714267754924
1989-11-14,0.0002212502804994302
1989-11-15,-0.0008546848556890996
1989-11-16,0.001244037934571979
1989-11-17,-0.0019192048565704264
1989-11-18,0.0010885673738419196
1989-11-20,-0.004758162252476416
1989-11-21,-0.0012948926476713842
1989-11-22,0.009534419808814172
1989-11-23,-0.0027595529939068173
1989-11-24,0.00498845362299925
1989-11-25,-0.005885406634469756
1989-11-27,0.0007238764996066963
1989-11-28,0.0010237962983213273
1989-11-29,-0.0013109764055090276
1989-11-30,-0.009206749664544297
1989-12-01,-0.0012798766773324689
1989-12-02,-0.0001736875851618986
1989-12-04,0.002462722916880958
1989-12-05,0.0031188742413269304
1989-12-06,-0.0004933736546394178
1989-12-07,0.0015123616223227127
1989-12-08,-0.0006247437532353739
1989-12-09,-0.005044104574254631
1989-12-11,-0.0009256211846605808
1989-12-12,0.002052472285886689
1989-12-13,0.0004294318807889774
1989-12-14,0.009318364839859178
1989-12-15,0.0003753221621585791
1989-12-16,0.0033613347970666875
1989-12-18,-0.001448615740524282
1989-12-19,0.0012970043113563583
1989-12-20,-0.0034228515513792376
1989-12-21,-0.0002772753329241327
1989-12-22,0.0003448547638257426
1989-12-23,-0.0038262629062985757
1989-12-26,-0.0018837237940589717
1990-01-03,0.004312672958304424
1990-01-04,-0.001991427136075273
1990-01-05,-0.0010995874764723069
1990-01-06,-0.013860329542147805
1990-01-08,-0.005509311525707427
1990-01-09,0.0027046836904508465
1990-01-10,0.011476693266332081
1990-01-11,0.0007342307579364833
1990-01-12,-0.0010850837660053697
1990-01-13,-0.004502879647138618
1990-01-15,-0.00642461127749702
1990-01-16,-0.0005071786241103262
1990-01-17,-0.0021522903843005786
1990-01-18,0.00015487362404378375
1990-01-19,0.0035177028006822385
1990-01-20,0.004057649745820062
1990-01-22,0.0051556510433010926
1990-01-23,0.004074022212859256
1990-01-24,0.003488116930875293
1990-01-25,-0.0025723297726106464
1990-01-29,-0.001618111132055209
1990-01-30,-0.0025171888502482634
1990-01-31,-0.0020867885488639187
1990-02-01,0.0019978933512901772
1990-02-02,-0.0059388723837817455
1990-02-03,-0.0006156603848721167
1990-02-05,-0.0022999634765365523
1990-02-06,0.0020450302740916866
1990-02-07,-0.0019695705263815654
1990-02-08,-0.002838171925172912
1990-02-09,0.0009533294428529602
1990-02-10,-0.0009701411087731275
1990-02-12,-0.00293771590920378
1990-02-13,-0.0009846969567076061
1990-02-14,0.0022730942325113607
1990-02-15,-0.005134549916575252
1990-02-16,-0.0027234830070247225
1990-02-17,0.0014293471932626412
1990-02-19,-0.004147008524943823
1990-02-20,-0.0017172570739367808
1990-02-21,-0.002289520551109997
1990-02-22,-0.0003606378410887256
1990-02-23,-0.001871368510184315
1990-02-24,-0.00042375784645113865
1990-02-26,0.0013122677448114545
1990-02-27,0.004489990012424061
1990-02-28,0.0016718382117432407
1990-03-02,0.004905365965686996
1990-03-03,-0.0020232557727861812
1990-03-05,-0.002185990273318072
1990-03-06,-0.0012507015995911136
1990-03-07,-0.001747248149566629
1990-03-08,0.0005487718741834912
1990-03-09,0.003606540074585697
1990-03-12,0.0010791142614505291
1990-03-13,0.0028745269297390883
1990-03-14,-0.002494599582738146
1990-03-15,-0.0059062242052191505
1990-03-16,0.004511812531637052
1990-03-17,0.0007343105567384749
1990-03-19,0.004111086056526744
1990-03-20,0.0027446948098376316
1990-03-21,0.002486119054971398
1990-03-22,-0.001220152241192026
1990-03-23,-0.001058914036865942
1990-03-24,-0.0012268818397449055
1990-03-26,0.0007058649556591632
1990-03-27,-0.0005237085011597
1990-03-28,0.0017243940598133996
1990-03-29,0.0007323426345270433
1990-03-30,0.0077196983215662394
1990-03-31,0.0018650568172400399
1990-04-02,0.0008467334524273635
1990-04-03,0.006707970676416805
1990-04-04,0.00962302297561432
1990-04-06,-0.008661283392251869
1990-04-07,0.011256147598612681
1990-04-09,-7.488329933390183e-05
1990-04-10,0.0012619006468740325
1990-04-11,-0.0006070913645805972
1990-04-12,0.008387576977794868
1990-04-13,0.0011332798695925178
1990-04-14,0.0024911549101221606
1990-04-16,0.0004776111706497367
1990-04-17,-0.010725510782260573
1990-04-18,0.004728534008262801
1990-04-19,-0.007167655246390741
1990-04-20,-0.012631259890430444
1990-04-21,-0.0017652475899029383
1990-04-23,0.00242815673127815
1990-04-24,0.0012656048956673988
1990-04-25,0.0022309063589146805
1990-04-26,0.0020440842699058492
1990-04-27,-0.013221829231257962
1990-04-28,0.0017240686701054074
1990-04-30,0.0015692905962523124
1990-05-01,-0.00010240523547568048
1990-05-03,-0.00042470646104424137
1990-05-04,-0.003946398581108318
1990-05-07,-0.01649727924266416
1990-05-08,-0.010112048720072576
1990-05-09,0.007046290936276035
1990-05-10,0.0032349779047775827
1990-05-11,-0.004475316116205445
1990-05-12,0.006478179405759767
1990-05-14,-0.002117648686010904
1990-05-15,-0.00518797483893689
1990-05-16,0.0019028068661601782
1990-05-17,-0.0028233379037019227
1990-05-18,0.007453072728782513
1990-05-19,0.004143611074233197
1990-05-21,0.0034364606482265715
1990-05-22,-0.0013892890048503616
1990-05-23,-0.003405051329549005
1990-05-24,0.0015315200611455428
1990-05-25,0.004030867807633107
1990-05-26,0.000756104478411246
1990-05-28,0.0023852460003844344
1990-05-29,0.00019581721016188186
1990-05-30,-0.00016105281373044247
1990-05-31,-0.005770582472229649
1990-06-01,-0.0007474038307107968
1990-06-02,0.0026570248402184387
1990-06-04,0.0026944233922652945
1990-06-05,-0.0022001860337071055
1990-06-07,0.004150429941487583
1990-06-08,-0.0033571170742523466
1990-06-09,0.004023136931786258
1990-06-11,0.0004837428063459194
1990-06-12,-0.000993371549066039
1990-06-13,0.0027135772870417584
1990-06-14,0.006833432826773627
1990-06-15,-0.00167779926848849
1990-06-16,0.0007341017404242215
1990-06-18,0.004048058468533336
1990-06-19,0.0008956406075541707
1990-06-20,0.009497156777511668
1990-06-21,0.0006389033350603229
1990-06-22,0.0005520746550779902
1990-06-23,0.0017135845304257454
1990-06-25,0.006624495940138355
1990-06-26,-0.0009458980115775147
1990-06-27,-0.0019527846794313124
1990-06-28,-0.0005311218141270911
1990-06-29,-0.004081802778806216
1990-06-30,0.0009530515283862583
1990-07-02,-0.004217539298166423
1990-07-03,0.00043066665449625896
1990-07-04,-0.003227621432174764
1990-07-05,0.0022115955218065322
1990-07-06,0.0020228362372528234
1990-07-07,0.001973206918066847
1990-07-09,-0.004537970129155435
1990-07-10,0.0012246041104488406
1990-07-11,0.00172122194690409
1990-07-12,0.00012404832092837402
1990-07-13,-0.001347557077482353
1990-07-14,-0.0013019899068737613
1990-07-16,-5.5947773405840874e-05
1990-07-18,-0.0073593051781983
1990-07-19,-0.0032696099659346107
1990-07-20,-0.0014558643641476576
1990-07-21,0.002914373723531304
1990-07-23,0.0014321407798021076
1990-07-24,-0.005637257228034896
1990-07-25,-0.0002509135991773078
1990-07-26,-0.000549613917858004
1990-07-27,0.0006596309728665959
1990-07-28,-0.004065352713536251
1990-07-30,0.0035607380168186688
1990-07-31,-0.0005039724021967239
1990-08-01,0.004503176756669447
1990-08-02,0.009980965219456042
1990-08-03,0.003922832115114307
1990-08-04,0.003076122022089277
1990-08-06,0.003038621191526621
1990-08-07,0.007826957333560886
1990-08-08,0.009362119444672171
1990-08-09,0.008921361776689429
1990-08-10,0.005697571908861672
1990-08-11,0.0013081567403707148
1990-08-13,0.0012495726759626843
1990-08-14,-7.67443118037496e-05
1990-08-16,0.00034525223389489205
1990-08-17,-0.0014155503978950288
1990-08-18,-0.000550041757455196
1990-08-20,-0.003316620656995851
1990-08-21,-0.000968770373167168
1990-08-22,0.006524573121083847
1990-08-23,-0.0060923779963688056
1990-08-24,0.001352593309098659
1990-08-25,0.005208299367781654
1990-08-27,0.0022876220697799626
1990-08-28,0.0011157021318160126
1990-08-29,-0.01686221963662921
1990-08-30,-0.003469380550639594
1990-08-31,0.006615490011761489
1990-09-01,-0.0013763628103088113
1990-09-03,-0.00035788013077658193
1990-09-04,-0.007979765914818294
1990-09-05,0.005574420432242905
1990-09-06,0.0054870839493746035
1990-09-07,0.0015580154273081362
1990-09-08,-0.00037047458195380674
1990-09-10,-0.00046784250683979105
1990-09-11,0.0020098997934176847
1990-09-12,-0.0018243202201944876
1990-09-13,0.0011656719214948692
1990-09-14,0.004083595293974872
1990-09-15,0.005082952402541023
1990-09-17,0.0031583472316433353
1990-09-18,0.000563710317677539
1990-09-19,-0.009024377797828402
1990-09-20,0.0034180659426935045
1990-09-21,-0.0026203483046518808
1990-09-22,8.50386227926013e-06
1990-09-24,-0.0022217097922208992
1990-09-25,-0.0006423225656002288
1990-09-26,0.0015599015110131426
1990-09-27,-0.0018151766373383392
1990-09-28,-0.001389245962009733
1990-09-29,0.0019228604061300395
1990-10-05,-0.008539266625037976
1990-10-06,0.0045232223800501245
1990-10-08,0.0017801385136873619
1990-10-10,-0.004735385295350746
1990-10-11,-0.0018921988741067639
1990-10-12,-0.0003702119579631173
1990-10-13,0.0010072342776314145
1990-10-15,-0.011052346283054463
1990-10-16,-0.005026872028383317
1990-10-17,-0.0115064776415729
1990-10-18,-0.011116239192832836
1990-10-19,-0.006748995214856161
1990-10-20,-0.009927726871189795
1990-10-22,-0.008425429059695427
1990-10-23,0.00022109794693637302
1990-10-24,-0.0017270313531811202
1990-10-25,-0.007164371191216934
1990-10-26,-0.004662764156553187
1990-10-27,-0.034353547888168204
1990-10-29,0.01723453217202598
1990-10-30,0.010122765106647308
1990-10-31,0.002846592588270351
1990-11-01,-0.0031362852205962487
1990-11-02,-0.01293323160246246
1990-11-03,-0.011313967831497608
1990-11-05,-0.0011706353298985396
1990-11-06,0.0033780705813005944
1990-11-07,-0.010188266083103945
1990-11-08,0.001615289024433187
1990-11-09,0.003548894106279601
1990-11-10,0.008961137336746673
1990-11-12,-0.00033822425158005175
1990-11-13,-0.007175393504367105
1990-11-14,0.006161043880595523
1990-11-15,0.007507072860135712
1990-11-16,0.005977333176902695
1990-11-17,0.00297390292042553
1990-11-19,0.0018056961996250516
1990-11-20,-0.0004413241824569973
1990-11-21,0.0020080935570858287
1990-11-22,-0.006055753229333682
1990-11-23,-0.001327704770574889
1990-11-24,0.0001780790301951318
1990-11-26,-0.0023515626397499034
1990-11-27,0.0006787226081921682
1990-11-28,-0.008764997845738226
1990-11-29,0.00018648397095201961
1990-11-30,-0.00485407813738528
1990-12-01,-0.002700481816614154
1990-12-03,-0.002424984721540145
1990-12-04,0.0020952980055602803
1990-12-05,-0.0037280932123279747
1990-12-06,0.0026158861742533717
1990-12-07,-0.0012899110647353433
1990-12-08,-0.005479374614132922
1990-12-10,-0.006680890633447121
1990-12-11,0.011294231263866654
1990-12-12,-0.002148317925294869
1990-12-13,0.0059454107154204815
1990-12-14,-0.00010722948961032529
1990-12-15,-0.0004793849704883271
1990-12-17,-0.000741280347813495
1990-12-18,0.0026942215603545138
1990-12-19,0.0027582941798086624
1990-12-20,-0.0010259508782842187
1990-12-21,0.0009443543477527221
1990-12-22,0.0057236360965480515
1990-12-24,0.009920706874787083
1990-12-26,0.00716340402395909
1991-01-03,-0.004308039332217448
1991-01-04,-0.009651535663211901
1991-01-05,-0.002402603134840252
1991-01-07,0.006848481616685935
1991-01-08,-0.003390398651223543
1991-01-09,0.0032551158504451278
1991-01-10,0.0041155595260433005
1991-01-11,-0.0014124222803626636
1991-01-12,-0.009722694586336504
1991-01-14,-0.00552401221546917
1991-01-15,0.0012416308397918685
1991-01-16,0.0031495582808936176
1991-01-17,-0.00020279530912618166
1991-01-18,-0.007276773649553515
1991-01-19,-0.008854751034629635
1991-01-21,-0.002135744451132321
1991-01-22,0.0011467515595996155
1991-01-23,-0.002130955068343229
1991-01-24,0.0007720373175594732
1991-01-25,0.00599388455522141
1991-01-26,0.0013113390038325826
1991-01-28,0.00487939258462839
1991-01-29,0.005448663844490822
