Date,close,adj_close
2003.8.18,419000,8380
2003.8.19,430000,8600
2003.8.20,435000,8700
2003.8.21,441500,8830
2003.8.22,446000,8920
2003.8.25,443000,8860
2003.8.26,445500,8910
2003.8.27,443000,8860
2003.8.28,438000,8760
2003.8.29,435000,8700
2003.9.1,437000,8740
2003.9.2,430500,8610
2003.9.3,432500,8650
2003.9.4,436000,8720
2003.9.5,443000,8860
2003.9.8,451500,9030
2003.9.9,462000,9240
2003.9.15,437500,8750
2003.9.16,444500,8890
2003.9.17,449500,8990
2003.9.18,444000,8880
2003.9.19,430000,8600
2003.9.22,403000,8060
2003.9.23,397500,7950
2003.9.24,405000,8100
2003.9.25,401000,8020
2003.9.26,388000,7760
2003.9.29,386500,7730
2003.9.30,392000,7840
2003.10.1,400000,8000
2003.10.2,408500,8170
2003.10.6,421000,8420
2003.10.7,426000,8520
2003.10.8,424000,8480
2003.10.9,428500,8570
2003.10.10,445000,8900
2003.10.13,445000,8900
2003.10.14,453000,9060
2003.10.15,451000,9020
2003.10.16,459500,9190
2003.10.17,452000,9040
2003.10.20,458000,9160
2003.10.21,462000,9240
2003.10.22,470000,9400
2003.10.23,447500,8950
2003.10.24,437000,8740
2003.10.27,448000,8960
2003.10.28,462000,9240
2003.10.29,467000,9340
2003.10.30,471000,9420
2003.10.31,470000,9400
2003.11.3,474500,9490
2003.11.4,479000,9580
2003.11.5,480000,9600
2003.11.6,465000,9300
2003.11.7,477000,9540
2003.11.10,466000,9320
2003.11.11,461000,9220
2003.11.12,470000,9400
2003.11.13,477000,9540
2003.11.14,469000,9380
2003.11.17,461000,9220
2003.11.18,466500,9330
2003.11.19,456500,9130
2003.11.20,449000,8980
2003.11.21,456000,9120
2003.11.24,443500,8870
2003.11.25,451500,9030
2003.11.26,455000,9100
2003.11.27,455500,9110
2003.11.28,465000,9300
2003.12.1,466000,9320
2003.12.2,468500,9370
2003.12.3,471000,9420
2003.12.4,461000,9220
2003.12.5,451500,9030
2003.12.8,450000,9000
2003.12.9,445000,8900
2003.12.10,453000,9060
2003.12.11,452500,9050
2003.12.12,455000,9100
2003.12.15,461000,9220
2003.12.16,454000,9080
2003.12.17,442500,8850
2003.12.18,442500,8850
2003.12.19,448500,8970
2003.12.22,442000,8840
2003.12.23,442000,8840
2003.12.24,439000,8780
2003.12.26,441500,8830
2003.12.29,440000,8800
2003.12.30,451000,9020
2004.1.2,449000,8980
2004.1.5,457500,9150
2004.1.6,460000,9200
2004.1.7,465000,9300
2004.1.8,469000,9380
2004.1.9,508000,10160
2004.1.12,505000,10100
2004.1.13,503000,10060
2004.1.14,494500,9890
2004.1.15,496500,9930
2004.1.16,506000,10120
2004.1.19,521000,10420
2004.1.20,526000,10520
2004.1.26,545000,10900
2004.1.27,535000,10700
2004.1.28,538000,10760
2004.1.29,533000,10660
2004.1.30,524000,10480
2004.2.2,530000,10600
2004.2.3,517000,10340
2004.2.4,509000,10180
2004.2.5,512000,10240
2004.2.6,527000,10540
2004.2.9,543000,10860
2004.2.10,546000,10920
2004.2.11,554000,11080
2004.2.12,549000,10980
2004.2.13,555000,11100
2004.2.16,563000,11260
2004.2.17,560000,11200
2004.2.18,549000,10980
2004.2.19,555000,11100
2004.2.20,549000,10980
2004.2.23,547000,10940
2004.2.24,531000,10620
2004.2.25,525000,10500
2004.2.26,526000,10520
2004.2.27,545000,10900
2004.3.2,554000,11080
2004.3.3,554000,11080
2004.3.4,569000,11380
2004.3.5,564000,11280
2004.3.8,549000,10980
2004.3.9,539000,10780
2004.3.10,531000,10620
2004.3.11,533000,10660
2004.3.12,524000,10480
2004.3.15,525000,10500
2004.3.16,528000,10560
2004.3.17,545000,10900
2004.3.18,544000,10880
2004.3.19,555000,11100
2004.3.22,544000,10880
2004.3.23,541000,10820
2004.3.24,542000,10840
2004.3.25,535000,10700
2004.3.26,545000,10900
2004.3.29,555000,11100
2004.3.30,560000,11200
2004.3.31,572000,11440
2004.4.1,575000,11500
2004.4.2,565000,11300
2004.4.6,595000,11900
2004.4.7,600000,12000
2004.4.8,605000,12100
2004.4.9,595000,11900
2004.4.12,610000,12200
2004.4.13,616000,12320
2004.4.14,615000,12300
2004.4.16,594000,11880
2004.4.19,599000,11980
2004.4.20,615000,12300
2004.4.21,625000,12500
2004.4.22,620000,12400
2004.4.23,637000,12740
2004.4.26,626000,12520
2004.4.27,618000,12360
2004.4.28,602000,12040
2004.4.29,576000,11520
2004.4.30,557000,11140
2004.5.3,556000,11120
2004.5.4,555000,11100
2004.5.6,528000,10560
2004.5.7,540000,10800
2004.5.10,509000,10180
2004.5.11,501000,10020
2004.5.12,525000,10500
2004.5.13,507000,10140
2004.5.14,491500,9830
2004.5.17,458000,9160
2004.5.18,473500,9470
2004.5.19,500000,10000
2004.5.20,494500,9890
2004.5.21,502000,10040
2004.5.24,511000,10220
2004.5.25,492000,9840
2004.5.27,506000,10120
2004.5.28,520000,10400
2004.5.31,506000,10120
2004.6.1,515000,10300
2004.6.2,502000,10040
2004.6.3,473500,9470
2004.6.4,481000,9620
2004.6.7,496000,9920
2004.6.8,498000,9960
2004.6.9,483000,9660
2004.6.10,468000,9360
2004.6.11,436500,8730
2004.6.14,428500,8570
2004.6.15,438500,8770
2004.6.16,436000,8720
2004.6.17,442000,8840
2004.6.18,435500,8710
2004.6.21,446000,8920
2004.6.22,444000,8880
2004.6.23,449000,8980
2004.6.24,469500,9390
2004.6.25,482000,9640
2004.6.28,468000,9360
2004.6.29,471000,9420
2004.6.30,477000,9540
2004.7.1,465000,9300
2004.7.2,444000,8880
2004.7.5,443000,8860
2004.7.6,441000,8820
2004.7.7,437000,8740
2004.7.8,420000,8400
2004.7.9,424000,8480
2004.7.12,423000,8460
2004.7.13,433500,8670
2004.7.14,418000,8360
2004.7.15,408500,8170
2004.7.16,423000,8460
2004.7.19,426500,8530
2004.7.20,417000,8340
2004.7.21,429500,8590
2004.7.22,417500,8350
2004.7.23,418000,8360
2004.7.26,418000,8360
2004.7.27,420000,8400
2004.7.28,423000,8460
2004.7.29,411000,8220
2004.7.30,417000,8340
2004.8.2,408000,8160
2004.8.3,413000,8260
2004.8.4,413000,8260
2004.8.5,423000,8460
2004.8.6,419500,8390
2004.8.9,419000,8380
2004.8.10,424000,8480
2004.8.11,425500,8510
2004.8.12,431000,8620
2004.8.13,438000,8760
2004.8.16,430000,8600
2004.8.17,425500,8510
2004.8.18,430000,8600
2004.8.19,441500,8830
2004.8.20,434000,8680
2004.8.23,438000,8760
2004.8.24,445000,8900
2004.8.25,451000,9020
2004.8.26,456000,9120
2004.8.27,458500,9170
2004.8.30,458000,9160
2004.8.31,451000,9020
2004.9.1,453000,9060
2004.9.2,452000,9040
2004.9.3,436500,8730
2004.9.6,433500,8670
2004.9.7,434000,8680
2004.9.8,433500,8670
2004.9.9,439000,8780
2004.9.10,457500,9150
2004.9.13,475000,9500
2004.9.14,483500,9670
2004.9.15,478000,9560
2004.9.16,480000,9600
2004.9.17,469500,9390
2004.9.20,469000,9380
2004.9.21,474000,9480
2004.9.22,462500,9250
2004.9.23,460000,9200
2004.9.24,459000,9180
2004.9.30,458000,9160
2004.10.1,461000,9220
2004.10.4,490000,9800
2004.10.5,488000,9760
2004.10.6,494500,9890
2004.10.7,488000,9760
2004.10.8,476500,9530
2004.10.11,466500,9330
2004.10.12,446000,8920
2004.10.13,449000,8980
2004.10.14,444000,8880
2004.10.15,437000,8740
2004.10.18,432500,8650
2004.10.19,438500,8770
2004.10.20,428500,8570
2004.10.21,429000,8580
2004.10.22,437500,8750
2004.10.25,428000,8560
2004.10.26,430000,8600
2004.10.27,429000,8580
2004.10.28,439500,8790
2004.10.29,439500,8790
2004.11.1,439500,8790
2004.11.2,440000,8800
2004.11.3,455000,9100
2004.11.4,448000,8960
2004.11.5,452500,9050
2004.11.8,440000,8800
2004.11.9,431000,8620
2004.11.10,439000,8780
2004.11.11,437000,8740
2004.11.12,448500,8970
2004.11.15,456500,9130
2004.11.16,455500,9110
2004.11.17,461500,9230
2004.11.18,463500,9270
2004.11.19,454000,9080
2004.11.22,440000,8800
2004.11.23,441000,8820
2004.11.24,439500,8790
2004.11.25,441000,8820
2004.11.26,433000,8660
2004.11.29,426000,8520
2004.11.30,434500,8690
2004.12.1,429000,8580
2004.12.2,428500,8570
2004.12.3,426000,8520
2004.12.6,418000,8360
2004.12.7,411000,8220
2004.12.8,419500,8390
2004.12.9,413000,8260
2004.12.10,406000,8120
2004.12.13,402000,8040
2004.12.14,412500,8250
2004.12.15,428500,8570
2004.12.16,440000,8800
2004.12.17,444000,8880
2004.12.20,445000,8900
2004.12.21,446000,8920
2004.12.22,442500,8850
2004.12.23,434500,8690
2004.12.24,433000,8660
2004.12.27,437500,8750
2004.12.28,436000,8720
2004.12.29,444500,8890
2004.12.30,450500,9010
2005.1.3,451000,9020
2005.1.4,447000,8940
2005.1.5,443000,8860
2005.1.6,435000,8700
2005.1.7,440500,8810
2005.1.10,438000,8760
2005.1.11,442000,8840
2005.1.12,442000,8840
2005.1.13,444000,8880
2005.1.14,471500,9430
2005.1.17,492500,9850
2005.1.18,486000,9720
2005.1.19,480000,9600
2005.1.20,480000,9600
2005.1.21,486000,9720
2005.1.24,488000,9760
2005.1.25,483500,9670
2005.1.26,490500,9810
2005.1.27,492000,9840
2005.1.28,489000,9780
2005.1.31,495000,9900
2005.2.1,491500,9830
2005.2.2,490500,9810
2005.2.3,496000,9920
2005.2.4,495500,9910
2005.2.7,510000,10200
2005.2.11,506000,10120
2005.2.14,517000,10340
2005.2.15,519000,10380
2005.2.16,520000,10400
2005.2.17,517000,10340
2005.2.18,527000,10540
2005.2.21,528000,10560
2005.2.22,522000,10440
2005.2.23,511000,10220
2005.2.24,519000,10380
2005.2.25,522000,10440
2005.2.28,527000,10540
2005.3.2,517000,10340
2005.3.3,519000,10380
2005.3.4,510000,10200
2005.3.7,507000,10140
2005.3.8,502000,10040
2005.3.9,500000,10000
2005.3.10,499500,9990
2005.3.11,519000,10380
2005.3.14,510000,10200
2005.3.15,502000,10040
2005.3.16,503000,10060
2005.3.17,496000,9920
2005.3.18,495000,9900
2005.3.21,492000,9840
2005.3.22,496000,9920
2005.3.23,498500,9970
2005.3.24,503000,10060
2005.3.25,505000,10100
2005.3.28,510000,10200
2005.3.29,502000,10040
2005.3.30,498000,9960
2005.3.31,502000,10040
2005.4.1,512000,10240
2005.4.4,517000,10340
2005.4.6,518000,10360
2005.4.7,518000,10360
2005.4.8,522000,10440
2005.4.11,517000,10340
2005.4.12,520000,10400
2005.4.13,518000,10360
2005.4.14,502000,10040
2005.4.15,491500,9830
2005.4.18,476000,9520
2005.4.19,474000,9480
2005.4.20,470000,9400
2005.4.21,466000,9320
2005.4.22,467000,9340
2005.4.25,474500,9490
2005.4.26,471000,9420
2005.4.27,464000,9280
2005.4.28,460000,9200
2005.4.29,452000,9040
2005.5.2,455500,9110
2005.5.3,455000,9100
2005.5.4,464500,9290
2005.5.6,474000,9480
2005.5.9,475000,9500
2005.5.10,477000,9540
2005.5.11,472000,9440
2005.5.12,475000,9500
2005.5.13,481500,9630
2005.5.16,488000,9760
2005.5.17,489500,9790
2005.5.18,489500,9790
2005.5.19,498500,9970
2005.5.20,498500,9970
2005.5.23,498000,9960
2005.5.24,495000,9900
2005.5.25,484500,9690
2005.5.26,482000,9640
2005.5.27,490000,9800
2005.5.30,493500,9870
2005.5.31,489000,9780
2005.6.1,489000,9780
2005.6.2,487500,9750
2005.6.3,488000,9760
2005.6.7,480500,9610
2005.6.8,477500,9550
2005.6.9,480000,9600
2005.6.10,491500,9830
2005.6.13,498000,9960
2005.6.14,496500,9930
2005.6.15,500000,10000
2005.6.16,498500,9970
2005.6.17,493500,9870
2005.6.20,490500,9810
2005.6.21,488000,9760
2005.6.22,493000,9860
2005.6.23,498000,9960
2005.6.24,491000,9820
2005.6.27,488500,9770
2005.6.28,489500,9790
2005.6.29,490000,9800
2005.6.30,494000,9880
2005.7.1,501000,10020
2005.7.4,503000,10060
2005.7.5,502000,10040
2005.7.6,504000,10080
2005.7.7,516000,10320
2005.7.8,516000,10320
2005.7.11,533000,10660
2005.7.12,541000,10820
2005.7.13,547000,10940
2005.7.14,547000,10940
2005.7.15,542000,10840
2005.7.18,549000,10980
2005.7.19,561000,11220
2005.7.20,558000,11160
2005.7.21,563000,11260
2005.7.22,552000,11040
2005.7.25,555000,11100
2005.7.26,551000,11020
2005.7.27,551000,11020
2005.7.28,560000,11200
2005.7.29,565000,11300
2005.8.1,569000,11380
2005.8.2,568000,11360
2005.8.3,568000,11360
2005.8.4,566000,11320
2005.8.5,553000,11060
2005.8.8,551000,11020
2005.8.9,550000,11000
2005.8.10,555000,11100
2005.8.11,567000,11340
2005.8.12,578000,11560
2005.8.16,572000,11440
2005.8.17,572000,11440
2005.8.18,555000,11100
2005.8.19,553000,11060
2005.8.22,563000,11260
2005.8.23,562000,11240
2005.8.24,556000,11120
2005.8.25,552000,11040
2005.8.26,549000,10980
2005.8.29,540000,10800
2005.8.30,541000,10820
2005.8.31,544000,10880
2005.9.1,549000,10980
2005.9.2,554000,11080
2005.9.5,561000,11220
2005.9.6,569000,11380
2005.9.7,579000,11580
2005.9.8,587000,11740
2005.9.9,589000,11780
2005.9.12,589000,11780
2005.9.13,606000,12120
2005.9.14,613000,12260
2005.9.15,607000,12140
2005.9.16,593000,11860
2005.9.20,593000,11860
2005.9.21,601000,12020
2005.9.22,600000,12000
2005.9.23,585000,11700
2005.9.26,597000,11940
2005.9.27,593000,11860
2005.9.28,598000,11960
2005.9.29,590000,11800
2005.9.30,588000,11760
2005.10.4,602000,12040
2005.10.5,601000,12020
2005.10.6,586000,11720
2005.10.7,581000,11620
2005.10.10,593000,11860
2005.10.11,599000,11980
2005.10.12,578000,11560
2005.10.13,562000,11240
2005.10.14,562000,11240
2005.10.17,563000,11260
2005.10.18,565000,11300
2005.10.19,550000,11000
2005.10.20,556000,11120
2005.10.21,564000,11280
2005.10.24,567000,11340
2005.10.25,565000,11300
2005.10.26,563000,11260
2005.10.27,558000,11160
2005.10.28,546000,10920
2005.10.31,552000,11040
2005.11.1,564000,11280
2005.11.2,575000,11500
2005.11.3,587000,11740
2005.11.4,599000,11980
2005.11.7,600000,12000
2005.11.8,603000,12060
2005.11.9,601000,12020
2005.11.10,605000,12100
2005.11.11,618000,12360
2005.11.14,626000,12520
2005.11.15,621000,12420
2005.11.16,630000,12600
2005.11.17,624000,12480
2005.11.18,627000,12540
2005.11.21,621000,12420
2005.11.22,590000,11800
2005.11.23,607000,12140
2005.11.24,608000,12160
2005.11.25,600000,12000
2005.11.28,601000,12020
2005.11.29,594000,11880
2005.11.30,598000,11960
2005.12.1,606000,12120
2005.12.2,617000,12340
2005.12.5,622000,12440
2005.12.6,630000,12600
2005.12.7,641000,12820
2005.12.8,633000,12660
2005.12.9,622000,12440
2005.12.12,618000,12360
2005.12.13,618000,12360
2005.12.14,609000,12180
2005.12.15,609000,12180
2005.12.16,602000,12040
2005.12.19,608000,12160
2005.12.20,612000,12240
2005.12.21,628000,12560
2005.12.22,634000,12680
2005.12.23,645000,12900
2005.12.26,654000,13080
2005.12.27,662000,13240
2005.12.28,661000,13220
2005.12.29,659000,13180
2006.1.2,659000,13180
2006.1.3,665000,13300
2006.1.4,699000,13980
2006.1.5,679000,13580
2006.1.6,687000,13740
2006.1.9,688000,13760
2006.1.10,698000,13960
2006.1.11,683000,13660
2006.1.12,684000,13680
2006.1.13,694000,13880
2006.1.16,706000,14120
2006.1.17,697000,13940
2006.1.18,680000,13600
2006.1.19,689000,13780
2006.1.20,687000,13740
2006.1.23,685000,13700
2006.1.24,698000,13960
2006.1.25,714000,14280
2006.1.26,716000,14320
2006.1.27,720000,14400
2006.1.31,740000,14800
2006.2.1,730000,14600
2006.2.2,725000,14500
2006.2.3,704000,14080
2006.2.6,706000,14120
2006.2.7,706000,14120
2006.2.8,690000,13800
2006.2.9,691000,13820
2006.2.10,687000,13740
2006.2.13,678000,13560
2006.2.14,673000,13460
2006.2.15,654000,13080
2006.2.16,656000,13120
2006.2.17,673000,13460
2006.2.20,683000,13660
2006.2.21,672000,13440
2006.2.22,670000,13400
2006.2.23,681000,13620
2006.2.24,681000,13620
2006.2.27,691000,13820
2006.2.28,687000,13740
2006.3.2,686000,13720
2006.3.3,652000,13040
2006.3.6,658000,13160
2006.3.7,629000,12580
2006.3.8,623000,12460
2006.3.9,615000,12300
2006.3.10,620000,12400
2006.3.13,632000,12640
2006.3.14,624000,12480
2006.3.15,629000,12580
2006.3.16,632000,12640
2006.3.17,637000,12740
2006.3.20,638000,12760
2006.3.21,635000,12700
2006.3.22,614000,12280
2006.3.23,608000,12160
2006.3.24,609000,12180
2006.3.27,624000,12480
2006.3.28,628000,12560
2006.3.29,626000,12520
2006.3.30,623000,12460
2006.3.31,630000,12600
2006.4.3,646000,12920
2006.4.4,653000,13060
2006.4.5,648000,12960
2006.4.6,657000,13140
2006.4.7,654000,13080
2006.4.10,642000,12840
2006.4.11,636000,12720
2006.4.12,630000,12600
2006.4.13,638000,12760
2006.4.14,655000,13100
2006.4.17,648000,12960
2006.4.18,655000,13100
2006.4.19,665000,13300
2006.4.20,663000,13260
2006.4.21,690000,13800
2006.4.24,673000,13460
2006.4.25,660000,13200
2006.4.26,668000,13360
2006.4.27,664000,13280
2006.4.28,644000,12880
2006.5.2,649000,12980
2006.5.3,639000,12780
2006.5.4,645000,12900
2006.5.8,655000,13100
2006.5.9,661000,13220
2006.5.10,657000,13140
2006.5.11,663000,13260
2006.5.12,655000,13100
2006.5.15,650000,13000
2006.5.16,641000,12820
2006.5.17,653000,13060
2006.5.18,641000,12820
2006.5.19,638000,12760
2006.5.22,624000,12480
2006.5.23,630000,12600
2006.5.24,629000,12580
2006.5.25,616000,12320
2006.5.26,620000,12400
2006.5.29,622000,12440
2006.5.30,612000,12240
2006.6.1,606000,12120
2006.6.2,614000,12280
2006.6.5,613000,12260
2006.6.7,599000,11980
2006.6.8,575000,11500
2006.6.9,575000,11500
2006.6.12,572000,11440
2006.6.13,549000,10980
2006.6.14,553000,11060
2006.6.15,553000,11060
2006.6.16,571000,11420
2006.6.19,564000,11280
2006.6.20,556000,11120
2006.6.21,556000,11120
2006.6.22,565000,11300
2006.6.23,568000,11360
2006.6.26,582000,11640
2006.6.27,583000,11660
2006.6.28,580000,11600
2006.6.29,590000,11800
2006.6.30,603000,12060
2006.7.3,605000,12100
2006.7.4,601000,12020
2006.7.5,603000,12060
2006.7.6,598000,11960
2006.7.7,601000,12020
2006.7.10,606000,12120
2006.7.11,608000,12160
2006.7.12,608000,12160
2006.7.13,600000,12000
2006.7.14,584000,11680
2006.7.18,582000,11640
2006.7.19,580000,11600
2006.7.20,598000,11960
2006.7.21,597000,11940
2006.7.24,588000,11760
2006.7.25,598000,11960
2006.7.26,599000,11980
2006.7.27,604000,12080
2006.7.28,600000,12000
2006.7.31,608000,12160
2006.8.1,605000,12100
2006.8.2,609000,12180
2006.8.3,610000,12200
2006.8.4,615000,12300
2006.8.7,606000,12120
2006.8.8,615000,12300
2006.8.9,616000,12320
2006.8.10,614000,12280
2006.8.11,607000,12140
2006.8.14,605000,12100
2006.8.16,618000,12360
2006.8.17,644000,12880
2006.8.18,658000,13160
2006.8.21,657000,13140
2006.8.22,658000,13160
2006.8.23,646000,12920
2006.8.24,637000,12740
2006.8.25,646000,12920
2006.8.28,643000,12860
2006.8.29,660000,13200
2006.8.30,652000,13040
2006.8.31,650000,13000
2006.9.1,653000,13060
2006.9.4,656000,13120
2006.9.5,657000,13140
2006.9.6,654000,13080
2006.9.7,649000,12980
2006.9.8,647000,12940
2006.9.11,633000,12660
2006.9.12,632000,12640
2006.9.13,642000,12840
2006.9.14,655000,13100
2006.9.15,656000,13120
2006.9.18,673000,13460
2006.9.19,672000,13440
2006.9.20,667000,13340
2006.9.21,665000,13300
2006.9.22,654000,13080
2006.9.25,650000,13000
2006.9.26,651000,13020
2006.9.27,659000,13180
2006.9.28,668000,13360
2006.9.29,664000,13280
2006.10.2,665000,13300
2006.10.4,648000,12960
2006.10.9,642000,12840
2006.10.10,640000,12800
2006.10.11,640000,12800
2006.10.12,636000,12720
2006.10.13,644000,12880
2006.10.16,650000,13000
2006.10.17,647000,12940
2006.10.18,642000,12840
2006.10.19,636000,12720
2006.10.20,631000,12620
2006.10.23,625000,12500
2006.10.24,626000,12520
2006.10.25,625000,12500
2006.10.26,629000,12580
2006.10.27,620000,12400
2006.10.30,609000,12180
2006.10.31,611000,12220
2006.11.1,615000,12300
2006.11.2,614000,12280
2006.11.3,611000,12220
2006.11.6,605000,12100
2006.11.7,609000,12180
2006.11.8,615000,12300
2006.11.9,631000,12620
2006.11.10,629000,12580
2006.11.13,639000,12780
2006.11.14,647000,12940
2006.11.15,662000,13240
2006.11.16,657000,13140
2006.11.17,654000,13080
2006.11.20,652000,13040
2006.11.21,650000,13000
2006.11.22,660000,13200
2006.11.23,654000,13080
2006.11.24,652000,13040
2006.11.27,642000,12840
2006.11.28,630000,12600
2006.11.29,629000,12580
2006.11.30,638000,12760
2006.12.1,640000,12800
2006.12.4,641000,12820
2006.12.5,638000,12760
2006.12.6,635000,12700
2006.12.7,626000,12520
2006.12.8,611000,12220
2006.12.11,604000,12080
2006.12.12,600000,12000
2006.12.13,602000,12040
2006.12.14,614000,12280
2006.12.15,608000,12160
2006.12.18,610000,12200
2006.12.19,610000,12200
2006.12.20,616000,12320
2006.12.21,615000,12300
2006.12.22,610000,12200
2006.12.26,606000,12120
2006.12.27,612000,12240
2006.12.28,613000,12260
2007.1.2,625000,12500
2007.1.3,611000,12220
2007.1.4,607000,12140
2007.1.5,595000,11900
2007.1.8,582000,11640
2007.1.9,586000,11720
2007.1.10,578000,11560
2007.1.11,582000,11640
2007.1.12,603000,12060
2007.1.15,612000,12240
