,Date,ret,ret_1,ret_2,ret_3,ret_5,ret_10,ret_15,ret_20
21,2002-10-31,0.02049852154834097,-0.043422161450277955,-0.022409901399584164,0.05993234072267385,0.0181273845925567,0.008163310639160835,-0.0841126031236486,0.0067001925698195654
22,2002-11-01,-0.011661939747842975,0.02049852154834097,-0.043422161450277955,-0.022409901399584164,0.017804624633506686,0.059954861469913176,0.0,0.02147068439687665
23,2002-11-04,0.07484084136937451,-0.011661939747842975,0.02049852154834097,-0.043422161450277955,0.05993234072267385,-0.007686432924156406,0.051658858273909994,-0.03322564762832039
24,2002-11-05,-0.016461277054071962,0.07484084136937451,-0.011661939747842975,0.02049852154834097,-0.022409901399584164,-0.01398624197473984,0.0408219945202552,0.01342302033214077
25,2002-11-06,0.011004237591013778,-0.016461277054071962,0.07484084136937451,-0.011661939747842975,-0.043422161450277955,0.026256334566554178,0.016529301951210506,-0.00836824967051658
26,2002-11-07,0.0027322421368730716,0.011004237591013778,-0.016461277054071962,0.07484084136937451,0.02049852154834097,0.0181273845925567,0.008163310639160835,-0.0841126031236486
27,2002-11-08,-0.01928434416560476,0.0027322421368730716,0.011004237591013778,-0.016461277054071962,-0.011661939747842975,0.017804624633506686,0.059954861469913176,0.0
28,2002-11-11,-0.02964225495867425,-0.01928434416560476,0.0027322421368730716,0.011004237591013778,0.07484084136937451,0.05993234072267385,-0.007686432924156406,0.051658858273909994
29,2002-11-12,-0.007189103572469226,-0.02964225495867425,-0.01928434416560476,0.0027322421368730716,-0.016461277054071962,-0.022409901399584164,-0.01398624197473984,0.0408219945202552
30,2002-11-13,0.007189103572469256,-0.007189103572469226,-0.02964225495867425,-0.01928434416560476,0.011004237591013778,-0.043422161450277955,0.026256334566554178,0.016529301951210506
31,2002-11-14,-0.026126304592220036,0.007189103572469256,-0.007189103572469226,-0.02964225495867425,0.0027322421368730716,0.02049852154834097,0.0181273845925567,0.008163310639160835
32,2002-11-15,0.05158736879049326,-0.026126304592220036,0.007189103572469256,-0.007189103572469226,-0.01928434416560476,-0.011661939747842975,0.017804624633506686,0.059954861469913176
33,2002-11-18,-0.019746762934834447,0.05158736879049326,-0.026126304592220036,0.007189103572469256,-0.02964225495867425,0.07484084136937451,0.05993234072267385,-0.007686432924156406
34,2002-11-19,0.004264398786457518,-0.019746762934834447,0.05158736879049326,-0.026126304592220036,-0.007189103572469226,-0.016461277054071962,-0.022409901399584164,-0.01398624197473984
35,2002-11-20,0.021053409197832263,0.004264398786457518,-0.019746762934834447,0.05158736879049326,0.007189103572469256,0.011004237591013778,-0.043422161450277955,0.026256334566554178
36,2002-11-21,0.024692612590371414,0.021053409197832263,0.004264398786457518,-0.019746762934834447,-0.026126304592220036,0.0027322421368730716,0.02049852154834097,0.0181273845925567
37,2002-11-22,0.010781775603288413,0.024692612590371414,0.021053409197832263,0.004264398786457518,0.05158736879049326,-0.01928434416560476,-0.011661939747842975,0.017804624633506686
38,2002-11-25,0.014637653233687827,0.010781775603288413,0.024692612590371414,0.021053409197832263,-0.019746762934834447,-0.02964225495867425,0.07484084136937451,0.05993234072267385
39,2002-11-26,0.0,0.014637653233687827,0.010781775603288413,0.024692612590371414,0.004264398786457518,-0.007189103572469226,-0.016461277054071962,-0.022409901399584164
40,2002-11-27,0.003955179842928014,0.0,0.014637653233687827,0.010781775603288413,0.021053409197832263,0.007189103572469256,0.011004237591013778,-0.043422161450277955
41,2002-11-28,0.0130720815673527,0.003955179842928014,0.0,0.014637653233687827,0.024692612590371414,-0.026126304592220036,0.0027322421368730716,0.02049852154834097
42,2002-11-29,0.0051813587419975845,0.0130720815673527,0.003955179842928014,0.0,0.010781775603288413,0.05158736879049326,-0.01928434416560476,-0.011661939747842975
43,2002-12-02,0.0,0.0051813587419975845,0.0130720815673527,0.003955179842928014,0.014637653233687827,-0.019746762934834447,-0.02964225495867425,0.07484084136937451
44,2002-12-03,0.015384918839479456,0.0,0.0051813587419975845,0.0130720815673527,0.0,0.004264398786457518,-0.007189103572469226,-0.016461277054071962
45,2002-12-04,-0.050891607296389266,0.015384918839479456,0.0,0.0051813587419975845,0.003955179842928014,0.021053409197832263,0.007189103572469256,0.011004237591013778
46,2002-12-05,0.0,-0.050891607296389266,0.015384918839479456,0.0,0.0130720815673527,0.024692612590371414,-0.026126304592220036,0.0027322421368730716
47,2002-12-06,-0.004024150299725491,0.0,-0.050891607296389266,0.015384918839479456,0.0051813587419975845,0.010781775603288413,0.05158736879049326,-0.01928434416560476
48,2002-12-09,0.0013431835464677597,-0.004024150299725491,0.0,-0.050891607296389266,0.0,0.014637653233687827,-0.019746762934834447,-0.02964225495867425
49,2002-12-10,-0.021710486370901314,0.0013431835464677597,-0.004024150299725491,0.0,0.015384918839479456,0.0,0.004264398786457518,-0.007189103572469226
50,2002-12-11,0.004106781952653502,-0.021710486370901314,0.0013431835464677597,-0.004024150299725491,-0.050891607296389266,0.003955179842928014,0.021053409197832263,0.007189103572469256
51,2002-12-12,0.005449604767564685,0.004106781952653502,-0.021710486370901314,0.0013431835464677597,0.0,0.0130720815673527,0.024692612590371414,-0.026126304592220036
52,2002-12-13,-0.016438726343159835,0.005449604767564685,0.004106781952653502,-0.021710486370901314,-0.004024150299725491,0.0051813587419975845,0.010781775603288413,0.05158736879049326
53,2002-12-16,-0.038005981625192524,-0.016438726343159835,0.005449604767564685,0.004106781952653502,0.0013431835464677597,0.0,0.014637653233687827,-0.019746762934834447
54,2002-12-17,0.014245255136048924,-0.038005981625192524,-0.016438726343159835,0.005449604767564685,-0.021710486370901314,0.015384918839479456,0.0,0.004264398786457518
55,2002-12-18,0.011251876797434847,0.014245255136048924,-0.038005981625192524,-0.016438726343159835,0.004106781952653502,-0.050891607296389266,0.003955179842928014,0.021053409197832263
56,2002-12-20,0.0013976242666379351,0.011251876797434847,0.014245255136048924,-0.038005981625192524,0.005449604767564685,0.0,0.0130720815673527,0.024692612590371414
57,2002-12-23,-0.028330506626225996,0.0013976242666379351,0.011251876797434847,0.014245255136048924,-0.016438726343159835,-0.004024150299725491,0.0051813587419975845,0.010781775603288413
58,2002-12-24,-0.015930822072194324,-0.028330506626225996,0.0013976242666379351,0.011251876797434847,-0.038005981625192524,0.0013431835464677597,0.0,0.014637653233687827
59,2002-12-26,-0.008797710703529197,-0.015930822072194324,-0.028330506626225996,0.0013976242666379351,0.014245255136048924,-0.021710486370901314,0.015384918839479456,0.0
60,2002-12-27,-0.010362787035546547,-0.008797710703529197,-0.015930822072194324,-0.028330506626225996,0.011251876797434847,0.004106781952653502,-0.050891607296389266,0.003955179842928014
61,2002-12-30,-0.06771817405495086,-0.010362787035546547,-0.008797710703529197,-0.015930822072194324,0.0013976242666379351,0.005449604767564685,0.0,0.0130720815673527
62,2003-01-02,0.02360455776942065,-0.06771817405495086,-0.010362787035546547,-0.008797710703529197,-0.028330506626225996,-0.016438726343159835,-0.004024150299725491,0.0051813587419975845
63,2003-01-03,0.06764411369572425,0.02360455776942065,-0.06771817405495086,-0.010362787035546547,-0.015930822072194324,-0.038005981625192524,0.0013431835464677597,0.0
64,2003-01-06,0.015861904300466516,0.06764411369572425,0.02360455776942065,-0.06771817405495086,-0.008797710703529197,0.014245255136048924,-0.021710486370901314,0.015384918839479456
65,2003-01-07,-0.020231903971585002,0.015861904300466516,0.06764411369572425,0.02360455776942065,-0.010362787035546547,0.011251876797434847,0.004106781952653502,-0.050891607296389266
66,2003-01-08,-0.007326040092072898,-0.020231903971585002,0.015861904300466516,0.06764411369572425,-0.06771817405495086,0.0013976242666379351,0.005449604767564685,0.0
67,2003-01-09,-0.05129329438755058,-0.007326040092072898,-0.020231903971585002,0.015861904300466516,0.02360455776942065,-0.028330506626225996,-0.016438726343159835,-0.004024150299725491
68,2003-01-10,0.0030911925696728796,-0.05129329438755058,-0.007326040092072898,-0.020231903971585002,0.06764411369572425,-0.015930822072194324,-0.038005981625192524,0.0013431835464677597
69,2003-01-13,0.03189336377595379,0.0030911925696728796,-0.05129329438755058,-0.007326040092072898,0.015861904300466516,-0.008797710703529197,0.014245255136048924,-0.021710486370901314
70,2003-01-14,-0.01810004164361799,0.03189336377595379,0.0030911925696728796,-0.05129329438755058,-0.020231903971585002,-0.010362787035546547,0.011251876797434847,0.004106781952653502
