,Mkt-Rf,SMB,HML,RMW,CMA,Rf
1989-04-29,0.004914891766992264,-0.0048958090611361535,-0.004466212971615578,0.0029923406974095806,-0.003694163714924717,0.0004851082330077361
1989-05-01,0.005514891766992264,-0.0010991083841887437,-0.008472398116481808,0.0014119577394766962,-0.008272996233035861,0.0004851082330077361
1989-05-02,-0.005885108233007736,-0.0007110190259950138,-0.001317465664773699,-0.002254867388367614,-0.003202199933959933,0.0004851082330077361
1989-05-03,-0.008385108233007737,-0.0010193909857729325,0.003037182132451806,0.0016769833559867357,0.000895295997120767,0.0004851082330077361
1989-05-04,0.008214891766992263,-0.006405982663846771,-0.004885382076963724,0.0016975994162775282,0.0004477280896899912,0.0004851082330077361
1989-05-06,0.007114891766992264,0.0015088393410177894,-0.0007941492531535078,-0.0013498378669011546,-0.0032114875406314023,0.0004851082330077361
1989-05-08,-0.005185108233007735,0.003192879431392587,0.001982986234542886,-0.002675620598470793,-0.002547402244179196,0.0004851082330077361
1989-05-09,0.005514891766992264,0.0005165492783741282,-0.00046283925873127907,0.0017636251884052111,0.0021585107561655726,0.0004851082330077361
1989-05-10,0.0005148917669922639,0.0034851435828328315,0.0012729712368755117,-0.0025395399782183314,0.0011387494725860871,0.0004851082330077361
1989-05-11,-0.005985108233007737,0.004511024371044767,0.0014714918745826178,7.751581745126055e-05,-0.00044664222498593236,0.0004851082330077361
1989-05-13,-0.006985108233007737,-8.343788867975002e-05,0.0026204893932952646,-0.0038727271643277214,0.0032687585368303446,0.0004851082330077361
1989-05-15,-0.013885108233007737,0.006311070220535187,0.006925332490579713,0.0024322711514244907,0.00271338915333408,0.0004851082330077361
1989-05-16,-0.002285108233007736,0.001723172012015989,0.00016238924674371311,0.0017709046201113186,0.0006990297456426426,0.0004851082330077361
1989-05-17,0.002714891766992264,-0.002989058268555783,0.0008756943131647155,-0.001252634882927203,-0.001989255196918801,0.0004851082330077361
1989-05-18,-0.002085108233007736,-0.005836078805316263,0.003943836473172777,-0.002345215334976841,0.0026230683222613245,0.0004851082330077361
1989-05-19,0.006814891766992264,-0.00234199491064008,0.00011782071886794632,-0.0011329480238741457,-0.00042870026211347303,0.0004851082330077361
1989-05-20,0.0030148917669922635,0.0006732933126134029,0.0036280968670012567,-0.00032336254410645065,0.00308195487240057,0.0004851082330077361
1989-05-22,-0.007716458665731379,0.0032769547677128836,0.005779749305847964,-0.00024254943866554475,0.007408066777156457,0.0003164586657313784
1989-05-23,-0.006285108233007736,0.0018669920556592685,0.0006019887959888117,0.0012221853375285752,0.000778457283066681,0.0004851082330077361
1989-05-24,0.010762535629636716,-0.005136487253535848,-0.004986237018675734,0.002339422735169441,-0.006858635986721966,0.0005374643703632831
1989-05-25,-0.005609626699584987,0.00014373624762685364,0.0015572207361481045,-0.0008024114708508993,0.0014454473779032624,0.0005096266995849863
1989-05-26,0.0052043653802162524,-0.005997046668153005,-0.00289949872352775,-0.00018488905973766494,-0.003235271900906931,0.0004956346197837469
1989-05-27,0.0022043653802162532,-0.0016553686990852837,-0.002356707236438634,-0.0004845538802819274,-0.0015948361442876674,0.0004956346197837469
1989-05-29,-0.001385108233007736,-0.0005711508446760022,0.0004098795612850724,0.001029940745456561,-0.00287559636259385,0.0004851082330077361
1989-05-30,0.0004148917669922639,-0.006383958610767282,-0.007320695184990877,0.0033408651591304893,-0.006369451552559104,0.0004851082330077361
1989-05-31,-0.006285108233007736,0.0001069305168367166,0.002848503195815347,0.0002476215080324728,0.0032352408590271605,0.0004851082330077361
1989-06-01,-0.000785108233007736,-0.003840005743230551,-0.002338654971720769,0.00037861216049459717,-0.0007513699436542242,0.0004851082330077361
1989-06-02,-0.008485108233007736,-0.0017840158361575006,0.0028447620875907964,0.0018459003512702726,0.001354176630792116,0.0004851082330077361
1989-06-03,-0.004685108233007736,0.00392010184863028,-3.8001418245548185e-05,-0.004026824144804296,0.002885996216021175,0.0004851082330077361
1989-06-05,-0.02188510823300774,-0.002040034564113257,0.006685267618643496,0.0004308799704956755,0.0027793173896203047,0.0004851082330077361
1989-06-07,-0.02856852274607281,-0.0013672423873878547,0.0032838632984071164,0.002705162663409217,0.004813102292056996,0.0002685227460728079
1989-06-08,0.024514891766992265,-0.005073915258556723,-0.003697092279248925,-0.0017564441897020971,0.00013966106999152225,0.0004851082330077361
1989-06-09,0.007114891766992264,0.01234018377051596,0.00023199552669711347,-0.007216779173584053,0.001185117273858713,0.0004851082330077361
1989-06-10,0.0066148917669922635,0.010901951224340673,-0.00018239130177548184,-0.0009684657891853611,0.00020426493888527943,0.0004851082330077361
1989-06-12,0.009814891766992264,0.008228660621109517,-0.0018659266447645616,-0.0046115293809551195,0.002130665802584841,0.0004851082330077361
1989-06-13,-0.000985108233007736,-0.005618780672395368,-0.0011791090822636753,0.00601629440375639,-2.800845791676651e-05,0.0004851082330077361
1989-06-14,0.010714891766992266,0.002920645257401386,-0.0031966064618320633,-0.007808595646918021,0.001900260626546503,0.0004851082330077361
1989-06-15,-0.001085108233007736,0.00550223337040931,-0.0017221285309347695,0.0025239197932704865,-0.0037741706108604875,0.0004851082330077361
1989-06-16,-0.017185108233007736,0.00919191391615956,0.006285022991952761,-0.007539474898988459,0.003956378812000448,0.0004851082330077361
1989-06-17,-0.004885108233007736,0.0028891457733303968,9.012531127665585e-05,-0.0018563258482029044,-0.0008529155656602627,0.0004851082330077361
1989-06-19,-0.016485108233007736,0.003330818672029986,0.0067312381072477095,-0.006284315587326292,0.004251108142814798,0.0004851082330077361
1989-06-20,0.012414891766992264,-0.0014187131596080157,-0.0040995173266069555,-0.00235683063251523,0.0014686573162603286,0.0004851082330077361
1989-06-21,-0.004585108233007736,0.0038513159762366637,0.0006044198933347826,0.001551196344437992,0.002054125492453416,0.0004851082330077361
1989-06-22,-0.009963824852839477,0.0018694445897624948,0.004965266693206777,0.002029340679714232,0.0018657483701341251,0.0003638248528394783
1989-06-23,-0.008085108233007735,0.004294723976993021,0.0026321316991452758,-0.0033769781867865603,0.001711269939922315,0.0004851082330077361
1989-06-24,-0.0008851082330077361,-0.002965271904293545,-0.00015020647570696715,-0.002581837362063415,0.002219781020917338,0.0004851082330077361
1989-06-26,-0.006085108233007737,5.440615075588645e-05,0.0026125183679254187,0.0007617840853548566,0.0024982631136080914,0.0004851082330077361
1989-06-27,-0.004085108233007736,-0.0032364972506734855,0.002206490607979194,0.0013132203318895362,0.002869827796933293,0.0004851082330077361
1989-06-28,-0.015285108233007737,0.003547543824692724,0.010368984469975034,-0.0019440290968785745,0.0035965533459784323,0.0004851082330077361
1989-06-29,-0.002985108233007736,0.0036336418104538242,0.007669483013538909,-0.0011481780816805674,0.00310154694827257,0.0004851082330077361
1989-06-30,-0.011685108233007738,0.006294025352805112,0.007683724713733778,-0.004675148715222733,0.005209846244843506,0.0004851082330077361
1989-07-01,-0.010185108233007736,0.00010118264287006177,0.0006695296357955884,-0.0012664972483394307,0.002286981193267732,0.0004851082330077361
1989-07-03,0.022714891766992262,-0.00931922091922586,-0.009690711974922335,0.011685139176473904,-0.005169143867766578,0.0004851082330077361
1989-07-04,0.010214891766992265,-0.0037148934927608117,-0.008455541660623333,-0.006686982083846823,-0.006043652244768629,0.0004851082330077361
1989-07-05,-0.0015851082330077362,-0.0008561426112732618,-0.0017787561921698077,0.007705935594164236,-0.007337231027544512,0.0004851082330077361
1989-07-06,-0.012185108233007735,0.003523895025341299,0.00023193781260940662,0.0012833276811708635,-0.0020505261182596664,0.0004851082330077361
1989-07-07,0.015714891766992267,-0.005491553366562453,-0.007377379556087096,0.0014166136721847078,-0.0018514731155341545,0.0004851082330077361
1989-07-08,-0.005985108233007737,-0.0025675338160668373,0.00390792845811249,-0.0027829701717514872,-0.00019174597939311706,0.0004851082330077361
1989-07-10,-0.004685108233007736,-0.0007769775214767164,0.0015254466698838265,-0.0010127966753895254,-0.0007480795731565903,0.0004851082330077361
1989-07-11,0.015214891766992266,0.0020699965353323316,-0.0016922540436873027,-0.0039244423811834045,-0.0008143566907384964,0.0004851082330077361
1989-07-12,0.008414891766992264,0.008846692938081506,0.0030248601001855724,-0.004704024288833875,0.005047084777206886,0.0004851082330077361
1989-07-13,-0.0008851082330077361,0.005315174091057047,0.003904849188574076,-0.0038147010720687973,0.0048122132322469275,0.0004851082330077361
1989-07-14,-0.0008851082330077361,-0.002374237370975194,0.0017909485394677976,-0.005669128420304829,0.006783330969893391,0.0004851082330077361
1989-07-15,0.013014891766992265,-0.011591491934202648,0.003278142302939706,-0.00388901752080573,0.006089908668433791,0.0004851082330077361
1989-07-18,0.002514891766992264,-0.008586740466575564,-0.002647136280074331,0.00221656622030701,-0.003388060801511999,0.0004851082330077361
1989-07-19,-0.007585108233007736,0.0005810543089033907,0.0022640065925749386,0.004409235794904924,-0.002659611485864114,0.0004851082330077361
1989-07-20,0.001696531113527753,-0.003297782960154811,-0.0014656077250558433,-0.006773489306652765,-0.001137828262028428,0.0004034688864722469
1989-07-21,-0.0036201222719220187,-0.0012189634743220398,0.000699026970494088,-0.0011917406535162881,-0.0008877158524075929,0.0003201222719220187
1989-07-22,-0.005787027936937801,0.0007282941682040539,0.0022676924015618853,-0.002084399723278359,0.0014534598587366515,0.0002870279369378004
1989-07-24,-0.0029675022437634624,-0.002245512480828817,0.003882669790212567,-0.002713913912518612,0.004064831179235636,0.0004675022437634624
1989-07-25,0.009232497756236538,-0.00034204399252788566,-0.004958479028832646,-0.0028443114771732145,-0.004259432711951627,0.0004675022437634624
1989-07-26,-0.0027675022437634623,0.004823709216602991,0.0001982808809900654,-0.003764795113849851,0.00103388229595668,0.0004675022437634624
1989-07-27,-0.005267502243763462,0.007954121334283363,0.005791407466519134,-0.0009676032539919044,0.00010467376765944947,0.0004675022437634624
1989-07-28,0.004828970331628797,-0.008311201000423275,-0.004400178593881502,-0.000593740618500259,0.004307134348786426,0.0004710296683712034
1989-07-29,-0.0037675022437634624,0.0031559805534776392,0.0016355183805273669,-0.0029117912737368743,0.0005795264134540673,0.0004675022437634624
1989-07-31,0.0008324977562365376,-0.0011579113569593518,0.0008500548003001098,0.0021901334554194686,-0.0014097488607650996,0.0004675022437634624
1989-08-01,-0.005667502243763462,-0.0007308628950678924,0.002147621376281417,-5.908541300104347e-06,-0.001475546278809304,0.0004675022437634624
1989-08-02,0.0032324977562365378,-0.002976857646800527,-0.004902600878644792,0.00039330332680754805,-0.0010463518840636672,0.0004675022437634624
1989-08-03,-0.004267502243763462,0.0019833474655092174,-0.0008713873287565944,0.0009837353752133139,-0.001108385348786686,0.0004675022437634624
1989-08-04,-0.0020675022437634622,-0.0015381440162940674,-0.003264065842374672,0.0013127599208055934,-0.001012464290241221,0.0004675022437634624
1989-08-05,0.008732497756236537,-0.0012872896952611185,-0.0023647264364913996,0.0008316007198621578,0.0014297149965505646,0.0004675022437634624
1989-08-07,0.0030982295309104763,-0.004228715477399222,-0.0005617817892973541,0.0028612585603519534,-0.002764718654441828,0.000301770469089524
1989-08-08,0.005532497756236538,-0.008223692363100806,-0.005219950840653879,-0.000980427760957435,0.002754499871784306,0.0004675022437634624
1989-08-09,0.009232497756236538,-0.0032316317388174577,0.0002368016119401392,-0.004570812703497313,-0.0013298341341065438,0.0004675022437634624
1989-08-10,0.0019324977562365374,0.0003249196895159224,0.0030569934617174083,0.0015326662486246272,-0.0006337185363136863,0.0004675022437634624
1989-08-11,-0.0037675022437634624,0.006698786446065159,0.002445829039095841,-0.0048581562309878675,-0.002013861035083376,0.0004675022437634624
1989-08-12,-0.0003675022437634624,0.0020346040497887796,0.0024183380941102364,-0.003559605642981135,0.00040124100538680004,0.0004675022437634624
1989-08-14,-0.0008675022437634624,0.002570608551975275,0.0032402318038905753,0.0004124911928296155,0.0013309572859757338,0.0004675022437634624
1989-08-16,-0.009367502243763462,0.0006720802553135805,0.00031305489961666946,0.002831727604152961,-0.0015522613420043165,0.0004675022437634624
1989-08-17,-0.0014675022437634624,0.0009977151410230187,0.0020600069133823416,0.00012610841392322707,0.0005606769710547722,0.0004675022437634624
1989-08-18,-0.0036675022437634625,0.0060143208612500965,-0.0013607275049521798,-0.001084906914179248,-0.0038248129890424737,0.0004675022437634624
1989-08-19,0.0009750721552647546,0.006561173953157111,-0.00028478854103822573,3.0515444796791902e-05,0.0012800578457245792,0.0004249278447352456
1989-08-21,0.0025857871926194794,0.005785177083322727,0.0009563939600058134,-0.0054971281040348385,0.004318091112165275,0.0004142128073805207
1989-08-22,0.01357150686785523,-0.00642273751963601,-0.00883220246279213,0.002462060233769341,-0.008458916924981318,0.00042849313214476936
1989-08-23,0.014050181856960539,-0.009115489634716556,-0.01217257763319311,0.0015242895623682196,-0.010448461271648897,0.0004498181430394599
1989-08-24,0.02015018185696054,-0.017638311403670632,-0.006904548078148964,0.007645383610758212,-6.600640541325892e-05,0.0004498181430394599
1989-08-25,-0.00684981814303946,0.002418589812437179,0.001897632970988673,-0.0016218368958634032,-0.0023083583689692275,0.0004498181430394599
1989-08-26,0.015950181856960538,-0.018361837495819544,-0.010405770213715219,-0.00156052893175968,-0.005689837582635832,0.0004498181430394599
1989-08-28,0.01325018185696054,-0.022876876247350197,-0.007381856742936014,-0.0064220774072778755,-0.0014240444147257166,0.0004498181430394599
1989-08-29,0.0022572775244119247,-0.013160714197731382,0.003346505436936986,0.004952770278279909,0.0047273345507476425,0.0004427224755880754
1989-08-30,0.006853728111707063,-0.014757847358113278,-0.0002482077792793202,0.0037464040447214224,-0.004508190264321832,0.0004462718882929373
1989-08-31,-0.00884981814303946,0.01477155583471291,0.0011281443330009764,0.009284604166537869,-0.002349852950369548,0.0004498181430394599
1989-09-01,0.008550181856960541,-0.0077034326874620045,0.004141693120307798,0.006744095688609612,-0.00014910927774614653,0.0004498181430394599
1989-09-02,-0.00294981814303946,0.0016002313588183096,0.0016890366471640703,-0.0005030709945989771,-0.001425411918742436,0.0004498181430394599
1989-09-04,-0.007124927844735246,0.003127613558780945,-0.0049032719229270315,-0.001984615567746843,-0.004957598348051594,0.0004249278447352456
1989-09-05,-0.003707053412356806,-0.0034231340076260742,0.00395385646002351,-0.0018027102470331178,-3.600757025440946e-05,0.0004070534123568059
1989-09-06,-0.010809121334255203,0.007132350268941744,0.004889824869585264,-0.0015204522081236887,0.00928362396709375,0.0003091213342552024
1989-09-07,-0.0049870279369378,-0.0014661847025879348,0.0004189283455939604,-0.003260593930891986,0.002866511748670758,0.0002870279369378004
1989-09-08,0.005953728111707063,-0.011811304537226112,-0.002069071486401192,0.008386611984505507,-0.0023469822905133647,0.0004462718882929373
1989-09-09,-0.00193205523324108,-0.0012335338695893124,0.0008320946908169423,0.0023413965170957576,-0.00385172725179337,0.00043205523324107986
1989-09-11,-0.0035320552332410798,-0.0012740922975685435,-0.0018880941122151797,0.0027785648617956156,-0.003956633889638466,0.00043205523324107986
1989-09-12,0.005167944766758921,-0.002592688048601599,-0.0019326175360611245,-0.0036984499483445955,0.0038484845264943057,0.00043205523324107986
1989-09-16,-0.003385108233007736,0.0028284633772600863,0.0016560297056529014,-0.0009255977541744312,0.000523182588972302,0.0004851082330077361
1989-09-18,-0.009185108233007735,0.0010503505586509216,0.006117361614082007,-0.0024706562137045158,0.003085721821371677,0.0004851082330077361
1989-09-19,-0.001685108233007736,-0.0024093915907067486,-0.0053674359931189,-0.0024908406592269996,-0.0007483594160988794,0.0004851082330077361
1989-09-20,-0.009085108233007736,0.0032366552004353313,0.00035452166571846994,-0.0038382400829128265,0.00784406052507333,0.0004851082330077361
1989-09-21,-0.006585108233007736,0.010612308263333132,0.002445399135468581,-0.000664807080499603,0.0007829603458140151,0.0004851082330077361
1989-09-22,-0.006706133281528376,0.0035372830244515957,-0.0010813865804327675,-0.0020862628643662047,3.589834437334356e-05,0.0005061332815283759
1989-09-23,-0.003985108233007736,-0.002330973139064078,0.001630807829027493,0.00185735176592333,0.0025389540328344474,0.0004851082330077361
1989-09-25,-0.001385108233007736,-0.003489955481539336,-0.0004439152083884042,0.005889973395287499,-0.004300946033102399,0.0004851082330077361
1989-09-26,-0.003485108233007736,-0.0002457996449123186,-0.00014123412921649347,0.00022561417159448977,0.0010654590312760268,0.0004851082330077361
1989-09-27,-0.0011851082330077362,-0.0018471413308601148,0.0006675786904884371,-0.00117084527114368,-0.0003906417037725104,0.0004851082330077361
1989-09-28,0.007314891766992264,-0.003263520804748505,-0.003364853788430946,-0.0017728641614278102,-0.00356040668145435,0.0004851082330077361
1989-09-29,0.011814891766992264,-0.0004405640509748499,-0.00652356660873905,0.005938629060693614,-0.007211820442061385,0.0004851082330077361
1989-09-30,-0.0015851082330077362,0.008820724859306453,0.00379761024486553,-0.001270096034640875,0.0005680353457688115,0.0004851082330077361
1989-10-04,-0.014411372261169373,0.0027761633500501294,0.0052931504898169664,0.0013048795753831145,0.003247945371603587,0.0005113722611693738
1989-10-05,-0.005023917790096862,-0.002600386813061463,0.00018081965788700922,0.00012178971060858995,0.0027923191468543496,0.0005239177900968617
1989-10-06,-0.0029113722611693736,0.0031966069143721317,0.0004084654566543686,-0.0022244820673110633,0.0038754854572112495,0.0005113722611693738
1989-10-07,-0.0008239177900968616,0.0038257818464448984,8.056977552948347e-05,-0.001447963719620381,0.000788338375855875,0.0005239177900968617
1989-10-10,-0.0015867449829874971,-0.0010686031665620248,-0.00423731061360679,0.0009806998585940776,-0.004310550309358926,0.0005867449829874971
1989-10-11,0.0062729519874152595,-0.008082346052673084,-0.004985570845176204,0.004227190021874842,-0.003326854232381303,0.000527048012584741
1989-10-12,0.0011653106647015674,-0.0009319866909037968,3.2067273671573457e-06,-0.002703419102612422,-0.002628394573607447,0.0005346893352984328
1989-10-13,0.002459416022633551,-0.00593775935252814,0.001011226520850999,-0.0013028227704084275,0.0031713375762733387,0.0005405839773664489
1989-10-14,0.0015400597988117861,0.0014063777744142902,0.0007691275344344209,0.0016451759912690955,0.0020853070466665437,0.0005599402011882137
1989-10-16,-0.008252001694205773,0.002711145784444297,0.000526594006835082,0.0003757054817216509,-0.001099284821761976,0.0005520016942057726
1989-10-17,-4.7507708967165375e-05,0.0011134742838589614,-0.001834465269044136,-0.002066878919460823,0.0035824457853582854,0.0005475077089671654
1989-10-18,-0.01185061946905388,0.0028415930536380344,0.002155858429779934,0.0006480759643761463,-3.1919970229006556e-05,0.0005506194690538813
1989-10-19,-0.008826004878184772,0.003074181752974642,0.005408495966546936,0.0002604462979250016,0.003890339591711177,0.0005260048781847715
1989-10-20,-0.00741660436419465,0.003065237697201182,0.002058666492920103,0.0034762319520382076,-0.0022715273743532244,0.0005166043641946505
1989-10-21,-0.007140930449710819,0.002264111560648437,0.0030325180652318196,-0.0005300575027742047,-0.0009561859953981042,0.0005409304497108192
1989-10-23,-0.007258560726418467,-0.005770406821447041,0.0016214638414680758,0.001456145272255847,-0.0017196214328398579,0.0005585607264184667
1989-10-24,0.013133858063027536,-0.009077151742955048,-0.007445654296498448,-0.0018376184714557564,0.00017544623838762312,0.0005661419369724641
1989-10-25,-0.006261319198749687,0.0018905981417079302,0.0008286066752509974,-0.0009107200974487412,0.0009864396215858735,0.0005613191987496879
1989-10-26,0.00021599594516206121,-0.005950760374995496,0.0004723118491805884,-0.0018265943467756429,0.000938777749818456,0.0005840040548379388
1989-10-27,-0.0067898262761721005,-0.003423385412947316,-0.0010223506874454495,0.0006098519073350576,0.0007225850694331844,0.0005898262761721007
1989-10-28,0.0002917358128814321,-0.0009093209918306083,-0.002710038775218337,-0.0017574146122102407,-0.0012246945720713182,0.0006082641871185679
1989-10-30,0.0013101737238278993,-0.0041879665569421074,-0.0017668004684215722,-0.0019552826767271028,0.0023413099167701942,0.0005898262761721007
1989-10-31,-0.0028740523622097537,-0.004267917297640871,-0.00012413131880032032,-0.0014394275167631523,-0.0014216014073517463,0.0005740523622097538
1989-11-01,-0.0036747394840107666,6.684492860084064e-05,0.0015209161273865655,0.001537895492421719,-0.0021671052058481054,0.0005747394840107667
1989-11-02,-0.007246469915567505,-0.0020967788185675394,0.0015573808709926354,-0.0003953198246251068,0.0009384439994949935,0.0005464699155675046
1989-11-03,0.0014845884814336332,-0.0032306293633216506,-0.0010482519315669274,-0.0007099691268362572,0.0005293517597159576,0.0006154115185663667
1989-11-04,0.0013331695764766543,0.0017540780749068143,0.004259608687912547,-0.002502948445508131,0.0031709360184229937,0.0005668304235233457
1989-11-06,-0.008888457106561302,0.0027694103453516097,0.005097090733857173,-0.004141051330694742,0.004003283621823155,0.000588457106561302
1989-11-07,-0.004769239190466586,-0.0010121705996482629,0.0007117492203420174,-0.00298583916588611,0.004128263854978656,0.0005692391904665861
1989-11-08,-0.006162008518680824,-0.0009160180054190974,0.006868747927687573,-0.0007592527718391323,0.0025086106993688633,0.0005620085186808232
1989-11-09,0.03870880502430907,-0.004234891510758228,-0.007264370679219756,-0.00026431338211446026,0.0003060001091012496,0.000591194975690934
1989-11-10,0.021903676582356847,-0.003866969915202162,-0.00895816364990884,0.0044494442594672085,-0.0027033305640040903,0.000596323417643152
1989-11-11,0.004417709982764135,0.007400939115962082,-0.004842362600607336,-0.003365327617566954,-0.0017077208436150175,0.0005822900172358647
1989-11-13,-0.007981604195784458,0.004700092278868165,-0.0010643517553888021,-0.0018877969776369043,0.0006976133401981172,0.0005816041957844575
1989-11-14,-0.01757508300050202,0.005120497471831665,-0.000753143665222224,0.000524727150247515,0.0004069380913175047,0.0005750830005020191
1989-11-15,-0.002778516538294771,-0.0036333549737484726,0.007134813335887334,-0.005542160248239092,0.006311534128682548,0.000578516538294771
1989-11-16,0.00040333492069433066,-0.0018882456599671148,-0.0013358151305114048,0.0019145792106926188,-0.0042312464539701,0.0005966650793056694
1989-11-17,-0.01039427283250768,-0.0011378058488331082,0.0026087259777883426,-0.001113097704047588,-0.0006256408025111029,0.0005942728325076807
1989-11-18,0.0008424741930258984,-0.0017565765622177681,-0.004739052349426591,0.003287255314701073,0.001494750066160718,0.0005575258069741018
1989-11-20,-0.012624961470736551,0.003916363750289494,0.00238551385434432,-0.0008466386398211147,0.002482906484122749,0.0005249614707365513
1989-11-21,-0.00701520980807962,-0.0016667789498452524,0.0050831728736145405,0.004130805667672971,0.001332519855498416,0.0005152098080796197
1989-11-22,0.005093517238859709,-0.002858476367895737,0.00014143658326843875,0.0011899701813801438,0.0015934961468565545,0.0005064827611402922
1989-11-23,0.0011719091259205436,0.0011628414731764017,-0.0027000136964624617,0.0006392816291497839,-0.003160410016101062,0.0005280908740794565
1989-11-24,0.018324230055308227,0.00034393351140154295,-0.005094459617794304,-0.0015340856864548974,0.0016825337462768077,0.000575769944691773
1989-11-25,-0.002277486787445958,0.0023634362082434733,0.0037711684620212425,0.0026212241796121655,-0.0025044259580307014,0.0005774867874459577
1989-11-27,-0.010753728801927279,0.0011757088857449118,0.001528484146540725,-0.0003799299688285948,0.0012245905957265681,0.0005537288019272779
1989-11-28,-0.0036360770943145797,0.0011615646366727524,0.0022618194901691787,-0.00042963274964013566,0.0017819307949460926,0.0005360770943145798
1989-11-29,0.004056645086716833,-0.0023560868111286207,0.0016541189907187497,-0.00043719668893758227,-0.0005741450371542414,0.0005433549132831672
1989-11-30,0.008755606482133386,0.0018547794735928585,-0.006453292000516865,0.0029215403730817064,-0.0056804489770047005,0.0005443935178666148
1989-12-01,-0.008821133305029675,0.0034890209543325078,0.005603637174954434,-0.0011169934789606994,0.0016109684440524458,0.0005211333050296751
1989-12-02,-0.003295298256925725,-0.002030285246698994,0.00020249992392798975,-0.0007613486048932282,0.0011974075033671903,0.0005952982569257248
1989-12-04,-0.006407242092895088,0.002451803640824025,-0.00040013234953609114,-0.0013428382604369574,8.539673794770875e-05,0.0006072420928950883
1989-12-05,-0.008458215783123429,0.0016687211199470956,0.0002715426216375171,0.0026787534380569153,9.392718773780853e-05,0.000558215783123428
1989-12-06,-0.001539197786763923,-0.0011716916218404256,0.0010128287576302145,0.00012695893062448496,-0.0011475425423467386,0.000539197786763923
1989-12-07,-0.010004515226448442,0.0015463721644659635,0.001829330980367333,-0.002203023413274675,0.0005432644908238728,0.0006045152264484432
1989-12-08,-0.012481947121258918,0.007145159052597397,0.00246726698755089,0.0012563710325771138,0.0005238830883912086,0.0005819471212589189
1989-12-09,-0.017267518791184884,0.004283253153962864,0.003128471106074563,-0.004043379788891788,0.005409188791870485,0.0005675187911848845
1989-12-11,-0.006749928176705405,-0.004474310794006851,0.004170935931525824,-0.002409730012989517,0.0015952965493963066,0.0005499281767054054
1989-12-12,0.04054350938122595,0.0022328820970099685,-0.0005456717486654605,0.001407359733080711,-0.0012349538642687785,0.0005564906187740526
